variant,cells,wall_seconds_total,wall_seconds_mean,wall_seconds_std,fit_seconds_total,inference_seconds_total,inference_parameters
attention_control,10,110.60394730002736,11.060394730002736,0.7554576669462811,95.1209750000271,1.4562226000707597,10705
direction_consistency,10,113.0156060999434,11.30156060999434,0.8156101975244788,98.72454049994121,1.4753355999710038,10705
fcta_lstm,10,195.55307760005235,19.555307760005235,1.4600833012824737,180.47514349999256,1.463855700014392,10705
mask_augmentation,10,189.2926367999753,18.92926367999753,1.2846577679921334,174.65478579999763,1.3926668999774847,10705
