model,fold,test_year,arm,base_seed,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
pit_dern,fold_1,2022,Global-Numeric,456,241,24.134475205880484,19.55028716102707,1.9877252567892487,-0.17588472183992643,0.4666666666666667,0.47403555618017,-0.052149221933689316,1.0,240,1,0,58,49,79,54,0.42916666666666664
pit_dern,fold_1,2022,Global-Numeric-News,456,241,26.948390132189733,21.298604303623808,2.163831530822688,-0.46606991002140186,0.4583333333333333,0.4774787435879418,-0.04796242746433648,1.0,240,1,0,70,37,93,40,0.32083333333333336
pit_dern,fold_1,2022,Regime-SHAP-Numeric,456,241,22.5772157500332,17.66153999795531,1.7982622778113329,-0.029034166287104313,0.4791666666666667,0.498102733469187,-0.004026903680846127,1.0,240,1,0,72,35,90,43,0.325
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,456,241,22.290763374286247,18.170481958163265,1.8473264318239928,-0.0030877150968080525,0.4875,0.5056215304616681,0.011854883446989461,1.0,240,1,0,72,35,88,45,0.3333333333333333
