model,fold,test_year,base_seed,arm,window,n_test,fit_seconds,inference_seconds,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
cnn,fold_4,2025,789,News-Only,20,234,4.403355999995256,0.22251060000417056,123.83568638103112,107.53420920815729,14.000692906701287,-4.919845049522918,0.5,0.5125,0.11107503021679688,1.0,234,0,0,3,117,0,114,0.9871794871794872
cnn,fold_4,2025,789,Global-Numeric-Shuffled-News,20,234,6.085921900004905,0.2607936999993399,56.094920269364664,44.97498412001336,5.884625006921295,-0.21469090068394436,0.5427350427350427,0.5495614035087719,0.1168446361674165,1.0,234,0,0,34,86,21,93,0.7649572649572649
cnn,fold_4,2025,789,Global-Numeric-Lagged-News,20,234,6.061863700000686,0.21799849999661092,31.978020760400256,24.927346205566177,3.2265191986050823,0.6052502457728919,0.5299145299145299,0.5359649122807018,0.08146892421158218,1.0,234,0,0,36,84,26,88,0.7350427350427351
cnn,fold_4,2025,789,Global-Numeric-Random-Features,20,234,5.9210832999960985,0.25987320000422187,31.364324779501313,23.429687718690456,3.0451761918111844,0.6202562867551782,0.5384615384615384,0.5447368421052632,0.10242078963189225,1.0,234,0,0,36,84,24,90,0.7435897435897436
