model,fold,test_year,base_seed,arm,window,n_test,fit_seconds,inference_seconds,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
lstm_cnn_attention,fold_1,2022,42,News-Only,20,241,9.895128400006797,0.8412729000046966,52.608375714471755,47.65521802218627,4.799716009290308,-4.58725913879974,0.45,0.5037593984962406,0.05801858302055766,1.0,240,1,0,107,0,132,1,0.004166666666666667
lstm_cnn_attention,fold_1,2022,42,Global-Numeric-Shuffled-News,20,241,9.58957470000314,0.7094228999994812,39.01692372108084,33.09063109105058,3.3622163596494863,-2.0732300948416045,0.4625,0.46205466938373974,-0.0754440162798816,1.0,240,1,0,49,58,71,62,0.5
lstm_cnn_attention,fold_1,2022,42,Global-Numeric-Lagged-News,20,241,9.92836339999485,0.8421135999960825,37.12686507804847,30.32031808141355,3.0839033936854228,-1.782694872629826,0.5,0.4958892558499052,-0.008196186044954768,1.0,240,1,0,49,58,62,71,0.5375
lstm_cnn_attention,fold_1,2022,42,Global-Numeric-Random-Features,20,241,9.996511299999838,0.7170660999981919,38.04062004495752,29.98405523495556,3.0431433214468244,-1.9213541074425002,0.49166666666666664,0.4965919471576136,-0.00680463959854139,1.0,240,1,0,58,49,73,60,0.45416666666666666
