model,fold,test_year,arm,base_seed,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
pit_dern,fold_3,2024,Global-Numeric,456,244,27.824143108254482,21.94566552979695,2.5491835493366346,0.6007784020623661,0.4959016393442623,0.5012786863180564,0.0026479342076392333,1.0,244,0,0,47,80,43,74,0.6311475409836066
pit_dern,fold_3,2024,Global-Numeric-News,456,244,23.146803709599308,18.334540186959615,2.1327948851634675,0.723718064782047,0.4918032786885246,0.4990241604414833,-0.0020837599605025236,1.0,244,0,0,41,86,38,79,0.6762295081967213
pit_dern,fold_3,2024,Regime-SHAP-Numeric,456,244,21.701100680911374,16.30917798453899,1.8882861195461331,0.7571523218478924,0.5,0.5129551113803082,0.033375912106955626,1.0,244,0,0,25,102,20,97,0.8155737704918032
pit_dern,fold_3,2024,Regime-SHAP-Numeric-News,456,244,25.378534944011065,19.204528835795625,2.216239986753842,0.6678735015598856,0.47950819672131145,0.48990510801534426,-0.023422968085805924,1.0,244,0,0,30,97,30,87,0.7540983606557377
