fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,26.151404145039148,19.799943648274994,2.01884380216331,-0.38063555358161216,0.48132780082987553
fold_2,2012,2022,2023,2600,243,21.70758199099959,17.649923375074753,1.8968433554990158,0.7619804324959569,0.5473251028806584
fold_3,2012,2023,2024,2843,244,23.77446963925467,18.8413164946486,2.2164306874110635,0.7085311772514096,0.5
fold_4,2012,2024,2025,3087,234,38.908575451356995,29.15613133903245,3.8476612673313113,0.41560112823468653,0.5213675213675214
