stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds
window_selection,cnn,full_ta_vmd,10,42,fold_1,2012,2017,2018,1385,245,20.463195160784316,16.509922509524216,1.4543390932716025,0.7737075407214172,0.5346938775510204,0.5332200453152073,0.09609084247813467,1.0,245,0,0,110,13,101,21,0.13877551020408163,4.196849400002975
window_selection,cnn,full_ta_vmd,10,42,fold_2,2012,2018,2019,1630,244,47.315672253764596,43.807509810748506,4.006633628651053,-2.6622571129381174,0.48360655737704916,0.5039370078740157,0.06157266250188244,1.0,244,0,0,1,126,0,117,0.9959016393442623,4.53475079999771
window_selection,cnn,full_ta_vmd,10,42,fold_3,2012,2019,2020,1874,243,60.33921350749033,38.719030193545386,4.691894068416327,0.5452412368737769,0.47520661157024796,0.4764215418261345,-0.04737597654667842,1.0,242,1,0,53,71,56,62,0.5495867768595041,4.848117400004412
window_selection,cnn,full_ta_vmd,10,42,fold_4,2012,2020,2021,2117,240,18.940262401279327,14.603409126798303,1.5202878091126142,0.21781696827795527,0.4875,0.4967249669012612,-0.006893682886233148,1.0,240,0,0,74,39,84,43,0.3416666666666667,5.173197700001765
