stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds
window_selection,lstm_cnn_attention,full_ta_vmd,20,42,fold_1,2012,2017,2018,1385,245,54.60236808701511,48.74418602626167,4.243510152345543,-0.6111877323202748,0.5265306122448979,0.5248567239770758,0.08694459413210698,1.0,245,0,0,115,8,108,14,0.08979591836734693,12.238155300001381
window_selection,lstm_cnn_attention,full_ta_vmd,20,42,fold_2,2012,2018,2019,1630,244,60.914913590816084,53.98442664101952,4.966056866206116,-5.069963316322265,0.47950819672131145,0.4993270072010229,-0.0052954099580715935,1.0,244,0,0,2,125,2,115,0.9836065573770492,13.403604700004507
window_selection,lstm_cnn_attention,full_ta_vmd,20,42,fold_3,2012,2019,2020,1874,243,101.11472518688537,76.22094072957395,9.166151821402291,-0.27705792995875256,0.48760330578512395,0.4956943685073811,-0.01136525163727436,1.0,242,1,0,21,103,21,97,0.8264462809917356,14.666334900000948
window_selection,lstm_cnn_attention,full_ta_vmd,20,42,fold_4,2012,2020,2021,2117,240,44.38130342728621,35.3261637873848,3.6805906466232337,-3.294736398962681,0.5166666666666667,0.533063897986203,0.07957312098867213,1.0,240,0,0,92,21,95,32,0.22083333333333333,16.387227999999595
