fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2419,241,7.469971266589629,5.880596397847703,0.5965580947841801,0.8873511167098047,0.4854771784232365
fold_2,2012,2022,2023,2660,243,7.98878093946798,6.126333278843528,0.6631564544463143,0.9677632844854132,0.4732510288065844
fold_3,2012,2023,2024,2903,244,7.388018070045536,5.5050379909485,0.6366532634858463,0.9718533748149059,0.5122950819672131
fold_4,2012,2024,2025,3147,234,21.552144830494388,14.814414876138432,1.959228099583843,0.8206919854397994,0.5170940170940171
