fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,11.111451868684128,8.72866011010167,0.8887477709510214,0.7507525940903248,0.5809128630705395,12.331853500043508
fold_2,2012,2022,2023,2600,243,15.492064765572373,12.757734873108427,1.38405939012561,0.8787704845148954,0.551440329218107,12.867445399984717
fold_3,2012,2023,2024,2843,244,14.730395004182187,12.221489141436901,1.4123488065254552,0.8881079533821676,0.47540983606557374,13.857443999964744
fold_4,2012,2024,2025,3087,234,20.715955219895594,17.267539942210384,2.186774043836085,0.8343358123773688,0.5128205128205128,14.291281700017862
