inner_fold,validation_year,seed,variant,aligned_balanced_accuracy,placebo_balanced_accuracy,aligned_gate_mean,aligned_gate_median,placebo_gate_mean,placebo_gate_median,final_epoch_gate_target_rate
inner_2021,2021,2025,random_control_fcg,0.5085708313009547,0.5080830604139084,0.32685768604278564,0.3395496606826782,0.3872193694114685,0.4117234945297241,0.3408333361148834
inner_2021,2021,2025,matched_control_fcg,0.49135948714375305,0.4834854713957215,0.31642064452171326,0.325217604637146,0.3735853135585785,0.37560150027275085,0.336249977350235
