fit_id,model,fold,test_year,base_seed,arm,scope,regime,fit_seed,features,feature_hash,training_sequences,fit_seconds,inference_seconds,trainable_parameters
98fad15a32afe7161dbe,lstm_cnn_attention,fold_1,2022,42,Global-Numeric,global,global,42,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,708,7.638975399997435,0.5608027999987826,12865
497973a65add86237da5,lstm_cnn_attention,fold_1,2022,42,Global-Numeric-News,global,global,42,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,708,7.76042539998889,0.5797969000122976,13377
e38cd3137d44df39df2b,lstm_cnn_attention,fold_1,2022,42,Regime-SHAP-Numeric,regime,bull,233391756,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,213,5.377455099995132,0.5624753000010969,6977
a054588a4db0f48bcd3f,lstm_cnn_attention,fold_1,2022,42,Regime-SHAP-Numeric,regime,sideway,1801841624,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,275,5.954775999998674,0.5571255999966525,12865
34a19f2eda9f4ba241a8,lstm_cnn_attention,fold_1,2022,42,Regime-SHAP-Numeric,regime,bear,1151042323,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,220,5.42758469999535,0.6018911999999546,10177
77299699322cc12a7be0,lstm_cnn_attention,fold_1,2022,42,Regime-SHAP-Numeric-News,regime,bull,233391756,38,a076ebcf4d70529ea1d6654ebdf65c2a1c5ef4e9aac6738f5e41bbf8fe0350d5,213,5.628886099992087,0.5544133000075817,7489
51af06f9686bcbeb0d1e,lstm_cnn_attention,fold_1,2022,42,Regime-SHAP-Numeric-News,regime,sideway,1801841624,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,275,6.257673100000829,0.6806280999880983,13377
487887ce5b3aae455a0f,lstm_cnn_attention,fold_1,2022,42,Regime-SHAP-Numeric-News,regime,bear,1151042323,88,be0ab9371cbac6ff813972092044dcb7cc3434af5ef9cae2b353078f4f11f534,220,5.8012771000067005,0.5470563999988372,10689
