fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,20.575217784871917,15.834285123832979,1.606896739180565,0.14537044046814596,0.4605809128630705,18.97194069996476
fold_2,2012,2022,2023,2600,243,29.725048421145456,23.652986420388107,2.5767112466495736,0.5536917620749513,0.5390946502057613,20.704683999996632
fold_3,2012,2023,2024,2843,244,26.679114469278694,22.153310054833796,2.5884159437585423,0.6329601212743348,0.48360655737704916,19.452963899995666
fold_4,2012,2024,2025,3087,234,56.47573298748559,41.41043597393568,5.462237897553695,-0.23123927510421338,0.5384615384615384,23.11162250000052
