fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,7.0164547284032865,5.4926545582371675,0.55754719618798,0.9006141667838046,0.5186721991701245
fold_2,2012,2022,2023,2600,243,7.831251460979375,6.001802933304398,0.6504016808495006,0.9690220909526615,0.51440329218107
fold_3,2012,2023,2024,2843,244,7.0335821786082295,5.272463338883197,0.6096213053542152,0.9744892301970651,0.5450819672131147
fold_4,2012,2024,2025,3087,234,24.70596975170481,17.230855045155586,2.2861935282336465,0.7643743754153663,0.5641025641025641
