fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,17.74686444315042,13.922641684623189,1.415994479937604,0.36418277056950343,0.5020746887966805
fold_2,2012,2022,2023,2600,243,21.622409283664563,17.647153744030383,1.8707054198062467,0.7638445737400387,0.5308641975308642
fold_3,2012,2023,2024,2843,244,23.606145845096265,19.181010864504074,2.270216028178822,0.712643778867361,0.5573770491803278
fold_4,2012,2024,2025,3087,234,33.29503821234692,27.00789424619108,3.4950445638370873,0.57206506376117,0.5085470085470085
