model,seed,fold,test_year,sequence_window,rmse_full_ta,mae_full_ta,mape_full_ta,r2_full_ta,direction_accuracy_full_ta,runtime_seconds_full_ta,rmse_full_ta_vmd,mae_full_ta_vmd,mape_full_ta_vmd,r2_full_ta_vmd,direction_accuracy_full_ta_vmd,runtime_seconds_full_ta_vmd,rmse_delta_vmd_minus_full_ta,mae_delta_vmd_minus_full_ta,mape_delta_vmd_minus_full_ta,r2_delta_vmd_minus_full_ta,runtime_seconds_delta_vmd_minus_full_ta,direction_accuracy_delta_pp
lstm_attention,456,fold_4,2025,20,62.68616595254424,46.23022289241483,6.13114462254449,-0.5169180678256109,0.5213675213675214,24.29252760001691,61.58893363688811,46.38652829244607,6.13731714278249,-0.4642798208030521,0.5299145299145299,22.201067999994848,-1.0972323156561359,0.15630540003124338,0.006172520238000523,0.052638247022558815,-2.0914596000220627,0.8547008547008517
lstm_attention,789,fold_1,2022,20,29.69432684610361,23.074119404539523,2.33889459485963,-0.7800655581651694,0.4688796680497925,18.48523890000069,29.36525836335092,23.13409997655149,2.3513909099849517,-0.7408312761446336,0.4688796680497925,19.10043749999022,-0.32906848275268885,0.05998057201196616,0.0124963151253219,0.039234282020535804,0.6151985999895295,0.0
lstm_attention,789,fold_2,2023,20,24.15638188581998,19.41171422618898,2.0988441194838043,0.7052501891809847,0.51440329218107,19.81649890000699,27.75896488943181,21.99770999194173,2.37820416664149,0.6107789707509056,0.51440329218107,19.393185699998867,3.60258300361183,2.585995765752749,0.2793600471576858,-0.0944712184300791,-0.4233132000081241,0.0
lstm_attention,789,fold_3,2024,20,30.45245939361143,24.191178058434737,2.8445288918390537,0.5217938276223988,0.5,20.61519530002261,24.15206766646016,19.223046698863403,2.246252071506062,0.6991991456490572,0.4959016393442623,20.34975240001222,-6.300391727151272,-4.968131359571334,-0.5982768203329916,0.17740531802665838,-0.26544290001038817,-0.40983606557377095
lstm_attention,789,fold_4,2025,20,27.89005870815606,21.616696432237948,2.756738000828427,0.6997261136576537,0.5299145299145299,22.01159650000045,53.314153205758544,40.60029938903632,5.369347055220805,-0.0972453255100029,0.5384615384615384,22.6031868000282,25.424094497602482,18.983602956798375,2.612609054392378,-0.7969714391676566,0.5915903000277503,0.8547008547008517
lstm_attention,2025,fold_1,2022,20,37.99625661180244,30.09589053622913,3.0436439515932805,-1.9145442433440176,0.4647302904564315,18.617124799988236,33.17546656182651,25.753590483487383,2.6096115913186564,-1.221892826260964,0.4730290456431535,18.498183900024745,-4.820790049975926,-4.342300052741749,-0.4340323602746241,0.6926514170830536,-0.11894089996349066,0.8298755186722018
lstm_attention,2025,fold_2,2023,20,27.04980127730456,21.776438971311475,2.3650795616357474,0.630411951039302,0.5349794238683128,19.89785110001685,29.247379541789208,23.7529113965172,2.598049831425416,0.5679204782881611,0.5020576131687243,19.66926309996052,2.1975782644846475,1.9764724252057242,0.23297026978966873,-0.062491472751140975,-0.2285880000563303,-3.292181069958844
lstm_attention,2025,fold_3,2024,20,41.15740516836768,33.920361300687354,4.029738978044899,0.1264929705512103,0.5204918032786885,20.85677189996932,38.20435578466236,29.72434301827777,3.5202863983893247,0.2473445796812315,0.5040983606557377,20.95434810000006,-2.95304938370532,-4.196018282409582,-0.5094525796555747,0.12085160913002119,0.09757620003074052,-1.6393442622950838
lstm_attention,2025,fold_4,2025,20,28.79729342435832,22.174379216870687,2.8223379480842974,0.6798731869100139,0.5256410256410257,22.772552500013266,29.65285619790285,23.245381274009365,2.98141457984476,0.6605687910405312,0.4871794871794871,22.41528190003009,0.8555627735445306,1.0710020571386778,0.15907663176046283,-0.019304395869482627,-0.357270599983174,-3.8461538461538547
lstm_cnn_attention,42,fold_1,2022,20,32.0181887097617,24.949005573023403,2.5332261618793246,-1.0695815694913209,0.4481327800829875,22.85757750004996,29.761908460927383,23.307791418099303,2.370895089052504,-0.7881773164270542,0.4771784232365145,23.725567999994382,-2.2562802488343188,-1.6412141549241,-0.16233107282682058,0.28140425306426664,0.8679904999444226,2.904564315352698
lstm_cnn_attention,42,fold_2,2023,20,28.36640906940486,21.952761431113192,2.367431721977078,0.5935580889982358,0.5432098765432098,23.790865499991924,29.88451199602944,23.92558599562312,2.594117260793792,0.5488903699396037,0.4938271604938271,24.76715849997709,1.5181029266245787,1.9728245645099278,0.22668553881671416,-0.044667719058632094,0.9762929999851657,-4.938271604938277
lstm_cnn_attention,42,fold_3,2024,20,35.875312909689875,29.985855443321316,3.541240258059557,0.3363152672317263,0.4918032786885246,24.681279800017364,38.98619298641359,32.3938635224202,3.833910398743149,0.2162237697068215,0.5327868852459017,27.308851800044067,3.110880076723717,2.408008079098881,0.2926701406835921,-0.12009149752490478,2.627572000026703,4.098360655737709
lstm_cnn_attention,42,fold_4,2025,20,96.64883218570652,73.28400350405622,9.642252853863084,-2.605885478669091,0.5598290598290598,25.893988900003023,65.07600500267756,50.29705119289906,6.609474863089691,-0.634784366058011,0.5299145299145299,28.833750699996017,-31.572827183028963,-22.986952311157154,-3.0327779907733934,1.9711011126110798,2.9397617999929935,-2.991452991452992
lstm_cnn_attention,123,fold_1,2022,20,32.94993096522609,24.690060997108205,2.5043707207908708,-1.1917854839016069,0.4481327800829875,22.695594699995127,28.84072794814816,22.16466788400753,2.2515251489704524,-0.6791962822694435,0.4730290456431535,23.71162150002783,-4.1092030170779275,-2.525393113100673,-0.25284557182041834,0.5125892016321634,1.016026800032705,2.4896265560165998
lstm_cnn_attention,123,fold_2,2023,20,31.152028601226636,25.034918538552752,2.716978291101128,0.5098122798253688,0.5061728395061729,23.348037499992643,30.28774061613868,24.51255266399541,2.658150779898861,0.536634690830484,0.4979423868312757,25.143887499987613,-0.8642879850879552,-0.522365874557341,-0.058827511202267146,0.026822411005115177,1.7958499999949709,-0.8230452674897193
lstm_cnn_attention,123,fold_3,2024,20,62.322578309921006,53.84784359478562,6.385035884240027,-1.002909174257006,0.4918032786885246,25.212883099971805,38.146336370467125,31.558430016705277,3.741249516103041,0.249628898670029,0.5491803278688525,27.049506500014104,-24.17624193945388,-22.289413578080346,-2.643786368136986,1.252538072927035,1.8366234000422992,5.737704918032794
lstm_cnn_attention,123,fold_4,2025,20,54.31193280074105,42.07687798185229,5.521460293805512,-0.1386997483525403,0.5299145299145299,26.852418399997987,91.10154682376329,72.91542825779348,9.508577879095713,-2.2038355052637986,0.5256410256410257,28.31472899997607,36.78961402302224,30.838550275941188,3.9871175852902008,-2.0651357569112583,1.4623105999780819,-0.42735042735042583
lstm_cnn_attention,456,fold_1,2022,20,33.407538519632524,26.295608065632862,2.669122977548713,-1.2530871149136038,0.4273858921161825,22.91101039998466,32.94842279729344,25.685195915055964,2.604774852004881,-1.1915848458526317,0.4439834024896265,24.2656589000253,-0.45911572233908515,-0.6104121505768987,-0.06434812554383207,0.061502269060972115,1.3546485000406392,1.659751037344398
lstm_cnn_attention,456,fold_2,2023,20,29.85238590327749,23.83701530939268,2.593712179846719,0.5498597416395834,0.4732510288065844,25.147272199974395,29.05105903764519,23.36624732643489,2.5380973742924766,0.5737016030953581,0.4773662551440329,25.57309909997275,-0.8013268656323014,-0.47076798295778843,-0.05561480555424225,0.023841861455774715,0.42582689999835566,0.4115226337448541
lstm_cnn_attention,456,fold_3,2024,20,36.18382652610271,28.68418874295034,3.408473237929182,0.3248513289375326,0.5327868852459017,26.427280200005043,37.78357430212267,30.0248746758602,3.553431966423062,0.2638327196598203,0.5081967213114754,26.90973929996835,1.59974777601996,1.3406859329098602,0.1449587284938798,-0.0610186092777123,0.4824590999633074,-2.4590163934426257
lstm_cnn_attention,456,fold_4,2025,20,65.08137249874838,48.69973244832115,6.448110309244989,-0.6350540525740012,0.5213675213675214,27.910921300004706,89.35567248614502,68.07880558549851,8.985060905015887,-2.08221523885621,0.5341880341880342,28.60763510002289,24.274299987396645,19.379073137177365,2.5369505957708975,-1.447161186282209,0.6967138000181841,1.2820512820512775
lstm_cnn_attention,789,fold_1,2022,20,34.339212098116384,25.48473486894393,2.58436500747637,-1.3805081936195327,0.4605809128630705,25.318305400025565,29.75463336055341,22.961372095163437,2.33196801468689,-0.787303207195913,0.4647302904564315,24.597373600001447,-4.584578737562975,-2.5233627737804945,-0.25239699278948,0.5932049864236197,-0.7209318000241183,0.4149377593360981
lstm_cnn_attention,789,fold_2,2023,20,28.46742065742994,22.985527414117826,2.486061119339016,0.5906582900886841,0.4979423868312757,25.705462599988092,28.79640359295625,22.915540646172364,2.4797974881028475,0.581142530061626,0.48559670781893,25.001053100044373,0.32898293552630875,-0.06998676794546199,-0.006263631236168354,-0.009515760027058118,-0.7044094999437185,-1.2345679012345678
lstm_cnn_attention,789,fold_3,2024,20,59.55287236310294,53.427036266698245,6.285752565296826,-0.8288406168898061,0.4795081967213114,27.28898480004864,31.39566302821781,25.04391731383373,2.944187298662325,0.49171212473938,0.5163934426229508,28.00844569999026,-28.15720933488513,-28.383118952864514,-3.341565266634501,1.3205527416291862,0.7194608999416197,3.688524590163944
lstm_cnn_attention,789,fold_4,2025,20,85.91254164691861,65.96982372394997,8.618795502603303,-1.8492584368318603,0.5427350427350427,27.03492039995035,99.19560290640132,75.97387700201102,9.996873716218566,-2.798424957502668,0.5598290598290598,28.55601309996564,13.283061259482707,10.00405327806105,1.3780782136152627,-0.9491665206708078,1.5210927000152878,1.7094017094017144
lstm_cnn_attention,2025,fold_1,2022,20,39.584224198170766,30.97090573813409,3.1356924481334767,-2.1632484484669474,0.4605809128630705,23.131481899996288,35.03874814718057,27.08750390579096,2.744440431139548,-1.4784844080291504,0.4647302904564315,23.87890499999048,-4.545476050990196,-3.8834018323431287,-0.39125201699392864,0.684764040437797,0.7474230999941902,0.4149377593360981
lstm_cnn_attention,2025,fold_2,2023,20,29.34000361348524,23.70660712950515,2.569609870529063,0.5651794234111105,0.4979423868312757,24.033829600026365,28.902080613061774,23.293458523593333,2.52501785502096,0.5780626434772628,0.4979423868312757,24.437648500024807,-0.4379230004234671,-0.4131486059118181,-0.04459201550810299,0.012883220066152279,0.40381889999844134,0.0
lstm_cnn_attention,2025,fold_3,2024,20,35.14889074776944,27.784838334302464,3.263845628650477,0.3629204281585524,0.5,26.076362899970263,39.0114261297711,31.948657973574853,3.767990093978933,0.2152088699861734,0.5081967213114754,27.773013199970592,3.86253538200166,4.16381963927239,0.5041444653284559,-0.14771155817237902,1.6966503000003286,0.8196721311475419
lstm_cnn_attention,2025,fold_4,2025,20,57.77969633216006,45.87060607511777,6.019226937303951,-0.2887516018277114,0.5299145299145299,27.408431400021072,35.65708312610257,27.29589906156575,3.581271080393664,0.5091934668541302,0.5085470085470085,28.602915099996608,-22.122613206057487,-18.574707013552022,-2.437955856910287,0.7979450686818417,1.1944836999755353,-2.1367521367521403
