stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
window_selection,lstm_attention,full_ta_vmd,5,42,fold_3,2012,2019,2020,1875,243,44.86880500968299,34.09202807710849,3.94671108440836,0.7485389105807772,0.4444444444444444,12.074677399999928
window_selection,lstm_attention,full_ta_vmd,5,42,fold_4,2012,2020,2021,2118,241,25.528558604831648,20.7751397296106,2.164488256232897,-0.4062596848926008,0.4730290456431535,12.50140960002318
window_selection,lstm_attention,full_ta_vmd,10,42,fold_1,2012,2017,2018,1386,245,45.74027551553419,39.29496100041817,3.4318897349499258,-0.1306306183499712,0.5183673469387755,11.597318799991626
window_selection,lstm_attention,full_ta_vmd,10,42,fold_2,2012,2018,2019,1631,244,48.02109747076744,44.06530876970912,4.046140798779063,-2.7722716852175924,0.4795081967213114,12.679425899987107
window_selection,lstm_attention,full_ta_vmd,10,42,fold_3,2012,2019,2020,1875,243,61.95754157484856,46.35932565132742,5.441217800888477,0.5205203932831783,0.4362139917695473,13.858597800019195
window_selection,lstm_attention,full_ta_vmd,10,42,fold_4,2012,2020,2021,2118,241,34.28115961318823,25.73839918554075,2.678703168823663,-1.5358522507005548,0.4979253112033195,14.08376040001167
window_selection,lstm_attention,full_ta_vmd,20,42,fold_1,2012,2017,2018,1386,245,55.55344514370677,49.44457497413304,4.308783744131656,-0.6678046622549103,0.5224489795918368,14.959657600033095
window_selection,lstm_attention,full_ta_vmd,20,42,fold_2,2012,2018,2019,1631,244,52.064213919620265,45.72846697506833,4.213295215910475,-3.43422200472044,0.4877049180327868,15.382937900023537
window_selection,lstm_attention,full_ta_vmd,20,42,fold_3,2012,2019,2020,1875,243,90.13258789327908,68.35595812718144,8.11844012910554,-0.014718242074744,0.4320987654320987,14.763131799991244
window_selection,lstm_attention,full_ta_vmd,20,42,fold_4,2012,2020,2021,2118,241,40.974665271550585,31.214737115203075,3.251819305563424,-2.622795058194864,0.4979253112033195,18.32659309997689
window_selection,lstm_cnn_attention,full_ta,1,42,fold_1,2012,2017,2018,1386,245,67.99077963502565,62.97000196249631,5.481982000410469,-1.4981771526332524,0.5020408163265306,12.62041950004641
window_selection,lstm_cnn_attention,full_ta,1,42,fold_2,2012,2018,2019,1631,244,41.88763556369317,40.62544721779261,3.731280978367344,-1.8701889903861135,0.4795081967213114,14.27047180000227
window_selection,lstm_cnn_attention,full_ta,1,42,fold_3,2012,2019,2020,1875,243,39.13595642856011,28.481633744520376,3.3594535872606275,0.8086917538902665,0.4691358024691358,14.580658999970185
window_selection,lstm_cnn_attention,full_ta,1,42,fold_4,2012,2020,2021,2118,241,21.586442685924126,18.6852266408002,1.9481237755457643,-0.0054838423447234,0.4688796680497925,15.72076430002926
window_selection,lstm_cnn_attention,full_ta,3,42,fold_1,2012,2017,2018,1386,245,45.03898707671899,40.346900288883525,3.5102648461945973,-0.096226809995298,0.5061224489795918,14.287730999989437
window_selection,lstm_cnn_attention,full_ta,3,42,fold_2,2012,2018,2019,1631,244,64.89483351041751,63.535926668409296,5.82383239004141,-5.88904539632407,0.4795081967213114,15.468553900020195
window_selection,lstm_cnn_attention,full_ta,3,42,fold_3,2012,2019,2020,1875,243,39.383862200153374,28.64840662214578,3.3560343739224763,0.806260402598154,0.5020576131687243,15.814902000012808
window_selection,lstm_cnn_attention,full_ta,3,42,fold_4,2012,2020,2021,2118,241,25.893438567283702,21.15583443305302,2.204342610572668,-0.4467463394770721,0.4605809128630705,16.76157739997143
window_selection,lstm_cnn_attention,full_ta,5,42,fold_1,2012,2017,2018,1386,245,35.31075655795511,30.53509709395681,2.6589683171824867,0.3261903363034476,0.5265306122448979,14.471679500013124
window_selection,lstm_cnn_attention,full_ta,5,42,fold_2,2012,2018,2019,1631,244,42.3898710035343,39.600590861762015,3.633346886412461,-1.9394291140169813,0.4795081967213114,16.315071300021373
window_selection,lstm_cnn_attention,full_ta,5,42,fold_3,2012,2019,2020,1875,243,52.05271890574149,35.08918704527271,4.216700179864461,0.6615701784294963,0.4938271604938271,16.22141019999981
window_selection,lstm_cnn_attention,full_ta,5,42,fold_4,2012,2020,2021,2118,241,26.645564992820784,21.353080168522236,2.22543513466842,-0.5320142493022122,0.4439834024896265,18.06942680000793
window_selection,lstm_cnn_attention,full_ta,10,42,fold_1,2012,2017,2018,1386,245,41.742068590767495,36.58577650161666,3.192196554864462,0.0583898645592271,0.5224489795918368,16.59767109999666
window_selection,lstm_cnn_attention,full_ta,10,42,fold_2,2012,2018,2019,1631,244,55.620963969716826,51.906977549429655,4.764250005310883,-4.060760958544532,0.4795081967213114,17.38195710000582
window_selection,lstm_cnn_attention,full_ta,10,42,fold_3,2012,2019,2020,1875,243,79.58787444399394,58.640842348828286,6.961233631738578,0.2088194563222017,0.4650205761316872,14.896214100008365
window_selection,lstm_cnn_attention,full_ta,10,42,fold_4,2012,2020,2021,2118,241,36.95234635600512,27.78194548116184,2.893112949207191,-1.946435765698407,0.4688796680497925,15.124827600026038
window_selection,lstm_cnn_attention,full_ta,20,42,fold_1,2012,2017,2018,1386,245,63.63779132978208,56.80325883143776,4.935398120700028,-1.1885344448954602,0.5346938775510204,14.337721800024156
window_selection,lstm_cnn_attention,full_ta,20,42,fold_2,2012,2018,2019,1631,244,61.3643472788582,55.5963256795654,5.119414827971977,-5.159862806519297,0.4836065573770491,15.399899200012442
window_selection,lstm_cnn_attention,full_ta,20,42,fold_3,2012,2019,2020,1875,243,96.38643398642938,70.25902927600053,8.412593223380407,-0.1604157437611777,0.4650205761316872,14.850551799987445
window_selection,lstm_cnn_attention,full_ta,20,42,fold_4,2012,2020,2021,2118,241,48.16023333494906,39.585009208734576,4.123613089729919,-4.004838899749029,0.4937759336099585,17.752754000015557
window_selection,lstm_cnn_attention,full_ta_vmd,1,42,fold_1,2012,2017,2018,1386,245,47.46393528634437,42.82832035477794,3.722064937566352,-0.2174487166936101,0.5020408163265306,9.941541700041851
window_selection,lstm_cnn_attention,full_ta_vmd,1,42,fold_2,2012,2018,2019,1631,244,33.50836409932629,31.908241032078468,2.9324088944198587,-0.8367297188551974,0.4795081967213114,10.475756699976046
window_selection,lstm_cnn_attention,full_ta_vmd,1,42,fold_3,2012,2019,2020,1875,243,43.4488926527093,31.95890680454841,3.769028910950789,0.7642024918305613,0.4814814814814814,11.134726400021464
window_selection,lstm_cnn_attention,full_ta_vmd,1,42,fold_4,2012,2020,2021,2118,241,22.84126668690241,20.02317940832665,2.088166919592017,-0.1257794241266061,0.4688796680497925,11.72954710002523
window_selection,lstm_cnn_attention,full_ta_vmd,3,42,fold_1,2012,2017,2018,1386,245,41.64807713119068,36.7243053988194,3.1926655517949696,0.0626255755155751,0.5102040816326531,11.12587240000721
window_selection,lstm_cnn_attention,full_ta_vmd,3,42,fold_2,2012,2018,2019,1631,244,43.81059551700538,41.81442011061248,3.8366998458281167,-2.1397647880856083,0.4795081967213114,11.345178299990948
window_selection,lstm_cnn_attention,full_ta_vmd,3,42,fold_3,2012,2019,2020,1875,243,56.05493083521336,43.63196976541035,5.032192948162757,0.6075273221275708,0.5308641975308642,13.407127500046045
window_selection,lstm_cnn_attention,full_ta_vmd,3,42,fold_4,2012,2020,2021,2118,241,24.0882957929608,19.754240233967398,2.05720831024673,-0.2520598486732215,0.4730290456431535,12.83173470001202
window_selection,lstm_cnn_attention,full_ta_vmd,5,42,fold_1,2012,2017,2018,1386,245,36.26814777537786,31.314783692700527,2.7289782090622445,0.2891565875970697,0.5306122448979592,11.602735699969344
window_selection,lstm_cnn_attention,full_ta_vmd,5,42,fold_2,2012,2018,2019,1631,244,39.76324623780541,36.58939410751213,3.3543891468191247,-1.5864403485847531,0.4795081967213114,12.253927499987183
window_selection,lstm_cnn_attention,full_ta_vmd,5,42,fold_3,2012,2019,2020,1875,243,67.5726508040877,49.6228524245288,5.789311037256288,0.4296733063559437,0.4979423868312757,13.369815399986692
window_selection,lstm_cnn_attention,full_ta_vmd,5,42,fold_4,2012,2020,2021,2118,241,24.91137015537385,19.968313252500465,2.08278610858039,-0.339085068962077,0.4481327800829875,14.549440600036178
window_selection,lstm_cnn_attention,full_ta_vmd,10,42,fold_1,2012,2017,2018,1386,245,48.75051763222086,43.00421656881547,3.749611495711836,-0.2843448618298929,0.5224489795918368,12.571167099988088
window_selection,lstm_cnn_attention,full_ta_vmd,10,42,fold_2,2012,2018,2019,1631,244,30.20755050859377,24.85291651928024,2.282252094233044,-0.4926906830919477,0.5040983606557377,13.583902499987744
window_selection,lstm_cnn_attention,full_ta_vmd,10,42,fold_3,2012,2019,2020,1875,243,91.89805511881151,69.18116413593314,8.279423267775577,-0.0548590352058344,0.4609053497942387,14.756877599982545
window_selection,lstm_cnn_attention,full_ta_vmd,10,42,fold_4,2012,2020,2021,2118,241,38.8530115166301,29.45751459190953,3.0656392294654013,-2.2573341422666124,0.4730290456431535,16.175287000020035
window_selection,lstm_cnn_attention,full_ta_vmd,20,42,fold_1,2012,2017,2018,1386,245,70.37044463471642,64.38440988935743,5.613914991207606,-1.6761088857671838,0.5224489795918368,11.48733989999164
window_selection,lstm_cnn_attention,full_ta_vmd,20,42,fold_2,2012,2018,2019,1631,244,60.70955045405413,53.80436777452451,4.949653872300646,-5.029104834061983,0.4795081967213114,12.520079299982172
window_selection,lstm_cnn_attention,full_ta_vmd,20,42,fold_3,2012,2019,2020,1875,243,92.12578866730776,65.36717449158209,7.776228224373506,-0.0600936279341328,0.4650205761316872,12.239018300024329
window_selection,lstm_cnn_attention,full_ta_vmd,20,42,fold_4,2012,2020,2021,2118,241,45.21360553472258,35.99173700518626,3.748234012000105,-3.411143841511455,0.4979253112033195,15.05432130000554
