fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,9.340160837652352,7.50961170210383,0.7630649208278838,0.8238844359867882,0.5435684647302904,14.84440679999534
fold_2,2012,2022,2023,2600,243,11.62503278670176,9.115666660222491,0.9804697441369722,0.93173813737596,0.51440329218107,13.808871799963526
fold_3,2012,2023,2024,2843,244,13.126598210035292,10.531412939888552,1.2214102664452169,0.9111464434014845,0.4959016393442623,14.726345199975185
fold_4,2012,2024,2025,3087,234,21.634010821526832,17.20840160688783,2.188442518436733,0.8193271924681866,0.5598290598290598,15.840609700011555
