seed,rmse,mae,mape,r2,direction_accuracy
42,48.130272774660604,39.69975786996334,4.692049188023823,-0.9135267722512259,0.494944688208185
123,44.9296603731824,36.80751581286279,4.404156046437395,-0.32660546298086457,0.5020119619726411
456,44.9649770598924,37.408899840441904,4.4024675452389985,-0.650621121005863,0.4937236623781001
789,53.012354631768176,44.68781268013655,5.248808242637352,-1.66350691970087,0.48855823243478275
2025,42.34331496949778,35.37602766986415,4.11116669014501,-0.7078564220112167,0.49378030749007024
