rmse_mean,rmse_std,mae_mean,mae_std,mape_mean,mape_std,r2_mean,r2_std,direction_accuracy_mean,direction_accuracy_std
46.67611596180027,4.093096640158868,38.79600277465375,3.643643845772241,4.571729542496516,0.4306277465942761,-0.8524233395900079,0.49992458727639655,0.49460377049675586,0.004821792662278566
