fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,7.017210170194275,5.414298394547462,0.5502366122581844,0.9005927644498376,0.5103734439834025
fold_2,2012,2022,2023,2600,243,7.534193113199102,5.648946658789865,0.6110533323582789,0.9713276521438667,0.5185185185185185
fold_3,2012,2023,2024,2843,244,7.397096296910563,5.693894543256917,0.6600410260810542,0.9717841604637947,0.5
fold_4,2012,2024,2025,3087,234,22.455391491755673,16.1318890746027,2.132312885905404,0.8053475070796664,0.5384615384615384
