fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,17.524772422743297,14.00779723632384,1.4195158065487115,0.3799969840745635,0.4896265560165975,16.892918500001542
fold_2,2012,2022,2023,2600,243,24.534802974652546,19.984176914544772,2.1776444786826015,0.6959430665665339,0.5267489711934157,17.375161800009664
fold_3,2012,2023,2024,2843,244,21.167370983869503,17.70073330787364,2.0601984211418682,0.7689509034398114,0.5122950819672131,16.811063000001013
fold_4,2012,2024,2025,3087,234,50.695502514901044,37.42828467966147,4.946754623145851,0.007895150136006723,0.5512820512820513,17.55093810003018
