fit_id,scope,regime,seed,features,feature_hash,training_sequences,fit_seconds,inference_seconds,trainable_parameters,arm_reference_count
e3bca2228e072ec8,global,global,456,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,2823,25.788908600006835,0.7046711000002688,12865,3
1662c7f899c10629,global,bull,1574850040,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,2823,22.454236300007324,0.7087966999970376,12865,1
3d3a62fb0fc63d91,global,sideway,376207022,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,2823,21.764169599991874,0.9231574000004912,12865,1
4864033066cfe948,global,bear,518123612,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,2823,22.18975859999773,0.9444055999920238,12865,1
9c902a900dff1a5f,regime,bull,1574850040,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,1016,11.968926299989107,0.8028593000053661,12865,1
ee23cc6f475eef16,regime,sideway,376207022,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,991,12.700762499996927,0.886564799991902,12865,3
c92fadb76415b4b7,regime,bear,518123612,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,816,10.659759899994242,0.8208863999898313,12865,1
77e8242fff3c7c5c,regime,bull,1574850040,30,834d1e1f08392962409a468e4fdae8502fe8638e073183aebbdba5131f23b9c5,1016,12.799531100012246,0.8854073000111384,6977,1
33c236d4a9a7b3a9,regime,bear,518123612,80,3034bb44ef0fa18ea49b08e084cf6672fd5fcb2627e8c5fb230ab20b267caba1,816,11.957655500009423,1.4775393000018084,10177,1
1b4a5d91afcf53de,regime,bull,1574850040,30,a1b9f7ead332a02910a8d37cb3752a111385bcc0b64732a2fe41aa1b2ee40373,1016,15.182971799993538,1.0390987999999197,6977,1
3d6e305978b81958,regime,bear,518123612,80,2d219eb3b9d856056e5f2c4cf90b12cdae9574f9a997f641ca3098c3d3f5527d,816,13.77284440000949,1.071846300008474,10177,1
