fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,20.60250933166251,15.675492957182437,1.5928355804053582,0.14310172751756334,0.4730290456431535,16.040498899994418
fold_2,2012,2022,2023,2600,243,20.921092709437076,16.650829608567953,1.8011851399387484,0.7789154012956825,0.5349794238683128,16.805509899975732
fold_3,2012,2023,2024,2843,244,25.20085569498921,20.079814706610875,2.3584372968225815,0.6725077651764466,0.5122950819672131,17.620574600005057
fold_4,2012,2024,2025,3087,234,19.471642266588834,15.25711299296628,1.9417097756926436,0.8536395041280005,0.5128205128205128,19.076929899980314
