fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,6.8655069386132155,5.357007187159298,0.5441950207359039,0.904844422562936,0.4854771784232365
fold_2,2012,2022,2023,2600,243,7.911161664619955,6.034733432129265,0.653093894067511,0.9683866674059114,0.4567901234567901
fold_3,2012,2023,2024,2843,244,7.523442521789518,5.738599156198349,0.6661317206825784,0.9708120464388135,0.5450819672131147
fold_4,2012,2024,2025,3087,234,25.34747932332763,17.17565286558709,2.2829980304156265,0.7519791092233356,0.5427350427350427
