fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,9.745614600063792,7.768011825569435,0.7899995768659227,0.8082623086769235,0.5477178423236515,9.743335000006482
fold_2,2012,2022,2023,2600,243,15.360817447951282,12.652948387660132,1.3740393454102082,0.8808158736232538,0.51440329218107,8.438930900010746
fold_3,2012,2023,2024,2843,244,15.921389143447062,13.509253323312697,1.566263638579233,0.869282917407121,0.48770491803278687,9.141706799971871
fold_4,2012,2024,2025,3087,234,29.691097499687835,22.761083896353725,2.9818287987393295,0.6596927431403656,0.5341880341880342,9.382995799998753
