path,classification,tracked_in_current_index,history_commit_count,history_first_seen,history_last_seen,public_release_disposition
data-prepared/SET50_aligned.csv,restricted_market_rows,True,1,267258023432366ec13c680408424a692c9805cc|2026-06-24T16:25:00+07:00,267258023432366ec13c680408424a692c9805cc|2026-06-24T16:25:00+07:00,use_clean_public_package_and_review_history
data-prepared/SET50_days.csv,restricted_market_rows,True,1,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,use_clean_public_package_and_review_history
data-prepared/SET50_months.csv,restricted_market_rows,True,1,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,use_clean_public_package_and_review_history
data-prepared/SET50_weeks.csv,restricted_market_rows,True,1,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,use_clean_public_package_and_review_history
data-raw/SET50_days.csv,restricted_market_rows,True,1,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,use_clean_public_package_and_review_history
data-raw/SET50_months.csv,restricted_market_rows,True,1,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,use_clean_public_package_and_review_history
data-raw/SET50_weeks.csv,restricted_market_rows,True,1,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,4b148507a171a73a12dd3dfcebf645b44ab579f9|2026-06-22T18:05:02+07:00,use_clean_public_package_and_review_history
