license_id,scope,status,evidence_status,evidence_location,research_use_allowed,derived_results_publication_allowed,raw_redistribution_allowed,public_artifact_policy
public_provider_historical_download_access_v1,SET50 and SET100 market data used in this study,publicly_accessible_provider_download,verified_public_provider_pages,provider_historical_pages_and_terms_urls,True,True,False,code_metadata_checksums_nonreconstructive_results_only
