fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,13.067694020868363,10.405146728907377,1.0568352170887336,0.6552637587078541,0.4896265560165975,9.743092800024897
fold_2,2012,2022,2023,2600,243,17.64902492661649,14.71246293534959,1.5984751116063223,0.8426628806259888,0.5267489711934157,9.780602199956775
fold_3,2012,2023,2024,2843,244,19.814900319058015,16.89352646741714,1.9713925213409083,0.7975330149936685,0.4918032786885246,10.431912500003818
fold_4,2012,2024,2025,3087,234,23.762845963619426,17.58511958370862,2.2939837374664642,0.7820205192720187,0.5512820512820513,11.040035400015768
