comparison_id,control_arm,treatment_arm,pairs,unique_articles,control_accuracy_x,leader_accuracy,accuracy_delta_pp,accuracy_delta_pp_ci95_lower,accuracy_delta_pp_ci95_upper,control_macro_f1_x,leader_macro_f1,macro_f1_delta,macro_f1_delta_ci95_lower,macro_f1_delta_ci95_upper,leader_correct_control_wrong,control_correct_leader_wrong,discordant_pairs,mcnemar_exact_pvalue,mcnemar_unit,cluster_sign_flip_pvalue,cluster_sign_flip_mode,cluster_sign_flip_iterations,primary_inference_unit,bootstrap_iterations,bootstrap_random_seed,bootstrap_unit,holm_adjusted_pvalue,models_in_family,control_pairs,control_accuracy_y,control_macro_f1_y,control_weighted_f1,control_mcc,control_log_loss,control_multiclass_brier_score,control_mean_confidence,leader_weighted_f1,leader_mcc,leader_log_loss,leader_multiclass_brier_score
leader_minus_self_consistency_3,self_consistency_3,leader,1333,738,0.7066766691672918,0.7659414853713429,5.926481620405111,3.4909646293948873,8.487119215942714,0.6273312819411586,0.7025319333628998,0.07520065142174115,0.05117614902393159,0.10072040527576409,144,65,209,4.7849098515956937e-08,article_ticker_pair_supplementary,1.999960000799984e-05,monte_carlo,50000,article_id,5000,42,article_id,3.999920001599968e-05,2,1333,0.7066766691672918,0.6273312819411586,0.6828887610717378,0.5612299155262428,0.6336546102350881,0.39000364724514464,0.8032730682670631,0.7696583562069895,0.6190105360497348,0.5933044040641394,0.34825533083270815
leader_minus_self_consistency_4,self_consistency_4,leader,1333,738,0.705926481620405,0.7659414853713429,6.001500375093782,3.613369897178423,8.477244869253026,0.6262780810891783,0.7025319333628998,0.0762538522737215,0.0517795375495972,0.10217233443081505,144,64,208,2.9411931118945763e-08,article_ticker_pair_supplementary,1.999960000799984e-05,monte_carlo,50000,article_id,5000,42,article_id,3.999920001599968e-05,2,1333,0.705926481620405,0.6262780810891783,0.682585384760345,0.5602755676298513,0.6301788226691194,0.3885142465303826,0.8025997749437329,0.7696583562069895,0.6190105360497348,0.5933044040641394,0.34825533083270815
