stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
window_selection,lstm_attention,full_ta_vmd,5,42,fold_1,2012,2017,2018,1386,245,39.063762268199795,34.23081359117858,2.986607076430716,0.17534684209124984,0.5346938775510204,10.741754300019238
window_selection,lstm_attention,full_ta_vmd,5,42,fold_2,2012,2018,2019,1631,244,44.467975082880244,41.88423581740636,3.8390890157035167,-2.2346962773824774,0.47950819672131145,11.06083769997349
window_selection,lstm_attention,full_ta_vmd,5,42,fold_3,2012,2019,2020,1875,243,44.86880500968299,34.09202807710849,3.9467110844083595,0.7485389105807772,0.4444444444444444,12.074677399999928
window_selection,lstm_attention,full_ta_vmd,5,42,fold_4,2012,2020,2021,2118,241,25.528558604831648,20.7751397296106,2.1644882562328975,-0.4062596848926008,0.4730290456431535,12.50140960002318
