inner_fold,validation_year,seed,variant,training_sequences,trainable_parameters,fit_seconds,inference_seconds,final_training_loss,observations,balanced_accuracy,direction_accuracy,mcc,binary_crossentropy,brier_score
inner_2020,2020,2025,direct_numeric_lstm,225,9041,2.901370499996119,0.3550836999929743,0.49095743894577026,243,0.4995254237288136,0.48559670781893005,-0.003728233284529101,0.9536019108567216,0.3453745882992147
inner_2020,2020,2025,concat_lstm,225,9553,2.7755386999924667,0.35841840000648517,0.48275992274284363,243,0.5,0.48559670781893005,0.0,0.9050203782801268,0.33387487127554266
inner_2020,2020,2025,bounded_residual,225,9347,3.9818880000093486,0.02993900000001304,0.6512778997421265,243,0.4985762711864407,0.48559670781893005,-0.006568355759289042,0.9021585607918339,0.3308629585884133
inner_2020,2020,2025,random_control_fcg,225,9347,4.421428999994532,0.05291379999835044,0.7387085556983948,243,0.4943389830508475,0.48148148148148145,-0.025146923859675777,0.8629789030545617,0.318478820742835
inner_2020,2020,2025,matched_control_fcg,225,9347,4.435141099995235,0.05426910000096541,0.7370451092720032,243,0.5028135593220339,0.4897119341563786,0.013528253950894227,0.8882596205394468,0.3252131327673508
