model,fold,test_year,arm,base_seed,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,ablation
pit_dern,fold_2,2023,Global-Numeric,2025,243,25.668353733525873,20.270866739124116,2.1890881140988587,0.6671981032009167,0.4669421487603306,0.46875,-0.06253214855415516,1.0,242,1,0,56,72,57,57,0.5330578512396694,encoder_only
pit_dern,fold_2,2023,Global-Numeric,2025,243,8.951333859316902,7.080227222502367,0.7638345843282968,0.9595270116156747,0.4669421487603306,0.4682702850877193,-0.06343118072330307,1.0,242,1,0,57,71,58,56,0.5247933884297521,standard_retrieval
pit_dern,fold_2,2023,Global-Numeric,2025,243,7.599183859405742,5.763348043537621,0.6223045333103547,0.9708308572361608,0.4628099173553719,0.4643640350877193,-0.0712719298245614,1.0,242,1,0,56,72,58,56,0.5289256198347108,dual_evidence
pit_dern,fold_2,2023,Global-Numeric,2025,243,25.063906205434154,19.74596225875092,2.1309340962842143,0.6826874312021756,0.4669421487603306,0.46875,-0.06253214855415516,1.0,242,1,0,56,72,57,57,0.5330578512396694,pit_dern
pit_dern,fold_2,2023,Global-Numeric,2025,243,25.52820042639794,20.159573328636125,2.176996790515868,0.6708224841833846,0.4669421487603306,0.46875,-0.06253214855415516,1.0,242,1,0,56,72,57,57,0.5330578512396694,shuffled_retrieval_control
pit_dern,fold_2,2023,Global-Numeric-News,2025,243,22.78558987466167,18.11449758654789,1.9446399400114445,0.7377531297825324,0.5371900826446281,0.5389939692982456,0.07798793859649122,1.0,242,1,0,65,63,49,65,0.5289256198347108,encoder_only
pit_dern,fold_2,2023,Global-Numeric-News,2025,243,8.957824032867036,6.994480635865776,0.7564779760995278,0.9594683003778088,0.5371900826446281,0.5385142543859649,0.0769652409922431,1.0,242,1,0,66,62,50,64,0.5206611570247934,standard_retrieval
pit_dern,fold_2,2023,Global-Numeric-News,2025,243,7.562734894493024,5.765715553521377,0.6236023379891639,0.9711100017689401,0.5454545454545454,0.5468064692982456,0.09353604910623137,1.0,242,1,0,67,61,49,65,0.5206611570247934,dual_evidence
pit_dern,fold_2,2023,Global-Numeric-News,2025,243,21.7223476175966,17.30643976199302,1.856604141913951,0.7616565177133097,0.5371900826446281,0.5389939692982456,0.07798793859649122,1.0,242,1,0,65,63,49,65,0.5289256198347108,pit_dern
pit_dern,fold_2,2023,Global-Numeric-News,2025,243,22.64050001536327,18.001588663467885,1.9324555583593588,0.7410822706888008,0.5371900826446281,0.5389939692982456,0.07798793859649122,1.0,242,1,0,65,63,49,65,0.5289256198347108,shuffled_retrieval_control
pit_dern,fold_2,2023,Regime-SHAP-Numeric,2025,243,20.377011778614282,16.019875131361946,1.7285456824743675,0.7902650752393573,0.5165289256198347,0.5189830043859649,0.03803253004418363,1.0,242,1,0,61,67,50,64,0.5413223140495868,encoder_only
pit_dern,fold_2,2023,Regime-SHAP-Numeric,2025,243,8.848417020630016,6.847823094313327,0.7394357674328569,0.9604523277251046,0.49586776859504134,0.4999314692982456,-0.00013820265054722812,1.0,242,1,0,55,73,49,65,0.5702479338842975,standard_retrieval
pit_dern,fold_2,2023,Regime-SHAP-Numeric,2025,243,7.590586987391954,5.824361915333054,0.6285057215950455,0.9708968173573572,0.5,0.5043174342105263,0.00871740297065666,1.0,242,1,0,55,73,48,66,0.5743801652892562,dual_evidence
pit_dern,fold_2,2023,Regime-SHAP-Numeric,2025,243,20.00898751982296,15.721853147137784,1.6965181000950142,0.7977726046409896,0.5165289256198347,0.5189830043859649,0.03803253004418363,1.0,242,1,0,61,67,50,64,0.5413223140495868,pit_dern
pit_dern,fold_2,2023,Regime-SHAP-Numeric,2025,243,20.24954550402244,15.923272505094445,1.718092810988038,0.7928808182658027,0.5165289256198347,0.5189830043859649,0.03803253004418363,1.0,242,1,0,61,67,50,64,0.5413223140495868,shuffled_retrieval_control
pit_dern,fold_2,2023,Regime-SHAP-Numeric-News,2025,243,21.272140978580982,16.974358839103832,1.839307436777435,0.7714337164779282,0.47520661157024796,0.4823190789473684,-0.03644039881061585,1.0,242,1,0,46,82,45,69,0.6239669421487604,encoder_only
pit_dern,fold_2,2023,Regime-SHAP-Numeric-News,2025,243,9.021324955197832,7.129328858463266,0.7658953047238639,0.95889161501796,0.4793388429752066,0.4828673245614035,-0.034473883291608144,1.0,242,1,0,54,74,52,62,0.5619834710743802,standard_retrieval
pit_dern,fold_2,2023,Regime-SHAP-Numeric-News,2025,243,7.752809862053395,5.9922661797201515,0.6455891393869381,0.9696395623539442,0.45454545454545453,0.4575109649122807,-0.08532965657629152,1.0,242,1,0,52,76,56,58,0.5537190082644629,dual_evidence
pit_dern,fold_2,2023,Regime-SHAP-Numeric-News,2025,243,20.774877719100054,16.643120002920796,1.802767943582735,0.7819948696644061,0.47520661157024796,0.4823190789473684,-0.03644039881061585,1.0,242,1,0,46,82,45,69,0.6239669421487604,pit_dern
pit_dern,fold_2,2023,Regime-SHAP-Numeric-News,2025,243,21.160532928440468,16.889090493273606,1.830077327967692,0.7738258514605654,0.47520661157024796,0.4823190789473684,-0.03644039881061585,1.0,242,1,0,46,82,45,69,0.6239669421487604,shuffled_retrieval_control
