fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,32.890424800265805,25.487932843172697,2.585048035016677,-1.1838760908322579,0.45643153526970953
fold_2,2012,2022,2023,2600,243,26.097994297991114,21.02928299754736,2.2707861620206824,0.6559638924228512,0.5390946502057613
fold_3,2012,2023,2024,2843,244,32.33786615918766,23.87615204437837,2.8338089152861397,0.46074627922703104,0.5368852459016393
fold_4,2012,2024,2025,3087,234,29.178579218923094,23.078162484540908,2.976019448039076,0.6713398945060673,0.5085470085470085
