stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
window_selection,lstm_cnn_attention,full_ta,1,42,fold_1,2012,2017,2018,1386,245,67.99077963502565,62.97000196249631,5.481982000410469,-1.4981771526332524,0.5020408163265306,12.62041950004641
window_selection,lstm_cnn_attention,full_ta,1,42,fold_2,2012,2018,2019,1631,244,41.88763556369317,40.62544721779261,3.731280978367344,-1.8701889903861137,0.47950819672131145,14.27047180000227
window_selection,lstm_cnn_attention,full_ta,1,42,fold_3,2012,2019,2020,1875,243,39.13595642856011,28.481633744520376,3.3594535872606275,0.8086917538902665,0.4691358024691358,14.580658999970183
window_selection,lstm_cnn_attention,full_ta,1,42,fold_4,2012,2020,2021,2118,241,21.586442685924126,18.685226640800202,1.9481237755457643,-0.005483842344723433,0.46887966804979253,15.72076430002926
