stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds
window_selection,lstm,full_ta,3,42,fold_1,2012,2017,2018,1385,245,58.85068216689143,55.41702610618715,4.841696073329276,-0.8716566967260435,0.5020408163265306,0.5,0.0,1.0,245,0,0,123,0,122,0,0.0,4.969237400000566
window_selection,lstm,full_ta,3,42,fold_2,2012,2018,2019,1630,244,55.47644854489625,54.01662443616335,4.950743316146985,-4.034497195614394,0.47950819672131145,0.5,0.0,1.0,244,0,0,0,127,0,117,1.0,5.353151099996467
window_selection,lstm,full_ta,3,42,fold_3,2012,2019,2020,1874,243,28.092141229852587,18.758440284726074,2.18830382034909,0.9014284756503367,0.4628099173553719,0.4645297977036632,-0.07162906701794619,1.0,242,1,0,49,75,55,63,0.5702479338842975,5.551615700002003
window_selection,lstm,full_ta,3,42,fold_4,2012,2020,2021,2117,240,17.164244204831018,11.667458474496986,1.2198087545690037,0.35762922085947324,0.49166666666666664,0.5026130583234618,0.005627915619816909,1.0,240,0,0,78,35,87,40,0.3125,6.605208799999673
