model,fold,arm,test_year,seeds_averaged,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
lstm_cnn_attention,fold_2,Global-All,2023,5,243,28.830151407455833,23.0743408571683,2.4998070668751553,0.5801601985573946,0.49173553719008267,0.5008223684210527,0.00172948270295839,1.0,242,1,0,44,84,39,75,0.6570247933884298
lstm_cnn_attention,fold_2,Global3-All,2023,5,243,28.263473455591473,22.527282986282497,2.4427383840333605,0.5965025179604077,0.5082644628099173,0.5188459429824561,0.040394100746327155,1.0,242,1,0,43,85,34,80,0.6818181818181818
lstm_cnn_attention,fold_2,Global-SHAP,2023,5,243,28.830151407455833,23.0743408571683,2.4998070668751553,0.5801601985573946,0.49173553719008267,0.5008223684210527,0.00172948270295839,1.0,242,1,0,44,84,39,75,0.6570247933884298
lstm_cnn_attention,fold_2,Global-Spearman,2023,5,243,28.830151407455833,23.0743408571683,2.4998070668751553,0.5801601985573946,0.49173553719008267,0.5008223684210527,0.00172948270295839,1.0,242,1,0,44,84,39,75,0.6570247933884298
lstm_cnn_attention,fold_2,Regime-All,2023,5,243,19.28487072394282,14.92131404367297,1.6128479718473148,0.8121447981747386,0.5371900826446281,0.5361156798245614,0.07217203203365144,1.0,242,1,0,71,57,55,59,0.4793388429752066
lstm_cnn_attention,fold_2,Regime-SHAP,2023,5,243,21.19658934381657,15.625209030594823,1.6944495939660673,0.7730544174951588,0.5495867768595041,0.5435169956140351,0.088966363766439,1.0,242,1,0,83,45,64,50,0.3925619834710744
lstm_cnn_attention,fold_2,Regime-Spearman,2023,5,243,24.78756323082572,18.711652564776763,2.00761168926334,0.6896459395717827,0.5206611570247934,0.5128152412280702,0.02659576551084344,1.0,242,1,0,83,45,71,43,0.36363636363636365
lstm_cnn_attention,fold_3,Global-All,2024,5,244,35.81752459274996,28.757085257635772,3.4020776188021484,0.33845168532522263,0.5163934426229508,0.5327410996702335,0.1078762862869492,1.0,244,0,0,17,110,8,109,0.8975409836065574
lstm_cnn_attention,fold_3,Global3-All,2024,5,244,40.57932060536132,33.47225846517675,3.9680804895411663,0.15085867886078952,0.5286885245901639,0.5469075980887005,0.2015301585489144,1.0,244,0,0,13,114,1,116,0.9426229508196722
lstm_cnn_attention,fold_3,Global-SHAP,2024,5,244,35.81752459274996,28.757085257635772,3.4020776188021484,0.33845168532522263,0.5163934426229508,0.5327410996702335,0.1078762862869492,1.0,244,0,0,17,110,8,109,0.8975409836065574
lstm_cnn_attention,fold_3,Global-Spearman,2024,5,244,35.81752459274996,28.757085257635772,3.4020776188021484,0.33845168532522263,0.5163934426229508,0.5327410996702335,0.1078762862869492,1.0,244,0,0,17,110,8,109,0.8975409836065574
lstm_cnn_attention,fold_3,Regime-All,2024,5,244,21.25213790980945,16.291840050511688,1.9145828712797717,0.7670966781423505,0.5204918032786885,0.5292751867555017,0.0646696956580147,1.0,244,0,0,40,87,30,87,0.7131147540983607
lstm_cnn_attention,fold_3,Regime-SHAP,2024,5,244,20.006143870048767,15.991909631580606,1.8723045712776005,0.7936059338514999,0.4959016393442623,0.5012786863180564,0.0026479342076392333,1.0,244,0,0,47,80,43,74,0.6311475409836066
lstm_cnn_attention,fold_3,Regime-Spearman,2024,5,244,21.91028241815889,16.74205499887858,1.964821215998828,0.7524480321599156,0.5081967213114754,0.5161181775355004,0.03490331992710259,1.0,244,0,0,41,86,34,83,0.6926229508196722
lstm_cnn_attention,fold_4,Global-All,2025,5,234,89.51949597934073,69.15870497155396,9.099795852559536,-2.0935273834038046,0.5384615384615384,0.5478070175438596,0.13909580152198056,1.0,234,0,0,22,98,10,104,0.8632478632478633
lstm_cnn_attention,fold_4,Global3-All,2025,5,234,86.07799543063815,68.06097165596421,8.946952103529329,-1.860243434373937,0.5042735042735043,0.5157894736842106,0.07156053649930441,1.0,234,0,0,8,112,4,110,0.9487179487179487
lstm_cnn_attention,fold_4,Global-SHAP,2025,5,234,89.51949597934073,69.15870497155396,9.099795852559536,-2.0935273834038046,0.5384615384615384,0.5478070175438596,0.13909580152198056,1.0,234,0,0,22,98,10,104,0.8632478632478633
lstm_cnn_attention,fold_4,Global-Spearman,2025,5,234,89.51949597934073,69.15870497155396,9.099795852559536,-2.0935273834038046,0.5384615384615384,0.5478070175438596,0.13909580152198056,1.0,234,0,0,22,98,10,104,0.8632478632478633
lstm_cnn_attention,fold_4,Regime-All,2025,5,234,26.65877952420851,21.805542868080323,2.794426712001655,0.7256536201027568,0.5213675213675214,0.5271929824561403,0.06098393434075911,1.0,234,0,0,36,84,28,86,0.7264957264957265
lstm_cnn_attention,fold_4,Regime-SHAP,2025,5,234,28.52476716760799,23.26376529282308,2.9693249410625184,0.6859036248571199,0.5170940170940171,0.5234649122807018,0.05401905086639038,1.0,234,0,0,33,87,26,88,0.7478632478632479
lstm_cnn_attention,fold_4,Regime-Spearman,2025,5,234,33.2002997436803,27.368613664633717,3.5262571297581378,0.5744969108647038,0.5170940170940171,0.5241228070175439,0.057613421113636085,1.0,234,0,0,30,90,23,91,0.7735042735042735
