model,fold,arm,test_year,seeds_averaged,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
lstm_cnn,fold_2,Global-SHAP,2023,5,243,21.8925082682786,17.661297735877483,1.9017103586124322,0.757907794797738,0.5454545454545454,0.5458470394736843,0.09154363737115015,1.0,242,1,0,69,59,51,63,0.5041322314049587
lstm_cnn,fold_2,Global-Spearman,2023,5,243,21.8925082682786,17.661297735877483,1.9017103586124322,0.757907794797738,0.5454545454545454,0.5458470394736843,0.09154363737115015,1.0,242,1,0,69,59,51,63,0.5041322314049587
lstm_cnn,fold_2,Regime-All,2023,5,243,18.352174311096768,14.15339587720627,1.523192981607926,0.8298763026816923,0.5578512396694215,0.5566063596491229,0.11316232241349534,1.0,242,1,0,74,54,53,61,0.47520661157024796
lstm_cnn,fold_2,Regime-SHAP,2023,5,243,17.39413420496734,13.264318349139664,1.4343239165531645,0.8471746515308889,0.5702479338842975,0.567845394736842,0.1360267968956272,1.0,242,1,0,78,50,54,60,0.45454545454545453
lstm_cnn,fold_2,Regime-Spearman,2023,5,243,16.431936101905926,12.865458455819642,1.3846370562218255,0.8636148026459335,0.5743801652892562,0.5722313596491229,0.1447158363414063,1.0,242,1,0,78,50,53,61,0.45867768595041325
lstm_cnn,fold_3,Global-All,2024,5,244,25.138068867846545,20.546615275445564,2.420509952249208,0.674137597407474,0.5122950819672131,0.5291405881957063,0.10165652809401098,1.0,244,0,0,15,112,7,110,0.9098360655737705
lstm_cnn,fold_3,Global3-All,2024,5,244,24.18626765795461,19.457161503144327,2.2880448447307695,0.6983466579520538,0.5,0.5163200753751934,0.053771838488355976,1.0,244,0,0,15,112,10,107,0.8975409836065574
lstm_cnn,fold_3,Global-SHAP,2024,5,244,25.138068867846545,20.546615275445564,2.420509952249208,0.674137597407474,0.5122950819672131,0.5291405881957063,0.10165652809401098,1.0,244,0,0,15,112,7,110,0.9098360655737705
lstm_cnn,fold_3,Global-Spearman,2024,5,244,25.138068867846545,20.546615275445564,2.420509952249208,0.674137597407474,0.5122950819672131,0.5291405881957063,0.10165652809401098,1.0,244,0,0,15,112,7,110,0.9098360655737705
lstm_cnn,fold_3,Regime-All,2024,5,244,20.171688038274013,15.198461200591012,1.788130318950114,0.7901761179032719,0.5163934426229508,0.5266841644794401,0.061572662501882446,1.0,244,0,0,35,92,26,91,0.75
