model,fold,test_year,base_seed,arm,window,models_in_arm,unique_fits_executed_when_reached,identical_fits_reused_when_reached,conceptual_fit_seconds,conceptual_inference_seconds,conceptual_trainable_parameters,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
lstm,fold_2,2023,123,Regime-All,5,3,3,0,12.422531499993056,1.2207507000130136,27123,243,12.857705781095436,9.98192590544744,1.0770559173173102,0.9164941830733768,0.5495867768595041,0.5540707236842105,0.1091750943467953,1.0,242,1,0,61,67,42,72,0.5743801652892562
lstm,fold_2,2023,123,Regime-SHAP,5,3,2,1,12.379180500007353,1.1625306000059936,18547,243,12.520699414629068,9.96150572761096,1.0694954829846968,0.9208142671000624,0.5165289256198347,0.5175438596491229,0.0350481107975213,1.0,242,1,0,64,64,53,61,0.5165289256198347
lstm,fold_2,2023,123,Regime-Spearman,5,3,2,1,12.85540369998489,1.2487933999946108,18547,243,12.829059016126044,10.244743019759415,1.0974590487805609,0.9168658678345036,0.5247933884297521,0.5267955043859649,0.0536185747470935,1.0,242,1,0,63,65,50,64,0.5330578512396694
lstm,fold_2,2023,2025,Global-All,5,1,1,0,7.48205649999727,0.4873672999965492,9041,243,12.636924703234287,9.987611317124388,1.0779446648176043,0.9193373367370674,0.5289256198347108,0.5350191885964912,0.0714630324269476,1.0,242,1,0,55,73,41,73,0.6033057851239669
lstm,fold_2,2023,2025,Global3-All,5,3,3,0,22.067018999994616,1.4714667000080226,27123,243,12.59871085365631,10.288760191697644,1.1051146750646546,0.9198244442166126,0.5413223140495868,0.5467379385964912,0.0949011212895416,1.0,242,1,0,58,70,41,73,0.5909090909090909
lstm,fold_2,2023,2025,Global-SHAP,5,1,0,1,7.48205649999727,0.4873672999965492,9041,243,12.636924703234287,9.987611317124388,1.0779446648176043,0.9193373367370674,0.5289256198347108,0.5350191885964912,0.0714630324269476,1.0,242,1,0,55,73,41,73,0.6033057851239669
lstm,fold_2,2023,2025,Global-Spearman,5,1,0,1,7.48205649999727,0.4873672999965492,9041,243,12.636924703234287,9.987611317124388,1.0779446648176043,0.9193373367370674,0.5289256198347108,0.5350191885964912,0.0714630324269476,1.0,242,1,0,55,73,41,73,0.6033057851239669
lstm,fold_2,2023,2025,Regime-All,5,3,3,0,14.026713699990069,1.4464702999975998,27123,243,12.10010302063298,9.776553187919736,1.050010277298266,0.9260449393676378,0.5454545454545454,0.5376918859649122,0.0782228397377748,1.0,242,1,0,86,42,68,46,0.3636363636363636
lstm,fold_2,2023,2025,Regime-SHAP,5,3,2,1,13.928548499985482,1.4303001000080258,18547,243,12.33822618155846,9.851118799982736,1.0541121020658173,0.923105510795974,0.5413223140495868,0.5390625,0.0782618849284645,1.0,242,1,0,74,54,57,57,0.4586776859504132
lstm,fold_2,2023,2025,Regime-Spearman,5,3,2,1,14.382734500002698,1.5119813000055728,18547,243,12.026010028291555,9.515210995693762,1.01723035138646,0.9269478697252445,0.5289256198347108,0.5364583333333333,0.0753080095095886,1.0,242,1,0,52,76,38,76,0.628099173553719
lstm,fold_2,2023,42,Global-All,5,1,1,0,6.824850399993011,0.4264114999969024,9041,243,12.796230922706329,10.471743611170922,1.126217055640103,0.9172907849358394,0.4710743801652892,0.4736156798245614,-0.052899309903855,1.0,242,1,0,55,73,55,59,0.5454545454545454
lstm,fold_2,2023,42,Global3-All,5,3,3,0,19.85905090000597,1.1844487999915143,27123,243,10.984328877836044,8.804292521254348,0.9453838428314898,0.9390551774934603,0.5247933884297521,0.5263157894736843,0.0526081498871455,1.0,242,1,0,64,64,51,63,0.5247933884297521
lstm,fold_2,2023,42,Global-SHAP,5,1,0,1,6.824850399993011,0.4264114999969024,9041,243,12.796230922706329,10.471743611170922,1.126217055640103,0.9172907849358394,0.4710743801652892,0.4736156798245614,-0.052899309903855,1.0,242,1,0,55,73,55,59,0.5454545454545454
lstm,fold_2,2023,42,Global-Spearman,5,1,0,1,6.824850399993011,0.4264114999969024,9041,243,12.796230922706329,10.471743611170922,1.126217055640103,0.9172907849358394,0.4710743801652892,0.4736156798245614,-0.052899309903855,1.0,242,1,0,55,73,55,59,0.5454545454545454
lstm,fold_2,2023,42,Regime-All,5,3,3,0,11.814648000014133,1.159266500006197,27123,243,13.692716307995363,10.489631796373754,1.128223266342869,0.9052958561539106,0.5578512396694215,0.5580455043859649,0.1158965812431913,1.0,242,1,0,71,57,50,64,0.5
lstm,fold_2,2023,42,Regime-SHAP,5,3,2,1,12.24125149998872,1.2237136000039754,18547,243,11.189953893774096,8.418112258381306,0.9056756056978484,0.9367520642532848,0.5702479338842975,0.5640076754385965,0.1311066368206259,1.0,242,1,0,86,42,62,52,0.3884297520661157
lstm,fold_2,2023,42,Regime-Spearman,5,3,2,1,12.595991700014563,1.1467004000151064,18547,243,14.97103140048382,11.2134452742706,1.2129486919324182,0.8867878067248252,0.5578512396694215,0.5489309210526316,0.1029042208260242,1.0,242,1,0,90,38,69,45,0.3429752066115702
lstm,fold_2,2023,456,Global-All,5,1,1,0,10.005896699993173,0.4921488999971188,9041,243,11.993627127219836,9.26088997795748,0.999724431206688,0.9273407606137928,0.5661157024793388,0.5629797149122807,0.1265987225593324,1.0,242,1,0,79,49,56,58,0.4421487603305785
lstm,fold_2,2023,456,Global3-All,5,3,3,0,22.30564229999436,1.4777219999959923,27123,243,13.21083635333788,10.87492945233491,1.1726437705026824,0.9118443022289195,0.5413223140495868,0.5524945175438596,0.1133215451498988,1.0,242,1,0,46,82,29,85,0.6900826446280992
lstm,fold_2,2023,456,Global-SHAP,5,1,0,1,10.005896699993173,0.4921488999971188,9041,243,11.993627127219836,9.26088997795748,0.999724431206688,0.9273407606137928,0.5661157024793388,0.5629797149122807,0.1265987225593324,1.0,242,1,0,79,49,56,58,0.4421487603305785
lstm,fold_2,2023,456,Global-Spearman,5,1,0,1,10.005896699993173,0.4921488999971188,9041,243,11.993627127219836,9.26088997795748,0.999724431206688,0.9273407606137928,0.5661157024793388,0.5629797149122807,0.1265987225593324,1.0,242,1,0,79,49,56,58,0.4421487603305785
lstm,fold_2,2023,456,Regime-All,5,3,3,0,14.09352549999312,1.360642800005735,27123,243,16.063562846853664,12.171119437963377,1.3120513289897846,0.8696612609581431,0.5,0.4908854166666666,-0.0191684332911221,1.0,242,1,0,83,45,76,38,0.3429752066115702
lstm,fold_2,2023,456,Regime-SHAP,5,3,2,1,13.852720299983048,1.4503056999965338,18547,243,13.959600731532262,11.088741447425171,1.196656930987232,0.9015681255733432,0.512396694214876,0.5107593201754386,0.0215186403508771,1.0,242,1,0,69,59,59,55,0.4710743801652892
lstm,fold_2,2023,456,Regime-Spearman,5,3,2,1,14.074660099999164,1.4685766000038711,18547,243,13.596710174773817,10.566901238052926,1.1343790953492128,0.9066192318314436,0.5330578512396694,0.5298108552631579,0.0599243137250376,1.0,242,1,0,75,53,60,54,0.4421487603305785
lstm,fold_2,2023,789,Global-All,5,1,1,0,7.392124299993156,0.4279735000018263,9041,243,11.87331454411623,9.667547569255282,1.039807586336577,0.9287911933209536,0.5247933884297521,0.5267955043859649,0.0536185747470935,1.0,242,1,0,63,65,50,64,0.5330578512396694
lstm,fold_2,2023,789,Global3-All,5,3,3,0,22.044278300003494,1.5018438000115566,27123,243,10.856230369194424,8.553930820202151,0.9208206039035852,0.940468357842976,0.5165289256198347,0.515625,0.0312147236790424,1.0,242,1,0,68,60,57,57,0.4834710743801653
lstm,fold_2,2023,789,Global-SHAP,5,1,0,1,7.392124299993156,0.4279735000018263,9041,243,11.87331454411623,9.667547569255282,1.039807586336577,0.9287911933209536,0.5247933884297521,0.5267955043859649,0.0536185747470935,1.0,242,1,0,63,65,50,64,0.5330578512396694
lstm,fold_2,2023,789,Global-Spearman,5,1,0,1,7.392124299993156,0.4279735000018263,9041,243,11.87331454411623,9.667547569255282,1.039807586336577,0.9287911933209536,0.5247933884297521,0.5267955043859649,0.0536185747470935,1.0,242,1,0,63,65,50,64,0.5330578512396694
lstm,fold_2,2023,789,Regime-All,5,3,3,0,13.893974299993715,1.405418099995586,27123,243,13.280279829671867,10.237218078409192,1.101076669394622,0.9109150759733824,0.5041322314049587,0.5010279605263158,0.0020644271752328,1.0,242,1,0,71,57,63,51,0.4462809917355372
lstm,fold_2,2023,789,Regime-SHAP,5,3,2,1,13.834757299977356,1.4579311999987112,18547,243,11.71628060740846,9.048711844628729,0.9752292799494346,0.9306623224826652,0.5041322314049587,0.5024671052631579,0.0049342105263157,1.0,242,1,0,68,60,60,54,0.4710743801652892
lstm,fold_2,2023,789,Regime-Spearman,5,3,2,1,13.985657699973672,1.413287899995339,18547,243,10.06470771117349,7.928292747878241,0.8519789177690796,0.94883274770812,0.5165289256198347,0.5146655701754386,0.0293462276109412,1.0,242,1,0,70,58,59,55,0.4669421487603306
lstm,fold_3,2024,123,Global-All,5,1,1,0,7.731808599986834,0.4411672999995062,9041,244,17.643011155759595,14.63866302070074,1.7213100722448005,0.8394849163870809,0.4918032786885246,0.5111380308230702,0.0666668613840095,1.0,244,0,0,5,122,2,115,0.971311475409836
lstm,fold_3,2024,123,Global3-All,5,3,3,0,23.31582810000691,1.424242900000536,27123,244,10.388639420676393,8.390955084151923,0.9706829272629156,0.9443471029079168,0.4713114754098361,0.4793391210714045,-0.0449089870337804,1.0,244,0,0,36,91,38,79,0.6967213114754098
lstm,fold_3,2024,123,Global-SHAP,5,1,0,1,7.731808599986834,0.4411672999995062,9041,244,17.643011155759595,14.63866302070074,1.7213100722448005,0.8394849163870809,0.4918032786885246,0.5111380308230702,0.0666668613840095,1.0,244,0,0,5,122,2,115,0.971311475409836
lstm,fold_3,2024,123,Global-Spearman,5,1,0,1,7.731808599986834,0.4411672999995062,9041,244,17.643011155759595,14.63866302070074,1.7213100722448005,0.8394849163870809,0.4918032786885246,0.5111380308230702,0.0666668613840095,1.0,244,0,0,5,122,2,115,0.971311475409836
lstm,fold_3,2024,123,Regime-All,5,3,3,0,13.901790599993546,1.412052699990454,27123,244,10.431958520536874,8.271510080577897,0.9643755126711948,0.943882006427164,0.5409836065573771,0.5459317585301837,0.0944948004212836,1.0,244,0,0,54,73,39,78,0.6188524590163934
lstm,fold_3,2024,123,Regime-SHAP,5,3,2,1,14.119199099994148,1.3904823000048054,18547,244,11.818938446470796,9.508803309739609,1.1033194696103628,0.9279676848284764,0.4959016393442623,0.4945487583282859,-0.0109168192909009,1.0,244,0,0,67,60,63,54,0.4672131147540984
lstm,fold_3,2024,123,Regime-Spearman,5,3,2,1,14.054105899995193,1.423157600002014,18547,244,12.084442374004984,9.486602443954974,1.1003915433549831,0.9246950261549562,0.5204918032786885,0.5208627767682885,0.0416960997059762,1.0,244,0,0,65,62,55,62,0.5081967213114754
lstm,fold_3,2024,2025,Global-All,5,1,1,0,8.334077899999102,0.4457809000014094,9041,244,12.653365792633153,10.172697202748958,1.1878510295746991,0.9174375526285754,0.5163934426229508,0.5283666464768827,0.0697058200378757,1.0,244,0,0,30,97,21,96,0.7909836065573771
lstm,fold_3,2024,2025,Global3-All,5,3,3,0,24.71521720002056,1.4416191000054823,27123,244,10.00539037199177,7.971369434748194,0.922661986195248,0.9483775624569662,0.4590163934426229,0.4665186082508917,-0.0719821296120929,1.0,244,0,0,36,91,41,76,0.6844262295081968
lstm,fold_3,2024,2025,Global-SHAP,5,1,0,1,8.334077899999102,0.4457809000014094,9041,244,12.653365792633153,10.172697202748958,1.1878510295746991,0.9174375526285754,0.5163934426229508,0.5283666464768827,0.0697058200378757,1.0,244,0,0,30,97,21,96,0.7909836065573771
lstm,fold_3,2024,2025,Global-Spearman,5,1,0,1,8.334077899999102,0.4457809000014094,9041,244,12.653365792633153,10.172697202748958,1.1878510295746991,0.9174375526285754,0.5163934426229508,0.5283666464768827,0.0697058200378757,1.0,244,0,0,30,97,21,96,0.7909836065573771
lstm,fold_3,2024,2025,Regime-All,5,3,3,0,14.41812379998737,1.3870450999820605,27123,244,9.952979825356271,7.710336214694824,0.895586692943938,0.948916966497248,0.5163934426229508,0.519617740090181,0.0396867554197817,1.0,244,0,0,56,71,47,70,0.5778688524590164
lstm,fold_3,2024,2025,Regime-SHAP,5,3,2,1,14.23316549998708,1.3493419000005815,18547,244,12.166037905636063,9.667582536066158,1.1177708159081006,0.9236746573976334,0.5,0.4988222626017901,-0.0023573793649915,1.0,244,0,0,67,60,62,55,0.4713114754098361
lstm,fold_3,2024,2025,Regime-Spearman,5,3,2,1,14.355604699987452,1.4449705999868456,18547,244,11.568709363531369,9.033001045105888,1.0481194083372236,0.930985514758372,0.5286885245901639,0.5310922673127397,0.0625454682072933,1.0,244,0,0,60,67,48,69,0.5573770491803278
lstm,fold_3,2024,42,Global-All,5,1,1,0,8.317318499990506,0.5384946000122,9041,244,10.65564488412106,8.527119648036408,0.9919728182752116,0.9414495942639076,0.4672131147540984,0.4703546672050609,-0.0599726098196015,1.0,244,0,0,50,77,53,64,0.5778688524590164
lstm,fold_3,2024,42,Global3-All,5,3,3,0,23.44293189999007,1.402431800001068,27123,244,11.7918349180432,9.511332596735896,1.1017530007242102,0.9282976791577204,0.5,0.5112726293828656,0.0269549027230669,1.0,244,0,0,30,97,25,92,0.7745901639344263
lstm,fold_3,2024,42,Global-SHAP,5,1,0,1,8.317318499990506,0.5384946000122,9041,244,10.65564488412106,8.527119648036408,0.9919728182752116,0.9414495942639076,0.4672131147540984,0.4703546672050609,-0.0599726098196015,1.0,244,0,0,50,77,53,64,0.5778688524590164
lstm,fold_3,2024,42,Global-Spearman,5,1,0,1,8.317318499990506,0.5384946000122,9041,244,10.65564488412106,8.527119648036408,0.9919728182752116,0.9414495942639076,0.4672131147540984,0.4703546672050609,-0.0599726098196015,1.0,244,0,0,50,77,53,64,0.5778688524590164
lstm,fold_3,2024,42,Regime-All,5,3,3,0,14.340834400005406,1.4186213000066346,27123,244,13.343709075827269,10.255896040504098,1.1990579797932204,0.9081829021692236,0.4672131147540984,0.4696816744060839,-0.0610488977681082,1.0,244,0,0,52,75,55,62,0.5614754098360656
lstm,fold_3,2024,42,Regime-SHAP,5,3,2,1,14.25513520000095,1.397995200008154,18547,244,12.653840084531582,9.758448650768544,1.1274368582706542,0.9174313630606064,0.4918032786885246,0.4922942324517128,-0.0154032443098287,1.0,244,0,0,61,66,58,59,0.5122950819672131
lstm,fold_3,2024,42,Regime-Spearman,5,3,2,1,14.04188210000575,1.3929506999993464,18547,244,11.555245777452708,8.930503101475905,1.033772902237431,0.9311460584707942,0.5081967213114754,0.5117437243421495,0.0238233005629798,1.0,244,0,0,54,73,47,70,0.5860655737704918
lstm,fold_3,2024,456,Global-All,5,1,1,0,7.682179299998097,0.4785821999976178,9041,244,10.27931074656424,8.305643861782363,0.9620912769123504,0.9455123067791362,0.4713114754098361,0.4759741570765193,-0.0493280405163894,1.0,244,0,0,46,81,48,69,0.6147540983606558
lstm,fold_3,2024,456,Global3-All,5,3,3,0,23.17527769999288,1.4584210000175517,27123,244,12.327404531559248,9.978591249181296,1.1511123021466787,0.9216365175610628,0.4918032786885246,0.5071000740292079,0.0213018349466035,1.0,244,0,0,17,110,14,103,0.8729508196721312
lstm,fold_3,2024,456,Global-SHAP,5,1,0,1,7.682179299998097,0.4785821999976178,9041,244,10.27931074656424,8.305643861782363,0.9620912769123504,0.9455123067791362,0.4713114754098361,0.4759741570765193,-0.0493280405163894,1.0,244,0,0,46,81,48,69,0.6147540983606558
lstm,fold_3,2024,456,Global-Spearman,5,1,0,1,7.682179299998097,0.4785821999976178,9041,244,10.27931074656424,8.305643861782363,0.9620912769123504,0.9455123067791362,0.4713114754098361,0.4759741570765193,-0.0493280405163894,1.0,244,0,0,46,81,48,69,0.6147540983606558
lstm,fold_3,2024,456,Regime-All,5,3,3,0,14.011750000019674,1.409504899987951,27123,244,12.403097336204349,9.769595015244407,1.1442592158362122,0.920671227223176,0.4467213114754098,0.4496601386365166,-0.1017082342662136,1.0,244,0,0,48,79,56,61,0.5737704918032787
lstm,fold_3,2024,456,Regime-SHAP,5,3,2,1,14.130048800012446,1.4346397999906912,18547,244,13.586049636451367,10.800327754352914,1.2533750209158956,0.9048175617444948,0.4467213114754098,0.4479776566390739,-0.1041814976773633,1.0,244,0,0,53,74,61,56,0.5327868852459017
lstm,fold_3,2024,456,Regime-Spearman,5,3,2,1,14.173944200010736,1.4615166000003228,18547,244,14.841918459691424,11.714681031059053,1.3717116164101162,0.8864072759436729,0.4713114754098361,0.4763106534760077,-0.0488384823851378,1.0,244,0,0,45,82,47,70,0.6229508196721312
lstm,fold_3,2024,789,Global-All,5,1,1,0,7.836624400006258,0.4263486000127159,9041,244,10.926609447149792,8.717036016925443,1.0106781500880722,0.938433952597986,0.5204918032786885,0.5279292011575476,0.0598386732395547,1.0,244,0,0,44,83,34,83,0.680327868852459
lstm,fold_3,2024,789,Global3-All,5,3,3,0,23.140990700005204,1.3184369999944463,27123,244,9.619439229624058,7.718535618814623,0.8908032217951432,0.9522833503704397,0.5,0.5062251833905377,0.0130547605986379,1.0,244,0,0,45,82,40,77,0.6516393442622951
lstm,fold_3,2024,789,Global-SHAP,5,1,0,1,7.836624400006258,0.4263486000127159,9041,244,10.926609447149792,8.717036016925443,1.0106781500880722,0.938433952597986,0.5204918032786885,0.5279292011575476,0.0598386732395547,1.0,244,0,0,44,83,34,83,0.680327868852459
lstm,fold_3,2024,789,Global-Spearman,5,1,0,1,7.836624400006258,0.4263486000127159,9041,244,10.926609447149792,8.717036016925443,1.0106781500880722,0.938433952597986,0.5204918032786885,0.5279292011575476,0.0598386732395547,1.0,244,0,0,44,83,34,83,0.680327868852459
lstm,fold_3,2024,789,Regime-All,5,3,3,0,14.15562239997962,1.4355316999863137,27123,244,10.701624200565306,8.533354544571178,0.988776814933515,0.9409432117950456,0.5163934426229508,0.5145702940978532,0.0292351815487962,1.0,244,0,0,71,56,62,55,0.4549180327868852
lstm,fold_3,2024,789,Regime-SHAP,5,3,2,1,14.189767100004246,1.4543785999994725,18547,244,12.812052704168892,9.613140394687656,1.1104799374749557,0.9153537222867568,0.5245901639344263,0.526482266639747,0.0531364616140938,1.0,244,0,0,61,66,50,67,0.5450819672131147
lstm,fold_3,2024,789,Regime-Spearman,5,3,2,1,14.16073950000282,1.4532297999830917,18547,244,11.520397727945904,8.953073669593829,1.046136469078356,0.9315607285769176,0.5,0.4991587590012787,-0.0016824819974426,1.0,244,0,0,66,61,61,56,0.4795081967213114
lstm,fold_4,2025,123,Global-All,5,1,1,0,7.19895489999908,0.3842120000044815,9041,234,15.371860916602005,12.28867045604775,1.553358285423477,0.9087838787974032,0.5598290598290598,0.5600877192982456,0.1201534827292035,1.0,234,0,0,66,54,49,65,0.5085470085470085
lstm,fold_4,2025,123,Global3-All,5,3,3,0,20.56391129999247,1.1116373000113526,27123,234,13.454626325318936,10.316631849772826,1.3158687996009673,0.9301185368827604,0.5256410256410257,0.5221491228070175,0.0460391162426719,1.0,234,0,0,79,41,70,44,0.3632478632478632
lstm,fold_4,2025,123,Global-SHAP,5,1,0,1,7.19895489999908,0.3842120000044815,9041,234,15.371860916602005,12.28867045604775,1.553358285423477,0.9087838787974032,0.5598290598290598,0.5600877192982456,0.1201534827292035,1.0,234,0,0,66,54,49,65,0.5085470085470085
lstm,fold_4,2025,123,Global-Spearman,5,1,0,1,7.19895489999908,0.3842120000044815,9041,234,15.371860916602005,12.28867045604775,1.553358285423477,0.9087838787974032,0.5598290598290598,0.5600877192982456,0.1201534827292035,1.0,234,0,0,66,54,49,65,0.5085470085470085
lstm,fold_4,2025,123,Regime-All,5,3,3,0,11.76812969999446,1.190468600005261,27123,234,17.331092431164905,13.758732465169375,1.7657676894136105,0.8840500448537731,0.5170940170940171,0.5184210526315789,0.0370252485886014,1.0,234,0,0,56,64,49,65,0.5512820512820513
lstm,fold_4,2025,123,Regime-SHAP,5,3,2,1,11.69744369998807,1.1657342000107749,18547,234,19.86694729758189,14.77009271042216,1.929269615420549,0.8476364835182266,0.5427350427350427,0.5478070175438596,0.1039541229656799,1.0,234,0,0,42,78,29,85,0.6965811965811965
lstm,fold_4,2025,123,Regime-Spearman,5,3,2,1,11.874651799997082,1.1639405000023544,18547,234,16.196985553341488,12.513038290407948,1.6206767916742113,0.8987285338040444,0.5299145299145299,0.5357456140350878,0.080164365302772,1.0,234,0,0,37,83,27,87,0.7264957264957265
lstm,fold_4,2025,2025,Global-All,5,1,1,0,6.80732480000006,0.3444830000080401,9041,234,17.492100820733526,13.529618669962282,1.729102772615153,0.8818856534163177,0.5598290598290598,0.5627192982456141,0.1286131928826069,1.0,234,0,0,54,66,37,77,0.6111111111111112
lstm,fold_4,2025,2025,Global3-All,5,3,3,0,3952.203626499992,2.5397814999887487,27123,234,15.625592456356578,12.084574520168069,1.5504071179070191,0.9057477570796052,0.5512820512820513,0.5535087719298246,0.1085805100309986,1.0,234,0,0,56,64,41,73,0.5854700854700855
lstm,fold_4,2025,2025,Global-SHAP,5,1,0,1,6.80732480000006,0.3444830000080401,9041,234,17.492100820733526,13.529618669962282,1.729102772615153,0.8818856534163177,0.5598290598290598,0.5627192982456141,0.1286131928826069,1.0,234,0,0,54,66,37,77,0.6111111111111112
lstm,fold_4,2025,2025,Global-Spearman,5,1,0,1,6.80732480000006,0.3444830000080401,9041,234,17.492100820733526,13.529618669962282,1.729102772615153,0.8818856534163177,0.5598290598290598,0.5627192982456141,0.1286131928826069,1.0,234,0,0,54,66,37,77,0.6111111111111112
lstm,fold_4,2025,2025,Regime-All,5,3,3,0,19.686365799992927,2.0684842000046046,27123,234,16.668593463517688,13.195020363422552,1.6973933835938455,0.8927452296972839,0.4957264957264957,0.4984649122807018,-0.0031417249127204,1.0,234,0,0,47,73,45,69,0.6068376068376068
lstm,fold_4,2025,2025,Regime-SHAP,5,3,2,1,23.145986599993197,2.118637599996873,18547,234,14.2946721935687,11.198105007382036,1.4269854643806337,0.9211199623721116,0.4914529914529914,0.4914473684210526,-0.0170996392014192,1.0,234,0,0,59,61,58,56,0.5
lstm,fold_4,2025,2025,Regime-Spearman,5,3,2,1,19.650907299976097,1.7952076999936253,18547,234,16.246620654337885,12.41996780847384,1.6058276679557768,0.8981068969708597,0.5170940170940171,0.5219298245614035,0.0473188121141386,1.0,234,0,0,40,80,33,81,0.688034188034188
lstm,fold_4,2025,42,Global-All,5,1,1,0,8.240289199995459,0.4267783999966923,9041,234,14.121273472594458,11.19876308227706,1.4218140434854143,0.9230220333164482,0.5213675213675214,0.519298245614035,0.0391028472837702,1.0,234,0,0,72,48,64,50,0.4188034188034188
lstm,fold_4,2025,42,Global3-All,5,3,3,0,25.17123710000305,1.50876120000612,27123,234,15.954847428036611,12.731731232464568,1.6286711554298443,0.9017338323474408,0.5128205128205128,0.5135964912280702,0.0272328256752466,1.0,234,0,0,58,62,52,62,0.5299145299145299
lstm,fold_4,2025,42,Global-SHAP,5,1,0,1,8.240289199995459,0.4267783999966923,9041,234,14.121273472594458,11.19876308227706,1.4218140434854143,0.9230220333164482,0.5213675213675214,0.519298245614035,0.0391028472837702,1.0,234,0,0,72,48,64,50,0.4188034188034188
lstm,fold_4,2025,42,Global-Spearman,5,1,0,1,8.240289199995459,0.4267783999966923,9041,234,14.121273472594458,11.19876308227706,1.4218140434854143,0.9230220333164482,0.5213675213675214,0.519298245614035,0.0391028472837702,1.0,234,0,0,72,48,64,50,0.4188034188034188
lstm,fold_4,2025,42,Regime-All,5,3,3,0,15.073845099977916,1.469861799996579,27123,234,19.233014938808974,15.490306668811366,1.95344214786518,0.8572048536489225,0.5213675213675214,0.518859649122807,0.0384572927526296,1.0,234,0,0,74,46,66,48,0.4017094017094017
lstm,fold_4,2025,42,Regime-SHAP,5,3,2,1,14.529388299997663,1.6826785000012023,18547,234,25.26892901126914,17.712901685492607,2.3118755035825824,0.7535139309832098,0.4871794871794871,0.4875,-0.025,1.0,234,0,0,57,63,57,57,0.5128205128205128
lstm,fold_4,2025,42,Regime-Spearman,5,3,2,1,13.756826399985584,1.353942800007644,18547,234,19.71837965056144,14.25269711552014,1.8440706361266188,0.84990675184106,0.5384615384615384,0.5427631578947368,0.0906845312637514,1.0,234,0,0,45,75,33,81,0.6666666666666666
lstm,fold_4,2025,456,Global-All,5,1,1,0,7.2592197000049055,0.4566033000010066,9041,234,18.22315005028453,13.7483961252932,1.7920515664404673,0.871806616478403,0.5470085470085471,0.550219298245614,0.1036396457993991,1.0,234,0,0,51,69,37,77,0.6239316239316239
lstm,fold_4,2025,456,Global3-All,5,3,3,0,20.431541000012658,1.151234699995257,27123,234,15.504293493176236,12.02478427597601,1.5433587535690334,0.9072054073122732,0.5470085470085471,0.5484649122807017,0.0975016868949887,1.0,234,0,0,59,61,45,69,0.5555555555555556
lstm,fold_4,2025,456,Global-SHAP,5,1,0,1,7.2592197000049055,0.4566033000010066,9041,234,18.22315005028453,13.7483961252932,1.7920515664404673,0.871806616478403,0.5470085470085471,0.550219298245614,0.1036396457993991,1.0,234,0,0,51,69,37,77,0.6239316239316239
lstm,fold_4,2025,456,Global-Spearman,5,1,0,1,7.2592197000049055,0.4566033000010066,9041,234,18.22315005028453,13.7483961252932,1.7920515664404673,0.871806616478403,0.5470085470085471,0.550219298245614,0.1036396457993991,1.0,234,0,0,51,69,37,77,0.6239316239316239
lstm,fold_4,2025,456,Regime-All,5,3,3,0,12.431366800010435,1.1771148000116227,27123,234,21.64719691888541,16.460118732870146,2.1336497467351405,0.8191068823938243,0.4871794871794871,0.4921052631578947,-0.0170996392014192,1.0,234,0,0,36,84,36,78,0.6923076923076923
lstm,fold_4,2025,456,Regime-SHAP,5,3,2,1,11.708345899998676,1.119551500014495,18547,234,22.627939121472757,17.267356947670653,2.2510931851496725,0.8023445875205841,0.5470085470085471,0.5515350877192983,0.1100121682478504,1.0,234,0,0,45,75,31,83,0.6752136752136753
lstm,fold_4,2025,456,Regime-Spearman,5,3,2,1,11.615310499997577,1.1313094999932218,18547,234,18.56355333741796,15.145021727564014,1.93451233023432,0.8669726534566591,0.5128205128205128,0.5195175438596491,0.0457292621144692,1.0,234,0,0,31,89,25,89,0.7606837606837606
lstm,fold_4,2025,789,Global-All,5,1,1,0,6.8606674000038765,0.441965700010769,9041,234,14.453493306978457,11.667314552955144,1.489416324226442,0.9193574300877712,0.5170940170940171,0.5175438596491229,0.0350966998660479,1.0,234,0,0,60,60,53,61,0.5170940170940171
lstm,fold_4,2025,789,Global3-All,5,3,3,0,20.51593960000901,1.1386028999986593,27123,234,21.483460835186108,16.28299110470506,2.1277801542590327,0.8218330288767436,0.5299145299145299,0.531359649122807,0.0630893268144044,1.0,234,0,0,57,63,47,67,0.5555555555555556
lstm,fold_4,2025,789,Global-SHAP,5,1,0,1,6.8606674000038765,0.441965700010769,9041,234,14.453493306978457,11.667314552955144,1.489416324226442,0.9193574300877712,0.5170940170940171,0.5175438596491229,0.0350966998660479,1.0,234,0,0,60,60,53,61,0.5170940170940171
lstm,fold_4,2025,789,Global-Spearman,5,1,0,1,6.8606674000038765,0.441965700010769,9041,234,14.453493306978457,11.667314552955144,1.489416324226442,0.9193574300877712,0.5170940170940171,0.5175438596491229,0.0350966998660479,1.0,234,0,0,60,60,53,61,0.5170940170940171
lstm,fold_4,2025,789,Regime-All,5,3,3,0,11.752403399994364,1.1433801999955904,27123,234,22.129992467956637,16.324567253133704,2.134593863341035,0.8109480156323192,0.5213675213675214,0.5276315789473685,0.0632598994785216,1.0,234,0,0,34,86,26,88,0.7435897435897436
