model,fold,test_year,arm,base_seed,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,ablation
pit_dern,fold_1,2022,Global-Numeric,123,241,26.97050728945294,21.796666195215764,2.217829824908731,-0.4684773714460069,0.4666666666666667,0.49595952498067597,-0.009556809345142997,1.0,240,1,0,82,25,103,30,0.22916666666666666,encoder_only
pit_dern,fold_1,2022,Global-Numeric,123,241,7.593219018351024,5.9631687140485425,0.6064449767616236,0.8836032425848882,0.5,0.5031972454500737,0.00636770009355495,1.0,240,1,0,57,50,70,63,0.4708333333333333,standard_retrieval
pit_dern,fold_1,2022,Global-Numeric,123,241,6.882250201740636,5.27485313663338,0.5367719289246943,0.9043797350714937,0.5125,0.5163024383388377,0.03248525461604708,1.0,240,1,0,59,48,69,64,0.4666666666666667,dual_evidence
pit_dern,fold_1,2022,Global-Numeric,123,241,26.71146705589106,21.595295035279463,2.197389120029886,-0.4404046360993139,0.4666666666666667,0.49595952498067597,-0.009556809345142997,1.0,240,1,0,82,25,103,30,0.22916666666666666,pit_dern
pit_dern,fold_1,2022,Global-Numeric,123,241,26.828644754106485,21.692545776583202,2.2072171646927568,-0.4530698714583399,0.4666666666666667,0.49595952498067597,-0.009556809345142997,1.0,240,1,0,82,25,103,30,0.22916666666666666,shuffled_retrieval_control
pit_dern,fold_1,2022,Global-Numeric-News,123,241,31.834026321042135,25.204406736864087,2.566186474979544,-1.0458423773702799,0.4708333333333333,0.4896704377766847,-0.02192425337349558,1.0,240,1,0,71,36,91,42,0.325,encoder_only
pit_dern,fold_1,2022,Global-Numeric-News,123,241,8.07156670703436,6.310279458537422,0.6432887796806838,0.8684760907252695,0.475,0.4715058674724194,-0.056749503031572134,1.0,240,1,0,47,60,66,67,0.5291666666666667,standard_retrieval
pit_dern,fold_1,2022,Global-Numeric-News,123,241,7.2704696509809,5.525690663776071,0.5625577966889082,0.8932878278705223,0.475,0.4742463635724826,-0.05120591128533774,1.0,240,1,0,50,57,69,64,0.5041666666666667,dual_evidence
pit_dern,fold_1,2022,Global-Numeric-News,123,241,31.34030657737236,24.826340074693544,2.5274816189469016,-0.9828757854458381,0.4708333333333333,0.4896704377766847,-0.02192425337349558,1.0,240,1,0,71,36,91,42,0.325,pit_dern
pit_dern,fold_1,2022,Global-Numeric-News,123,241,31.570655955611844,25.01455030588883,2.54677787125186,-1.012130940382419,0.4708333333333333,0.4896704377766847,-0.02192425337349558,1.0,240,1,0,71,36,91,42,0.325,shuffled_retrieval_control
pit_dern,fold_1,2022,Regime-SHAP-Numeric,123,241,17.944966738564432,14.375703237321364,1.4626374715166832,0.34990871555890035,0.475,0.4979973297730307,-0.004398803336360224,1.0,240,1,0,76,31,95,38,0.2875,encoder_only
pit_dern,fold_1,2022,Regime-SHAP-Numeric,123,241,8.282220596943874,6.297956441541668,0.6410587350687919,0.8615214154570592,0.4875,0.49465954606141516,-0.01071370674671704,1.0,240,1,0,60,47,76,57,0.43333333333333335,standard_retrieval
pit_dern,fold_1,2022,Regime-SHAP-Numeric,123,241,7.215565664556351,5.445223705639466,0.5544183778120243,0.8948934466770604,0.49583333333333335,0.49943784695383314,-0.0011201811936567957,1.0,240,1,0,57,50,71,62,0.4666666666666667,dual_evidence
pit_dern,fold_1,2022,Regime-SHAP-Numeric,123,241,17.801064391239326,14.261002787389,1.4509989625747346,0.360293195114718,0.475,0.4979973297730307,-0.004398803336360224,1.0,240,1,0,76,31,95,38,0.2875,pit_dern
pit_dern,fold_1,2022,Regime-SHAP-Numeric,123,241,17.84537938162568,14.302218861879755,1.4551894016577773,0.3571041849970048,0.475,0.4979973297730307,-0.004398803336360224,1.0,240,1,0,76,31,95,38,0.2875,shuffled_retrieval_control
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,123,241,23.656041299189997,19.095989373387507,1.94213429003542,-0.1297261138684782,0.4083333333333333,0.42049047853278054,-0.16291197708199182,1.0,240,1,0,57,50,92,41,0.37916666666666665,encoder_only
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,123,241,8.509402158834057,6.506384765583743,0.6627580245368206,0.8538202797227007,0.45,0.44894947649497574,-0.10150366861882093,1.0,240,1,0,47,60,72,61,0.5041666666666667,standard_retrieval
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,123,241,7.06476914426095,5.371575848511035,0.5470626419023226,0.8992407379378355,0.4666666666666667,0.4658140678799803,-0.0679718303964988,1.0,240,1,0,49,58,70,63,0.5041666666666667,dual_evidence
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,123,241,23.15990961592839,18.715083937881882,1.9034012353118894,-0.08283615631786101,0.4083333333333333,0.42049047853278054,-0.16291197708199182,1.0,240,1,0,57,50,92,41,0.37916666666666665,pit_dern
pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,123,241,23.486761565206294,18.959778701899445,1.9283112430090874,-0.1136155998939119,0.4083333333333333,0.42049047853278054,-0.16291197708199182,1.0,240,1,0,57,50,92,41,0.37916666666666665,shuffled_retrieval_control
