fit_id,protocol_id,model,fold,test_year,arm,base_seed,window,feature_count,feature_hash,training_sequences,memory_up,memory_down,fit_seconds,inference_seconds,retrieval_seconds,trainable_parameters,final_training_loss
32ff0fe660df80b67c8c,pit-dern-exploratory-v1,pit_dern,fold_1,2022,Global-Numeric,123,5,122,279538b1cd564a4b06ef037ac3e334f8324b5edbc753e8ed9f34910dc00e60b7,723,359,364,5.795542100007879,0.4983543999987887,0.007331399989197962,8916,0.978891134262085
1ab5f94b5f48c8f68458,pit-dern-exploratory-v1,pit_dern,fold_1,2022,Global-Numeric-News,123,5,130,f5035214080cd6d0502753d540497536f7bd7e3975f6067fbaf290c469eec29a,723,359,364,5.454496199992718,0.4669588999968255,0.027043999987654388,9108,0.9669579267501831
039bcaec789d40927b54,pit-dern-exploratory-v1,pit_dern,fold_1,2022,Regime-SHAP-Numeric,123,5,125,f9f73c978d7d4b0246529d54df3c6ccc278517349dcf8ec33bb376d0c73b587e,723,359,364,6.404573699997854,0.5273190000007162,0.009634300004108809,8988,0.9799518585205078
a429494daba3babf3dfa,pit-dern-exploratory-v1,pit_dern,fold_1,2022,Regime-SHAP-Numeric-News,123,5,133,575a8c387a14e32dd236a1d627c5a005e4370d777ca533c4b60272e5687148ea,723,359,364,5.787554700000328,0.48795569999492727,0.019071300004725344,9180,0.9340230226516724
