protocol_id,market,stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds,training_sequences,feature_count,roc_auc,nrmse_percent,nmae_percent,fit_seconds,inference_seconds,total_model_seconds,trainable_parameters
set100-same-exchange-robustness-v1,SET100,,lstm,,5,456,fold_4,,,2025,3065,234,66.44736964618728,51.406633566645915,3.134175047755442,0.6362826491441613,0.5555555555555556,0.5555555555555556,0.13272909404075114,1.0,234,0,0,33,84,20,97,0.7735042735042735,,3061.0,122.0,0.5685586967638251,3.8718875258738863,2.995463993739698,6.158827100000053,0.3024635000001581,6.461290600000211,9041.0
set100-same-exchange-robustness-v1,SET100,,lstm,,5,789,fold_4,,,2025,3065,234,34.42078752737966,26.797319790044973,1.5728638136653421,0.902399950808251,0.49145299145299143,0.4914529914529915,-0.018380365552345193,1.0,234,0,0,79,38,81,36,0.3162393162393162,,3061.0,122.0,0.5035429907224778,2.0056989248432036,1.5614795404904647,6.161569699997926,0.3181211999981315,6.479690899996058,9041.0
set100-same-exchange-robustness-v1,SET100,,lstm,,5,2025,fold_4,,,2025,3065,234,37.193472000637605,29.412606960642332,1.7457499074145244,0.8860427725058252,0.5256410256410257,0.5256410256410257,0.05212860351426869,1.0,234,0,0,51,66,45,72,0.5897435897435898,,3061.0,122.0,0.5654174884944116,2.1672632197484067,1.7138722962358375,6.655108300001302,0.31430080000063754,6.96940910000194,9041.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,42,fold_1,,,2022,2337,241,70.36814851678143,59.49022691980449,2.664107252187788,-0.7195008057173495,0.46887966804979253,0.5015227021040974,0.008010941546652136,1.0,241,0,0,108,4,124,5,0.03734439834024896,,2328.0,122.0,0.5074750830564785,3.1581700395352805,2.669961570162329,8.389100899999903,0.4194638999979361,8.80856479999784,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,123,fold_1,,,2022,2337,241,70.50991335823844,59.53178309140878,2.640771734334008,-0.7264360544205875,0.5062240663900415,0.5275816722037653,0.06888984089407701,1.0,241,0,0,93,19,100,29,0.1991701244813278,,2328.0,122.0,0.5593161683277963,3.1645325413828624,2.6718266392153707,8.720751599998039,0.3986734999998589,9.119425099997898,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,456,fold_1,,,2022,2337,241,95.66582185147955,87.1046715029346,3.903528181986808,-2.17807212212754,0.46473029045643155,0.5,0.0,1.0,241,0,0,112,0,129,0,0.0,,2328.0,122.0,0.5215254706533776,4.293546707525072,3.9093164967744833,8.72182790000079,0.4230545999998867,9.144882500000676,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,789,fold_1,,,2022,2337,241,89.55189519856705,80.5815112775813,3.6129019755256975,-1.784836469397244,0.4605809128630705,0.4949473975636766,-0.04545690715537349,1.0,241,0,0,110,2,128,1,0.012448132780082987,,2328.0,122.0,0.5213870431893688,4.0191495493486045,3.6165526594271644,8.355564999998023,0.41096939999988535,8.766534399997909,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,2025,fold_1,,,2022,2337,241,108.29999148558352,100.8924588587993,4.521821874425977,-3.0729303184531567,0.46473029045643155,0.5,0.0,1.0,241,0,0,112,0,129,0,0.0,,2328.0,122.0,0.5079595791805095,4.860576775160261,4.528121707037915,8.232088599997951,0.41656940000029863,8.64865799999825,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,42,fold_2,,,2023,2578,243,64.19519402372053,50.79916930809916,2.477785288265053,0.6535728632509552,0.49382716049382713,0.5106997282608696,0.0275053893389595,1.0,243,0,0,25,103,20,95,0.8148148148148148,,2569.0,122.0,0.5654891304347825,3.0890366529647895,2.4444274734164546,9.149996600001032,0.415770399999019,9.56576700000005,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,123,fold_2,,,2023,2578,243,157.01960462530587,131.5380706085148,6.551389673627018,-1.0725958856222104,0.5185185185185185,0.5367866847826087,0.10007536076863602,1.0,243,0,0,25,103,14,101,0.8395061728395061,,2569.0,122.0,0.5783967391304348,7.555695115468991,6.329538021488536,9.196885600002133,0.40636409999933676,9.60324970000147,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,456,fold_2,,,2023,2578,243,69.2201718418562,54.89018673879364,2.6676937168365003,0.5972159921633926,0.5267489711934157,0.5450407608695652,0.12252994310176488,1.0,243,0,0,26,102,13,102,0.8395061728395061,,2569.0,122.0,0.5739130434782609,3.330835761085259,2.641284932662758,8.966115399998671,0.42061869999815826,9.38673409999683,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,789,fold_2,,,2023,2578,243,81.2568840785089,66.7640658543359,3.251108886530548,0.44495626882845674,0.49794238683127573,0.5216711956521739,0.09287204630274111,1.0,243,0,0,10,118,4,111,0.9423868312757202,,2569.0,122.0,0.570108695652174,3.9100355882011497,3.212649321517633,8.880506600002263,0.41548599999805447,9.295992600000318,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,2025,fold_2,,,2023,2578,243,82.90072043558598,69.51452879953028,3.3953883164388943,0.42227191251463325,0.5102880658436214,0.5347146739130435,0.16674647270390197,1.0,243,0,0,10,118,1,114,0.9547325102880658,,2569.0,122.0,0.5572010869565218,3.9891360697202316,3.345000052433525,9.36577589999797,0.43094159999964177,9.796717499997612,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,42,fold_3,,,2024,2821,244,66.48815643988391,55.54824930828846,2.9627047336587014,0.39344708852664334,0.5163934426229508,0.5263865546218487,0.09027783067754727,1.0,244,0,0,15,110,8,111,0.9057377049180327,,2812.0,122.0,0.5290084033613445,3.504153141993502,2.927582636794452,10.285478599998896,0.49095410000154516,10.776432700000441,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,123,fold_3,,,2024,2821,244,300.5193817069779,288.1383441118919,15.41644385758775,-11.391534280664988,0.48770491803278687,0.5,0.0,1.0,244,0,0,0,125,0,119,1.0,,2812.0,122.0,0.607327731092437,15.838398776939977,15.185875769640361,9.56900880000103,0.4242539000006218,9.993262700001651,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,456,fold_3,,,2024,2821,244,49.07593285025726,40.1564129965153,2.133340142305775,0.669541264658682,0.5245901639344263,0.531563025210084,0.07652132592036207,1.0,244,0,0,31,94,22,97,0.7827868852459017,,2812.0,122.0,0.49559663865546216,2.5864694330783484,2.1163802443545907,9.390527899999142,0.40850700000009965,9.799034899999242,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,789,fold_3,,,2024,2821,244,66.53698437881681,56.82990299976494,2.983141446005886,0.3925558740561088,0.47950819672131145,0.4899831932773109,-0.03830869031779823,1.0,244,0,0,8,117,10,109,0.9262295081967213,,2812.0,122.0,0.4890084033613445,3.506726541299339,2.9951301678197044,9.687484900001436,0.4223160999972606,10.109800999998697,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,2025,fold_3,,,2024,2821,244,77.89893664025251,68.6616642311092,3.640832843650633,0.1673870370437518,0.4918032786885246,0.5029915966386554,0.014414089566324102,1.0,244,0,0,6,119,5,114,0.9549180327868853,,2812.0,122.0,0.521344537815126,4.105540267652068,3.618704432984038,9.340981899997132,0.41634500000145636,9.757326899998588,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,42,fold_4,,,2025,3065,234,50.514504336971505,38.4496914153737,2.313092222156433,0.7897961706784042,0.5128205128205128,0.5128205128205128,0.026198125853112306,1.0,234,0,0,48,69,45,72,0.6025641025641025,,3056.0,122.0,0.5399956169186939,2.9434796329706177,2.240463111746786,10.606317499998113,0.4208742999981041,11.027191799996217,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,123,fold_4,,,2025,3065,234,459.10641449084676,445.6898673412638,26.500997822429785,-16.363415297587775,0.5,0.5,0.0,1.0,234,0,0,0,117,0,117,1.0,,3056.0,122.0,0.5650522317188983,26.75212591229778,25.97034385191866,10.577808099998947,0.42433750000054715,11.002145599999494,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,456,fold_4,,,2025,3065,234,173.0066187177135,130.78718916501745,8.06241943484705,-1.4656638511194768,0.5299145299145299,0.5299145299145299,0.08026910688460782,1.0,234,0,0,23,94,16,101,0.8333333333333334,,3056.0,122.0,0.5664402074658484,10.081093841239372,7.6209681281371235,10.028934900001332,0.41525279999768827,10.44418769999902,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,789,fold_4,,,2025,3065,234,99.0531692727449,79.55174644708494,4.85133015071886,0.1917509872198816,0.5213675213675214,0.5213675213675214,0.06139245572364644,1.0,234,0,0,19,98,14,103,0.8589743589743589,,3056.0,122.0,0.5593542260208927,5.771827124949586,4.635479423339736,10.14133700000093,0.42985069999849657,10.571187699999427,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_attention,,10,2025,fold_4,,,2025,3065,234,45.853654865517626,36.95673277552059,2.1770596367983273,0.8267966262894797,0.5470085470085471,0.547008547008547,0.09683083584798277,1.0,234,0,0,78,39,67,50,0.3803418803418803,,3056.0,122.0,0.5566513258820951,2.671891983608584,2.1534684276069513,10.284442100000888,0.4065097999991849,10.690951900000073,10129.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,42,fold_1,,,2022,2337,241,67.93779404265234,52.805363633363186,2.3747536029584437,-0.6027766887491921,0.49377593360995853,0.5183070321151717,0.05065657930883547,1.0,241,0,0,97,15,107,22,0.15352697095435686,,2318.0,122.0,0.5066445182724253,3.049094089017489,2.3699403902020024,9.610334000000876,0.34181769999850076,9.952151699999376,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,123,fold_1,,,2022,2337,241,48.360094156646454,37.031530817841116,1.6668689220284754,0.18787213738391628,0.48132780082987553,0.4866763565891473,-0.026899820190947433,1.0,241,0,0,63,49,76,53,0.42323651452282157,,2318.0,122.0,0.5058139534883721,2.1704336932810304,1.662000118123649,9.281855799999903,0.34169140000085463,9.623547200000758,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,456,fold_1,,,2022,2337,241,52.39310318308678,40.46592315375319,1.810598683601469,0.046768513967901826,0.4854771784232365,0.5070251937984496,0.017686519510097632,1.0,241,0,0,91,21,103,26,0.1950207468879668,,2318.0,122.0,0.5220791805094132,2.3514378627092154,1.8161379661117976,9.20588459999999,0.35007649999897694,9.555961099998967,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,789,fold_1,,,2022,2337,241,78.79952881432312,61.83388569989899,2.7825542925982107,-1.156241380295644,0.5020746887966805,0.5313538205980066,0.1108927984768325,1.0,241,0,0,106,6,114,15,0.08713692946058091,,2318.0,122.0,0.4974390919158361,3.5365760827364037,2.775146559368392,9.30600190000041,0.3454113000007055,9.651413200001116,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,2025,fold_1,,,2022,2337,241,81.27715259531122,63.372930531479604,2.8534766961554063,-1.2939666299180468,0.4979253112033195,0.5245362679955703,0.07413793985552819,1.0,241,0,0,101,11,110,19,0.12448132780082988,,2318.0,122.0,0.4979928017718715,3.647773511676724,2.8442199310436513,9.693009200000233,0.37240490000112914,10.065414100001362,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,42,fold_2,,,2023,2578,243,53.69592657068094,42.30554277929253,2.0492242449626152,0.7576240331187104,0.5061728395061729,0.5193274456521739,0.0442713972747797,1.0,243,0,0,35,93,27,88,0.7448559670781894,,2559.0,122.0,0.5469429347826087,2.5838178046545015,2.0357189390301738,10.090997300001618,0.3512473000009777,10.442244600002596,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,123,fold_2,,,2023,2578,243,85.09472364522479,69.7556274081011,3.3976623887998656,0.39128761633439535,0.49794238683127573,0.5216711956521739,0.09287204630274111,1.0,243,0,0,10,118,4,111,0.9423868312757202,,2559.0,122.0,0.5404891304347826,4.094710270941469,3.356601581958911,10.32723149999947,0.38916510000126436,10.716396600000735,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,456,fold_2,,,2023,2578,243,62.6120967849857,48.6634422467029,2.365769837425138,0.670448442478891,0.4691358024691358,0.4828464673913043,-0.039948691225338166,1.0,243,0,0,29,99,30,85,0.757201646090535,,2559.0,122.0,0.5213315217391304,3.012858903679504,2.3416574876922267,10.015162600000622,0.3297630000015488,10.34492560000217,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,789,fold_2,,,2023,2578,243,55.086019021575936,42.743042145170264,2.0657868953236,0.7449122235099882,0.5185185185185185,0.524422554347826,0.04997839729067894,1.0,243,0,0,53,75,42,73,0.6090534979423868,,2559.0,122.0,0.5266304347826087,2.650708272034935,2.0567711626023275,10.00331439999718,0.36810569999943255,10.371420099996612,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,2025,fold_2,,,2023,2578,243,49.70949901824238,38.847721357232714,1.8813284943472726,0.7922764934441648,0.551440329218107,0.5574388586956522,0.11754307346111,1.0,243,0,0,57,71,38,77,0.6090534979423868,,2559.0,122.0,0.5532608695652175,2.391993151560981,1.8693305158064233,10.086542799999734,0.33329830000002403,10.419841099999758,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,42,fold_3,,,2024,2821,244,59.608926033617536,50.26764547305993,2.6889205909951728,0.5124684745187207,0.5040983606557377,0.5143865546218488,0.052429567457852704,1.0,244,0,0,12,113,8,111,0.9180327868852459,,2802.0,122.0,0.5195966386554621,3.1415941821220366,2.6492767623103304,10.97620580000148,0.3712532999998075,11.347459100001288,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,123,fold_3,,,2024,2821,244,62.66743210797601,53.78440371166476,2.8628522771780247,0.46115493742436053,0.48770491803278687,0.49858823529411767,-0.006068660849090083,1.0,244,0,0,7,118,7,112,0.9426229508196722,,2802.0,122.0,0.5480336134453782,3.3027879081047957,2.8346219439379916,11.114397199999075,0.3690024000025005,11.483399600001576,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,456,fold_3,,,2024,2821,244,53.99558445680368,43.04740265715553,2.3174888509747187,0.5999662787172797,0.5245901639344263,0.5325714285714286,0.08546002850722086,1.0,244,0,0,26,99,17,102,0.8237704918032787,,2802.0,122.0,0.5544201680672269,2.845751891153119,2.268745282659763,10.698578800001997,0.37324749999970663,11.071826300001703,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,789,fold_3,,,2024,2821,244,56.33343305049709,46.05801409959538,2.47181627193511,0.56457581594228,0.5040983606557377,0.5129747899159663,0.03745499225331018,1.0,244,0,0,19,106,15,104,0.860655737704918,,2802.0,122.0,0.533781512605042,2.9689645042521593,2.4274147978069576,11.047964400000637,0.34958910000204924,11.397553500002687,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,2025,fold_3,,,2024,2821,244,52.863909497622885,42.995924067069666,2.298594740650491,0.616558897252181,0.5040983606557377,0.5123697478991597,0.033402136932970485,1.0,244,0,0,22,103,18,101,0.8360655737704918,,2802.0,122.0,0.5056134453781513,2.7861087520398513,2.2660321849766007,11.149241099999927,0.34231050000016694,11.491551600000093,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,42,fold_4,,,2025,3065,234,88.5414377216311,67.43805613783299,4.140960581555249,0.3541947504355285,0.5341880341880342,0.5341880341880342,0.08749572785196143,1.0,234,0,0,26,91,18,99,0.811965811965812,,3046.0,122.0,0.5591350719555848,5.159308638742994,3.9296148172547105,11.28674619999947,0.3565080999978818,11.643254299997352,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,123,fold_4,,,2025,3065,234,124.3178069124136,97.67886877064893,5.991508943089916,-0.27313691794827566,0.5170940170940171,0.517094017094017,0.04975185951049945,1.0,234,0,0,18,99,14,103,0.8632478632478633,,3046.0,122.0,0.5705310833515961,7.2439972927625425,5.691746649240749,11.800405099998898,0.344065799999953,12.14447089999885,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,456,fold_4,,,2025,3065,234,143.95767534705703,121.27025540682484,7.364262379980108,-0.7071751541287028,0.5384615384615384,0.5384615384615384,0.11672572496942715,1.0,234,0,0,19,98,10,107,0.8760683760683761,,3046.0,122.0,0.5638834100372561,8.38841221854228,7.0664164987931555,11.551226600000518,0.3515460000016901,11.902772600002208,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,789,fold_4,,,2025,3065,234,183.90090123621468,142.23540297711244,8.734317900885628,-1.7859681471416877,0.5256410256410257,0.5256410256410257,0.06811149137797497,1.0,234,0,0,23,94,17,100,0.8290598290598291,,3046.0,122.0,0.5673168237270801,10.715903568265956,8.288055425777523,11.515093699999852,0.3382149999997637,11.853308699999616,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn,,20,2025,fold_4,,,2025,3065,234,105.0759516404503,83.47644412223208,5.107074431120909,0.09047404813216187,0.5299145299145299,0.5299145299145299,0.0819906000655456,1.0,234,0,0,22,95,15,102,0.8418803418803419,,3046.0,122.0,0.5641025641025641,6.122774589758824,4.864171515323852,11.675273699998797,0.3381485000027169,12.013422200001514,10737.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,42,fold_1,,,2022,2337,241,113.19503573915732,92.0325999202571,4.1191035827023725,-3.4494353096006227,0.47717842323651455,0.508686323366556,0.03835577438246776,1.0,241,0,0,107,5,121,8,0.05394190871369295,,2318.0,122.0,0.4966777408637874,5.080269667892111,4.130485252988823,12.754104600000574,0.44894850000127917,13.203053100001853,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,123,fold_1,,,2022,2337,241,136.65375473091643,115.54363015720224,5.181055151056188,-5.484750525480997,0.46887966804979253,0.5026993355481727,0.018890773138186597,1.0,241,0,0,110,2,126,3,0.02074688796680498,,2318.0,122.0,0.4987541528239202,6.133112822746224,5.185676171863441,12.35587509999823,0.49304620000111754,12.848921299999347,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,456,fold_1,,,2022,2337,241,111.51031444816296,94.62986873613862,4.230927300272482,-3.3179759196816567,0.47717842323651455,0.5098629568106312,0.05188905319990588,1.0,241,0,0,109,3,123,6,0.03734439834024896,,2318.0,122.0,0.5024916943521595,5.004658238313049,4.247052431916091,12.249866099999053,0.46461880000060773,12.714484899999661,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,789,fold_1,,,2022,2337,241,108.95968440849835,91.46478572757921,4.086987301148659,-3.122700713447631,0.4605809128630705,0.49200581395348836,-0.03529953737988069,1.0,241,0,0,105,7,123,6,0.05394190871369295,,2318.0,122.0,0.5051910299003322,4.890184239167166,4.105001368459581,12.134433700000955,0.44807310000032885,12.582506800001283,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,2025,fold_1,,,2022,2337,241,121.65570039432785,103.80564137345789,4.643748725214774,-4.139431261311123,0.4730290456431535,0.5059869878183831,0.03333644483550541,1.0,241,0,0,109,3,124,5,0.03319502074688797,,2318.0,122.0,0.5017303433001108,5.459990012845373,4.658867306167877,12.257157100000768,0.46358739999777754,12.720744499998546,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,42,fold_2,,,2023,2578,243,70.28214638681436,53.87659766166538,2.6247064655599375,0.5847621773227252,0.48559670781893005,0.49449728260869563,-0.011656310103003921,1.0,243,0,0,42,86,39,76,0.6666666666666666,,2559.0,122.0,0.5353940217391304,3.3819373792637037,2.5925115959993152,13.47904230000131,0.45679829999789945,13.93584059999921,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,123,fold_2,,,2023,2578,243,81.96995572956865,62.522274866987104,3.048568465638782,0.43517192701796836,0.4732510288065844,0.4849864130434783,-0.03339603316347468,1.0,243,0,0,34,94,34,81,0.720164609053498,,2559.0,122.0,0.519633152173913,3.9443481952399218,3.008536723473385,14.20280410000123,0.4774397000001045,14.680243800001335,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,456,fold_2,,,2023,2578,243,76.20471100370965,59.88804870383478,2.9202278192588462,0.5118306442993338,0.4691358024691358,0.48196331521739133,-0.04109926817743227,1.0,243,0,0,31,97,32,83,0.7407407407407407,,2559.0,122.0,0.5261548913043478,3.6669278596162016,2.88177924117386,13.486778600003163,0.45131149999724585,13.938090100000409,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,789,fold_2,,,2023,2578,243,71.73200337382703,55.70355456207022,2.717458092805326,0.5674535089707109,0.46502057613168724,0.47452445652173914,-0.05449016022704343,1.0,243,0,0,38,90,40,75,0.6790123456790124,,2559.0,122.0,0.5148777173913044,3.4517036825290908,2.68042373513316,13.249194799998804,0.4452980000023672,13.694492800001171,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,2025,fold_2,,,2023,2578,243,72.01819612459708,55.73524729521917,2.715134940595838,0.5639951190423906,0.48148148148148145,0.49235733695652173,-0.0167133808531468,1.0,243,0,0,37,91,35,80,0.7037037037037037,,2559.0,122.0,0.5338994565217391,3.465475116830151,2.681948771638129,13.080122300001676,0.48320849999799975,13.563330799999676,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,42,fold_3,,,2024,2821,244,88.13846484992787,74.15657857024512,3.9649484407207822,-0.06588677378682894,0.48770491803278687,0.49818487394957983,-0.006941843211950015,1.0,244,0,0,9,116,9,110,0.9262295081967213,,2802.0,122.0,0.5269915966386554,4.6451984093379055,3.908305203669836,14.50232159999723,0.4539293000016187,14.95625089999885,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,123,fold_3,,,2024,2821,244,81.51989802320077,68.08987933110008,3.6528861286030048,0.08818367214155809,0.5122950819672131,0.5219831932773109,0.07122530872138336,1.0,244,0,0,16,109,10,109,0.8934426229508197,,2802.0,122.0,0.5418487394957983,4.296377311217378,3.5885694140393785,14.240841200000432,0.4503439999971306,14.691185199997562,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,456,fold_3,,,2024,2821,244,85.12186580154045,71.47392805550906,3.8236918674555462,0.005826052347584709,0.5040983606557377,0.5139831932773109,0.046940518467529835,1.0,244,0,0,14,111,10,109,0.9016393442622951,,2802.0,122.0,0.5477647058823529,4.4862133268879365,3.7669203505857785,14.259430499998416,0.4620117000013124,14.721442199999728,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,789,fold_3,,,2024,2821,244,73.29114902223968,60.78403560328668,3.24817674452544,0.26297338652672164,0.4959016393442623,0.5051764705882353,0.015758857180090922,1.0,244,0,0,16,109,14,105,0.8770491803278688,,2802.0,122.0,0.5292100840336135,3.8626941079168766,3.2035264736943847,14.541621000000305,0.46518119999745977,15.006802199997765,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,2025,fold_3,,,2024,2821,244,74.75724464217758,61.00280400890541,3.2518505972749434,0.2331919182581057,0.5,0.5091764705882353,0.027546315110626534,1.0,244,0,0,17,108,14,105,0.8729508196721312,,2802.0,122.0,0.519126050420168,3.9399623591085517,3.2150563165561112,14.311229499999172,0.5223239000006288,14.8335533999998,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,42,fold_4,,,2025,3065,234,145.2894322469573,119.17495325483945,7.271943770903675,-0.7389075169959329,0.5213675213675214,0.5213675213675214,0.07177362126620145,1.0,234,0,0,14,103,9,108,0.9017094017094017,,3046.0,122.0,0.5690700562495434,8.466013679001538,6.9443232645777595,15.240143899998657,0.45697540000037407,15.69711929999903,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,123,fold_4,,,2025,3065,234,192.51921632103415,164.13648495813456,9.978035765315536,-2.0532094776790912,0.5213675213675214,0.5213675213675214,0.07823011594259385,1.0,234,0,0,12,105,7,110,0.9188034188034188,,3046.0,122.0,0.5603769449923297,11.218092697025215,9.56423124096762,15.292325900001742,0.4543942000018433,15.746720100003586,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,456,fold_4,,,2025,3065,234,171.4640591342467,137.88882338516467,8.443157297493828,-1.4218912212966432,0.5170940170940171,0.517094017094017,0.0563436169819011,1.0,234,0,0,14,103,10,107,0.8974358974358975,,3046.0,122.0,0.5679742859230038,9.99120891064024,8.03478027896746,15.356931899998017,0.4508064000001468,15.807738299998164,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,789,fold_4,,,2025,3065,234,210.98761587816213,169.39132432058057,10.366699628601289,-2.6670966887453775,0.5341880341880342,0.5341880341880342,0.1126872339638022,1.0,234,0,0,16,101,8,109,0.8974358974358975,,3046.0,122.0,0.5673898750821829,12.294246143713254,9.87043067498981,15.561912200002553,0.44916059999741265,16.011072799999965,12865.0
set100-same-exchange-robustness-v1,SET100,,lstm_cnn_attention,,20,2025,fold_4,,,2025,3065,234,286.86037438706387,214.8020467048679,13.234543824827893,-5.778748999022659,0.5341880341880342,0.5341880341880342,0.10226199851298273,1.0,234,0,0,19,98,11,106,0.8717948717948718,,3046.0,122.0,0.5761560376944992,16.715350978840686,12.516512987605974,15.163840599998366,0.4663481000025058,15.630188700000872,12865.0
