fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,15.688075656311018,12.565207348404082,1.276472426591029,0.5031464715160134,0.48132780082987553,10.014299099973869
fold_2,2012,2022,2023,2600,243,21.569631118056858,17.72624044021953,1.9253170040555225,0.7649960308713231,0.5267489711934157,10.67044120002538
fold_3,2012,2023,2024,2843,244,22.017122102756815,19.204634278035584,2.2421762192697297,0.7500279028432146,0.4959016393442623,10.932798900001217
fold_4,2012,2024,2025,3087,234,33.980566075055215,24.888212603880827,3.285893215439127,0.5542617261971157,0.5470085470085471,11.949329899973236
