model,fold,test_year,base_seed,arm,window,models_in_arm,conceptual_fit_seconds,conceptual_inference_seconds,conceptual_trainable_parameters,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
cnn,fold_4,2025,789,Global-Numeric,20,1,5.739037399995141,0.2268962000089232,12017,234,50.806285636402315,39.92661996787683,5.218577360768113,0.0035543878888547598,0.5256410256410257,0.5350877192982456,0.10346639521718676,1.0,234,0,0,20,100,11,103,0.8675213675213675
cnn,fold_4,2025,789,Global-Numeric-News,20,1,6.367428300000029,0.27586650000012014,12785,234,50.033908735853224,40.51031866018588,5.301880369435392,0.03362080367694853,0.5042735042735043,0.5138157894736842,0.041311697456643266,1.0,234,0,0,17,103,13,101,0.8717948717948718
cnn,fold_4,2025,789,Regime-SHAP-Numeric,20,3,11.040992400012328,0.7956915000104345,23187,234,41.91042244712739,33.66752897792646,4.3068342021519825,0.3219483378562735,0.5128205128205128,0.5206140350877193,0.051853516615121595,1.0,234,0,0,26,94,20,94,0.8034188034188035
cnn,fold_4,2025,789,Regime-SHAP-Numeric-News,20,3,10.597006300013163,0.7141037000110373,25491,234,28.143978451419617,21.27996292897651,2.7400320872622896,0.6942336512628515,0.5,0.5081140350877194,0.020943970348102806,1.0,234,0,0,23,97,20,94,0.8162393162393162
