fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,11.895525563884737,9.438434855868703,0.957380569592621,0.7143354840241156,0.5477178423236515
fold_2,2012,2022,2023,2600,243,16.493792658684686,13.138869557400316,1.4321031139263374,0.8625860501561632,0.5473251028806584
fold_3,2012,2023,2024,2843,244,13.726491881232896,11.406408112264094,1.3336280200495625,0.9028395434281089,0.4713114754098361
fold_4,2012,2024,2025,3087,234,26.196377081617573,22.57939963268096,2.8775524251802582,0.7350882787459017,0.5042735042735043
