model,seed,fold,test_year,sequence_window,rmse_technical,mae_technical,mape_technical,r2_technical,direction_accuracy_technical,runtime_seconds_technical,rmse_news,mae_news,mape_news,r2_news,direction_accuracy_news,runtime_seconds_news,rmse_delta_news_minus_technical,mae_delta_news_minus_technical,mape_delta_news_minus_technical,r2_delta_news_minus_technical,runtime_seconds_delta_news_minus_technical,direction_accuracy_delta_pp
lstm_cnn,123,fold_1,2022,20,30.900976841659308,24.14646341646856,2.4630400092325138,-0.9276733591372779,0.4979253112033195,7.39008879999983,37.693906851630814,27.142220608975407,2.7661548379924303,-1.868344655636776,0.4896265560165975,7.680352100000164,6.792930009971506,2.995757192506847,0.3031148287599166,-0.9406712964994981,0.2902633000003334,-0.8298755186722018
lstm_cnn,123,fold_2,2023,20,22.193192199326358,18.64058043597166,2.0137653760652636,0.7512120679756376,0.5267489711934157,7.7268221000003905,23.023428711828796,17.470510003527504,1.8897524380510289,0.73224982555054,0.5555555555555556,9.511236199999985,0.830236512502438,-1.170070432444156,-0.12401293801423474,-0.018962242425097586,1.7844140999995943,2.8806584362139898
lstm_cnn,123,fold_3,2024,20,25.141956135549307,20.434992884768793,2.4149124435749343,0.6740368090501774,0.5245901639344263,8.827842200000305,42.73988291587627,36.21908962031365,4.291581216929314,0.05802996412330985,0.5,8.807945000000473,17.597926780326965,15.78409673554486,1.87666877335438,-0.6160068449268675,-0.019897199999832083,-2.4590163934426257
lstm_cnn,123,fold_4,2025,20,36.07874367689816,26.882997792546565,3.530381181288665,0.49751682961856936,0.5683760683760684,9.837960700000622,44.82691729559046,35.37780651995768,4.640830300846594,0.22429524117484112,0.5384615384615384,9.95861909999985,8.748173618692299,8.494808727411115,1.110449119557929,-0.27322158844372824,0.120658399999229,-2.991452991452992
lstm_cnn,456,fold_1,2022,20,31.179422918076188,25.56205279045577,2.604762489442759,-0.962570081298481,0.5311203319502075,7.812181899999814,35.09504574642514,26.79998198524057,2.731307644950244,-1.4864552873905046,0.46473029045643155,7.667946999999913,3.9156228283489547,1.237929194784801,0.12654515550748524,-0.5238852060920236,-0.14423489999990124,-6.639004149377592
lstm_cnn,456,fold_2,2023,20,19.264337053019315,15.722809180580526,1.697937923545971,0.8125446248969268,0.551440329218107,7.55865520000043,20.849265625908558,16.665634294390177,1.7949932764737764,0.7804308672886012,0.5349794238683128,9.60772309999993,1.5849285728892433,0.9428251138096506,0.09705535292780532,-0.03211375760832558,2.0490678999995,-1.6460905349794275
lstm_cnn,456,fold_3,2024,20,29.06641972245299,23.00941814540838,2.7295820007163982,0.5643341558536634,0.5368852459016393,8.967475199999171,29.16913639986771,23.501862808617396,2.7871204056887025,0.5612495504020285,0.5327868852459017,8.667085699999006,0.10271667741471902,0.49244466320901736,0.057538404972304225,-0.003084605451634914,-0.30038950000016484,-0.4098360655737654
lstm_cnn,456,fold_4,2025,20,26.461135165656874,21.131906967830453,2.737801765470066,0.7297064698148532,0.5726495726495726,10.04337409999971,36.20353630529754,28.467750088557217,3.704362686928426,0.4940347436994599,0.5512820512820513,9.886141799999677,9.742401139640666,7.335843120726764,0.9665609214583597,-0.23567172611539333,-0.1572323000000324,-2.136752136752129
lstm_cnn,789,fold_1,2022,20,21.06023545106114,16.651488225262188,1.6959932885384312,0.10460333447953507,0.49377593360995853,7.835648100000071,35.347101393914855,30.977444225307284,3.15261149261967,-1.5222994175752689,0.49377593360995853,7.707076499999857,14.286865942853716,14.325956000045096,1.456618204081239,-1.626902752054804,-0.12857160000021395,0.0
lstm_cnn,789,fold_2,2023,20,19.585025175696078,15.515533939570549,1.6751575489191304,0.8062516423037348,0.551440329218107,7.878362299999935,26.649733215811263,21.116881822166143,2.2747396705434437,0.6412635607221192,0.5020576131687243,8.76474319999943,7.064708040115185,5.601347882595594,0.5995821216243133,-0.1649880815816156,0.8863808999994944,-4.938271604938271
lstm_cnn,789,fold_3,2024,20,38.40176343409615,32.226508462883395,3.8103374590256456,0.23954631680072613,0.5368852459016393,8.782845399999132,23.819338761861562,19.592014402493085,2.2925574158758564,0.7074299715100316,0.5245901639344263,8.938753100001122,-14.582424672234584,-12.63449406039031,-1.5177800431497892,0.4678836547093055,0.15590770000198972,-1.2295081967213073
lstm_cnn,789,fold_4,2025,20,64.1028389508708,48.88433600505192,6.42359164477478,-0.5862558454394433,0.5170940170940171,10.04564709999977,55.58229101225414,43.79521846287524,5.753014561924388,-0.1925911864753651,0.5170940170940171,9.97502710000117,-8.520547938616666,-5.08911754217668,-0.6705770828503921,0.3936646589640782,-0.07061999999859836,0.0
