model,seed,fold,test_year,sequence_window,rmse_technical,mae_technical,mape_technical,r2_technical,direction_accuracy_technical,runtime_seconds_technical,rmse_news,mae_news,mape_news,r2_news,direction_accuracy_news,runtime_seconds_news,rmse_delta_news_minus_technical,mae_delta_news_minus_technical,mape_delta_news_minus_technical,r2_delta_news_minus_technical,runtime_seconds_delta_news_minus_technical,direction_accuracy_delta_pp
lstm_cnn,2025,fold_1,2022,20,31.21010206734642,24.262434085117828,2.474467483936817,-0.9664341427079288,0.46473029045643155,7.524303099999997,38.842549506480324,29.332471859900295,2.993020976642647,-2.0458217535298737,0.45643153526970953,8.30015959999946,7.632447439133905,5.070037774782467,0.5185534927058302,-1.079387610821945,0.7758564999994633,-0.8298755186722018
lstm_cnn,2025,fold_2,2023,20,27.749423073522586,22.14869110714259,2.4182338888540853,0.6110465050140532,0.5102880658436214,8.074178900000334,28.825734054371736,22.922052549047727,2.482567207721229,0.5802888443307854,0.5308641975308642,7.716290399999707,1.0763109808491507,0.7733614419051378,0.06433331886714377,-0.030757660683267796,-0.35788850000062666,2.0576131687242816
lstm_cnn,2025,fold_3,2024,20,27.979237614957903,23.182898079938553,2.747456946457932,0.5963153972187061,0.5286885245901639,8.845834600000671,40.41396639531848,32.45205527396963,3.8525300686493997,0.15776480829016792,0.5040983606557377,9.202743399999235,12.43472878036058,9.269157194031074,1.1050731221914676,-0.43855058892853815,0.35690879999856406,-2.4590163934426257
lstm_cnn,2025,fold_4,2025,20,57.0009910508037,41.182121430630346,5.447988896975258,-0.2542483006213221,0.5598290598290598,9.889408499999263,54.50991562612927,40.73628984826496,5.323862015025253,-0.14701666452589235,0.5384615384615384,10.11169239999981,-2.4910754246744276,-0.4458315823653862,-0.12412688195000499,0.10723163609542974,0.22228390000054787,-2.1367521367521403
lstm_cnn_attention,42,fold_1,2022,20,39.34101921929956,32.08462073322648,3.258817223328002,-2.124497938726267,0.4605809128630705,9.574743500000295,37.06601368906574,30.030248515185473,3.050367770006346,-1.7735806056381747,0.4730290456431535,9.724800900000446,-2.2750055302338197,-2.0543722180410064,-0.2084494533216561,0.35091733308809214,0.15005740000015066,1.2448132780082999
lstm_cnn_attention,42,fold_2,2023,20,31.52899168657455,26.106917244583475,2.8136814911287225,0.49787721885224245,0.522633744855967,11.396708000000217,33.975288724801885,28.38098578630159,3.0736814577701206,0.4169362066310883,0.49382716049382713,14.309342200000174,2.4462970382273355,2.2740685417181155,0.25999996664139813,-0.08094101222115413,2.9126341999999568,-2.8806584362139898
lstm_cnn_attention,42,fold_3,2024,20,35.55141289420676,29.50481209119812,3.4827414185412664,0.348245313917777,0.5532786885245902,14.143279699999766,28.93145140005757,23.642089266029533,2.7890968669544156,0.5683707430122623,0.5450819672131147,13.764796800000113,-6.619961494149194,-5.862722825168586,-0.6936445515868508,0.2201254290944853,-0.37848289999965345,-0.8196721311475419
lstm_cnn_attention,42,fold_4,2025,20,60.14712807652506,45.34159149239206,5.979736282832221,-0.3965243056124643,0.5299145299145299,17.160955999999715,72.90830609758089,55.593129547146646,7.332009440560998,-1.0519781147618903,0.5213675213675214,17.86426870000105,12.761178021055834,10.251538054754583,1.352273157728777,-0.655453809149426,0.7033127000013337,-0.8547008547008517
lstm_cnn_attention,123,fold_1,2022,20,36.691465046174514,29.897267743833808,3.044332381115523,-1.7178102622146847,0.4979253112033195,9.642484999999397,41.47280912856816,32.165283713830455,3.272717926869522,-2.4722895569131085,0.4730290456431535,9.73167899999953,4.781344082393645,2.2680159699966467,0.22838554575399916,-0.7544792946984238,0.08919400000013411,-2.4896265560165998
lstm_cnn_attention,123,fold_2,2023,20,28.132006213788493,23.154264875704353,2.5056463834239717,0.6002475161144815,0.5061728395061729,11.543489800000316,27.581257013795867,22.604278459205535,2.4397636993066465,0.6157464645435349,0.51440329218107,11.381006300000081,-0.5507491999926266,-0.5499864164988182,-0.06588268411732523,0.015498948429053416,-0.16248350000023493,0.8230452674897082
lstm_cnn_attention,123,fold_3,2024,20,31.544853185211075,26.249307592462312,3.1021782990121323,0.4868699450318613,0.5573770491803278,14.079852299999402,32.50229078028071,26.303831351272393,3.106306110093943,0.45524857541034225,0.5655737704918032,14.160680999999386,0.957437595069635,0.05452375881008109,0.004127811081810595,-0.03162136962151907,0.08082869999998366,0.8196721311475419
lstm_cnn_attention,123,fold_4,2025,20,42.576337244249835,31.850348627327843,4.204236705380706,0.30023002787821707,0.5555555555555556,19.1954609000004,42.41558978447052,32.31735734910791,4.250535870606726,0.3055040324613708,0.5341880341880342,18.92073260000143,-0.1607474597793157,0.4670087217800649,0.04629916522602073,0.005274004583153746,-0.2747282999989693,-2.1367521367521403
lstm_cnn_attention,456,fold_1,2022,20,38.27721756107407,29.663103385406902,3.0161175356355208,-1.9578064351327051,0.4730290456431535,10.116373899999417,41.28553478234992,31.138925382848605,3.16303911738971,-2.4410014628055836,0.42738589211618255,10.002205499999945,3.0083172212758527,1.4758219974417024,0.14692158175418912,-0.4831950276728785,-0.11416839999947115,-4.564315352697096
lstm_cnn_attention,456,fold_2,2023,20,25.157348120299456,20.5795464814396,2.2261919832738313,0.6803170453480163,0.5102880658436214,11.368316799998865,27.25143296866264,21.25858745407666,2.285106135319481,0.6248815292391995,0.5596707818930041,11.559714700000768,2.0940848483631846,0.6790409726370612,0.05891415204564954,-0.05543551610881681,0.1913979000019026,4.938271604938271
lstm_cnn_attention,456,fold_3,2024,20,28.66386922679031,23.06967302132825,2.7124567965891235,0.5763179552034976,0.5450819672131147,13.677003700000569,35.831785013714295,29.977907614111896,3.5350467991876924,0.3379248015952674,0.5245901639344263,14.174456099999588,7.1679157869239845,6.908234592783646,0.8225900025985688,-0.2383931536082302,0.4974523999990197,-2.049180327868849
lstm_cnn_attention,456,fold_4,2025,20,63.38076293935957,48.66264271170155,6.415809114905577,-0.5507208756341857,0.5427350427350427,18.633785500000158,58.020432818749356,44.35168361090186,5.845091850181898,-0.2995130240142494,0.5470085470085471,18.21879439999975,-5.3603301206102145,-4.310959100799693,-0.5707172647236787,0.2512078516199363,-0.41499110000040673,0.42735042735043693
lstm_cnn_attention,789,fold_1,2022,20,35.80900357388864,30.053109706610552,3.057284185228221,-1.588650988148944,0.4730290456431535,9.751891500000056,37.949814544680244,31.262152764119538,3.18513408290138,-1.9074238189085424,0.4979253112033195,9.93736219999937,2.1408109707916054,1.2090430575089854,0.12784989767315924,-0.3187728307595985,0.1854706999993141,2.4896265560165998
lstm_cnn_attention,789,fold_2,2023,20,30.481685232768196,24.53811217683822,2.6586389974791342,0.5306814613458365,0.5349794238683128,11.968312099999821,31.766201884928773,25.542246365547168,2.7591326601707946,0.4902932969747691,0.5020576131687243,11.740250499999092,1.2845166521605762,1.0041341887089494,0.10049366269166038,-0.0403881643710674,-0.2280616000007285,-3.292181069958844
lstm_cnn_attention,789,fold_3,2024,20,45.11042449784205,37.042714767666126,4.415516739466151,-0.04935940601978572,0.5573770491803278,14.216324899998654,50.85582812423198,42.18238952120795,5.027220963794508,-0.33368078214352126,0.5204918032786885,13.884995700000218,5.74540362638993,5.139674753541826,0.6117042243283572,-0.28432137612373554,-0.3313291999984358,-3.688524590163933
lstm_cnn_attention,789,fold_4,2025,20,94.44440630342582,70.95113636535456,9.363922297600803,-2.443270880600888,0.5299145299145299,18.470120700001644,67.1860612058857,50.06926252361291,6.605910151646766,-0.7425171876142254,0.5598290598290598,17.390428799999427,-27.25834509754013,-20.881873841741644,-2.758012145954037,1.7007536929866625,-1.0796919000022172,2.991452991452992
lstm_cnn_attention,2025,fold_1,2022,20,36.0436180895514,29.753948352396236,3.026376037508736,-1.6226829139356544,0.45643153526970953,9.616364900000008,38.28807119579427,31.064490907681936,3.158504420661391,-1.9594840650188887,0.43983402489626555,9.844861699999456,2.244453106242865,1.3105425552857,0.13212838315265474,-0.3368011510832343,0.22849679999944783,-1.659751037344398
lstm_cnn_attention,2025,fold_2,2023,20,29.34520664514984,24.503324448561944,2.6426060460980993,0.5650251912672353,0.5308641975308642,13.384490899999946,32.40456646668066,26.81252452380371,2.898786972947148,0.46960161550948,0.51440329218107,12.08801350000067,3.0593598215308226,2.3092000752417654,0.2561809268490487,-0.09542357575775529,-1.2964773999992758,-1.6460905349794275
lstm_cnn_attention,2025,fold_3,2024,20,49.75094211773721,41.610471855807475,4.9481413853451786,-0.27635960344170374,0.5450819672131147,14.224683999998888,34.6915498445744,27.518470429719457,3.267795492065062,0.3793913325962375,0.5450819672131147,13.926462499999616,-15.059392273162807,-14.092001426088018,-1.6803458932801165,0.6557509360379412,-0.29822149999927205,0.0
lstm_cnn_attention,2025,fold_4,2025,20,78.37188802204365,60.58749117914937,7.959989496450801,-1.371042434490228,0.5427350427350427,17.691828799999712,58.974401315991095,45.121448865125316,5.957799069692637,-0.34259736231931526,0.5341880341880342,17.426978800000143,-19.397486706052554,-15.466042314024051,-2.0021904267581636,1.0284450721709126,-0.26484999999956926,-0.8547008547008517
