model,selected_sequence_window,technical_rmse_mean,news_rmse_mean,rmse_delta_news_minus_technical,rmse_delta_ci95_lower,rmse_delta_ci95_upper,rmse_exact_sign_flip_pvalue,technical_direction_accuracy_mean,news_direction_accuracy_mean,direction_accuracy_delta_pp,direction_accuracy_delta_pp_ci95_lower,direction_accuracy_delta_pp_ci95_upper,direction_exact_sign_flip_pvalue,technical_runtime_seconds_mean,news_runtime_seconds_mean,paired_outer_folds,seeds_per_fold
cnn,5,19.246583081208705,18.691495030986033,-0.5550880502226748,-2.798776544350419,1.6886004439050692,0.5,0.5126792502201583,0.5151589479337403,0.24796977135820347,-1.7466632825494488,2.242602825265856,0.625,4.138051500000029,4.197256450000213,4,5
lstm,5,17.55598233485905,17.25064983273964,-0.3053325021194111,-7.341990148550871,6.731325144312049,1.0,0.502602030160813,0.5235823471296871,2.098031696887406,-0.10984575613291803,4.30590914990773,0.125,5.534487125000078,5.491735690000087,4,5
lstm_attention,20,45.318415033219225,38.40485153233287,-6.913563500886352,-18.340192006122933,4.513065004350229,0.125,0.5080005286984782,0.5006238038581832,-0.7376724840294965,-2.433138683363939,0.957793715304946,0.375,10.955139475000033,10.707755854999778,4,5
lstm_cnn,20,30.38436646233152,33.035466601582925,2.65110013925141,-1.6492783232223642,6.951478601725184,0.125,0.5277827201277231,0.5148321410324562,-1.295057909526691,-2.4185090275940713,-0.1716067914593109,0.125,8.584725724999952,8.914999354999782,4,5
lstm_cnn_attention,20,43.017479294798,41.56793433924324,-1.4495449555547697,-8.734293134290606,5.835203223181066,0.875,0.5212492772196761,0.5146483164066057,-0.6600960813070337,-1.451622278767751,0.1314301161536836,0.125,13.492823644999863,13.502591595000013,4,5
