stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds,news_start_year
track_b_fusion,lstm_cnn,technical_vmd,20,42,fold_2,2019,2022,2023,969,243,20.982796478970805,16.87980064960665,1.8091913058272884,0.7776093633639993,0.5349794238683128,7.97807290000037,2019
track_b_fusion,lstm_cnn,technical_vmd,20,42,fold_3,2019,2023,2024,1212,244,23.996382497092757,20.51038178584614,2.4178799960316084,0.7030645950052004,0.5204918032786885,8.998634699999457,2019
track_b_fusion,lstm_cnn,technical_vmd,20,42,fold_4,2019,2024,2025,1456,234,33.405094472163206,25.736341549188666,3.3688616058999035,0.5692313227507197,0.5256410256410257,10.07859869999993,2019
track_b_fusion,lstm_cnn,technical_vmd,20,123,fold_1,2019,2021,2022,728,241,30.900976841659308,24.14646341646856,2.4630400092325138,-0.9276733591372779,0.4979253112033195,7.39008879999983,2019
track_b_fusion,lstm_cnn,technical_vmd,20,123,fold_2,2019,2022,2023,969,243,22.193192199326358,18.64058043597166,2.0137653760652636,0.7512120679756376,0.5267489711934157,7.7268221000003905,2019
track_b_fusion,lstm_cnn,technical_vmd,20,123,fold_3,2019,2023,2024,1212,244,25.141956135549307,20.434992884768793,2.4149124435749343,0.6740368090501774,0.5245901639344263,8.827842200000305,2019
track_b_fusion,lstm_cnn,technical_vmd,20,123,fold_4,2019,2024,2025,1456,234,36.07874367689816,26.882997792546565,3.530381181288665,0.49751682961856936,0.5683760683760684,9.837960700000622,2019
track_b_fusion,lstm_cnn,technical_vmd,20,456,fold_1,2019,2021,2022,728,241,31.179422918076188,25.56205279045577,2.604762489442759,-0.962570081298481,0.5311203319502075,7.812181899999814,2019
track_b_fusion,lstm_cnn,technical_vmd,20,456,fold_2,2019,2022,2023,969,243,19.264337053019315,15.722809180580526,1.697937923545971,0.8125446248969268,0.551440329218107,7.55865520000043,2019
track_b_fusion,lstm_cnn,technical_vmd,20,456,fold_3,2019,2023,2024,1212,244,29.06641972245299,23.00941814540838,2.7295820007163982,0.5643341558536634,0.5368852459016393,8.967475199999171,2019
track_b_fusion,lstm_cnn,technical_vmd,20,456,fold_4,2019,2024,2025,1456,234,26.461135165656874,21.131906967830453,2.737801765470066,0.7297064698148532,0.5726495726495726,10.04337409999971,2019
track_b_fusion,lstm_cnn,technical_vmd,20,789,fold_1,2019,2021,2022,728,241,21.06023545106114,16.651488225262188,1.6959932885384312,0.10460333447953507,0.49377593360995853,7.835648100000071,2019
track_b_fusion,lstm_cnn,technical_vmd,20,789,fold_2,2019,2022,2023,969,243,19.585025175696078,15.515533939570549,1.6751575489191304,0.8062516423037348,0.551440329218107,7.878362299999935,2019
track_b_fusion,lstm_cnn,technical_vmd,20,789,fold_3,2019,2023,2024,1212,244,38.40176343409615,32.226508462883395,3.8103374590256456,0.23954631680072613,0.5368852459016393,8.782845399999132,2019
track_b_fusion,lstm_cnn,technical_vmd,20,789,fold_4,2019,2024,2025,1456,234,64.1028389508708,48.88433600505192,6.42359164477478,-0.5862558454394433,0.5170940170940171,10.04564709999977,2019
track_b_fusion,lstm_cnn,technical_vmd,20,2025,fold_1,2019,2021,2022,728,241,31.21010206734642,24.262434085117828,2.474467483936817,-0.9664341427079288,0.46473029045643155,7.524303099999997,2019
track_b_fusion,lstm_cnn,technical_vmd,20,2025,fold_2,2019,2022,2023,969,243,27.749423073522586,22.14869110714259,2.4182338888540853,0.6110465050140532,0.5102880658436214,8.074178900000334,2019
