variant,balanced_accuracy_mean,balanced_accuracy_std,direction_accuracy_mean,mcc_mean,binary_crossentropy_mean,brier_score_mean,inner_folds
cnn_trend_shap,0.5005226116646924,0.00073908450406232,0.4823816872427984,0.0015775382641081972,2.2302525182281356,0.36511483039845605,2
lstm_price_shap,0.5255730847315903,0.030844525109184895,0.5136059670781893,0.06720279587108029,0.7200978472749435,0.26267786090747236,2
simple_average_shap,0.501776879659954,0.002512887313811825,0.48654835390946505,0.004247914255166436,0.8163330996055047,0.29849489813755936,2
leader_no_disagreement_shap,0.5195456762594941,0.02764176045193039,0.511548353909465,0.03907365888847517,0.9251948419230864,0.31849662176069793,2
pit_tldn_all_features,0.4987979931712076,0.0016998943593432888,0.480298353909465,-0.0037975747320770094,0.8738739009326864,0.3098554066443846,2
pit_tldn,0.5199811859800711,0.02825766420531564,0.5052983539094651,0.04632623935898065,1.1972310960067984,0.3417962774400343,2
