model,fold,test_year,base_seed,arm,window,n_test,fit_seconds,inference_seconds,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share
lstm,fold_3,2024,456,News-Only,5,244,4.793542799998249,0.5318693000008352,83.21475169469883,73.97379752836265,8.7539974643052,-2.570845624799603,0.5450819672131147,0.5579446799919241,0.14802219663021315,1.0,244,0,0,31,96,15,102,0.8114754098360656
lstm,fold_3,2024,456,Global-Numeric-Shuffled-News,5,244,4.595689299996593,0.3583924000049592,11.088212103240151,9.009391152489874,1.041203540113146,0.9365993834069282,0.48770491803278687,0.4839827713843462,-0.03254100153193748,1.0,244,0,0,73,54,71,46,0.4098360655737705
lstm,fold_3,2024,456,Global-Numeric-Lagged-News,5,244,5.1277894000013475,0.5114382999963709,11.040873999675476,8.8035932685215,1.020757849460553,0.9371395711999728,0.5,0.4954572986069049,-0.009308592962494987,1.0,244,0,0,77,50,72,45,0.38934426229508196
lstm,fold_3,2024,456,Global-Numeric-Random-Features,5,244,5.86341469999752,0.5020089000026928,11.36204577119973,9.103131070405738,1.05164297102134,0.9334292421839986,0.4959016393442623,0.48916481593646943,-0.022919051837629042,1.0,244,0,0,83,44,79,38,0.3360655737704918
