fold,rmse_mean,rmse_std,mae_mean,mae_std,mape_mean,mape_std,r2_mean,r2_std,direction_accuracy_mean,direction_accuracy_std
fold_1,28.55886740983059,2.8279038259601417,22.42084875599081,1.6649601814211952,2.273604820856902,0.16287659774219906,-0.6594504949793807,0.3364043059081905,0.4796680497925311,0.012309043132109
fold_2,29.2100219176862,2.5465075532515415,22.426077462616277,2.6421822139281392,2.430923033639172,0.2929621058989707,0.5664031494696105,0.07871963084015085,0.5292181069958847,0.010731197374819186
fold_3,33.92367790897238,3.959968170589435,26.49980230262243,3.29076127240061,3.1323205877002795,0.3961053433195347,0.40009161393722675,0.1436140909713069,0.5131147540983607,0.009784701955994542
fold_4,81.61842379500372,24.868916778130792,61.243496586577535,17.73201813359388,8.079577373277235,2.3679153608665695,-1.7625460322371524,1.5035419967530137,0.5410256410256411,0.008861727074071658
