rmse_mean,rmse_std,mae_mean,mae_std,mape_mean,mape_std,r2_mean,r2_std,direction_accuracy_mean,direction_accuracy_std
43.32774775787322,5.384288552157719,33.14755627695176,3.9573905518441777,3.979106453868397,0.532554900553987,-0.3638754409524239,0.31961596837924333,0.5157566379781044,0.008080160597021113
