seed,rmse,mae,mape,r2,direction_accuracy
42,48.94864153962169,37.0710867522297,4.507354542471873,-0.6895551957579191,0.5115738210619323
123,47.373493606972076,36.0442409267763,4.3796433357790825,-0.619908306490739,0.5260819706260871
456,35.658878128920435,27.142536297571752,3.186423549949812,0.0999876663951986,0.5053314772362607
789,44.22525968192322,33.85044284463029,4.08042923658376,-0.3912180068631257,0.5148001363423217
2025,40.43246583192869,31.629474563550772,3.741681604557458,-0.21868336204553426,0.5209957846239203
