stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
window_selection,lstm,full_ta,20,42,fold_1,2012,2017,2018,1386,245,38.742014606461055,33.683517586873506,2.9276429206968975,0.1888753665963483,0.5142857142857142,8.425243000034243
window_selection,lstm,full_ta,20,42,fold_2,2012,2018,2019,1631,244,48.1094549512397,46.63189622419277,4.2818325417852225,-2.786166205686113,0.47950819672131145,9.06767730001593
window_selection,lstm,full_ta,20,42,fold_3,2012,2019,2020,1875,243,26.97657244267614,17.66068260846348,2.089250277475322,0.9091017914656623,0.5432098765432098,8.2614713999792
window_selection,lstm,full_ta,20,42,fold_4,2012,2020,2021,2118,241,18.032705775624603,14.551478277558585,1.517942943954116,0.2983270552374382,0.45228215767634855,10.484284100006334
