model,seed,fold,test_year,sequence_window,rmse_technical,mae_technical,mape_technical,r2_technical,direction_accuracy_technical,balanced_accuracy_technical,mcc_technical,direction_coverage_technical,runtime_seconds_technical,rmse_news,mae_news,mape_news,r2_news,direction_accuracy_news,balanced_accuracy_news,mcc_news,direction_coverage_news,runtime_seconds_news,rmse_delta_news_minus_technical,mae_delta_news_minus_technical,mape_delta_news_minus_technical,r2_delta_news_minus_technical,mcc_delta_news_minus_technical,direction_coverage_delta_news_minus_technical,runtime_seconds_delta_news_minus_technical,direction_accuracy_delta_pp,balanced_accuracy_delta_pp
lstm_attention,123,fold_3,2024,10,64.04885067663892,56.00291815790973,6.652338592802002,-1.1154029897001814,0.5409836065573771,0.5516521973214886,0.12053182113563636,1.0,8.134508499999356,30.38878861288927,25.41653863688471,3.0090312480479917,0.5237914285038504,0.5368852459016393,0.5514166498418467,0.144859054101263,1.0,8.192756200005533,-33.66006206374965,-30.586379521025023,-3.64330734475401,1.6391944182040317,0.024327232965626652,0.0,0.05824770000617718,-0.4098360655737765,-0.02355474796419399
lstm_attention,123,fold_4,2025,10,131.6726673418684,121.60314171868508,15.68646116329366,-5.692832785335134,0.48717948717948717,0.5,0.0,1.0,9.121435199995176,27.744734863763572,21.97611685736312,2.829565342101896,0.7028471732942677,0.5555555555555556,0.5607456140350877,0.1326224439348282,1.0,8.865488300005381,-103.92793247810482,-99.62702486132196,-12.856895821191765,6.395679958629402,0.1326224439348282,0.0,-0.2559468999897945,6.837606837606841,6.074561403508771
lstm_attention,456,fold_1,2022,10,34.9388969831376,28.4442901612021,2.888474220392664,-1.4643784858350495,0.4666666666666667,0.5096620054809922,0.03144312847487625,1.0,6.5669335999991745,46.779268529786265,41.65708520673621,4.231240243429668,-3.417696554743805,0.45416666666666666,0.5075187969924813,0.0822228616409857,1.0,6.459235399997851,11.840371546648662,13.212795045534111,1.342766023037004,-1.9533180689087555,0.05077973316610945,0.0,-0.10769820000132313,-1.250000000000001,-0.2143208488510906
lstm_attention,456,fold_2,2023,10,21.49173238981436,17.349341697992106,1.880975188820153,0.7666903995180291,0.5454545454545454,0.5578399122807017,0.12735083250547663,1.0,7.478042700000515,21.403240113139812,17.00147025100487,1.8389082897456561,0.7686077500746401,0.5661157024793388,0.575452302631579,0.15868003799643227,1.0,7.400396699995326,-0.08849227667454684,-0.3478714469872344,-0.04206689907449679,0.0019173505566110194,0.031329205490955636,0.0,-0.0776460000051884,2.066115702479343,1.761239035087725
lstm_attention,456,fold_3,2024,10,16.935362759255025,13.787157197555558,1.6085074869721487,0.852102974552962,0.5040983606557377,0.5078067164681338,0.015860320074389696,1.0,7.987167399995087,20.542700442913272,16.59313529513897,1.9505726795392042,0.7823866681824618,0.5450819672131147,0.5545797159970388,0.12276486472145764,1.0,8.667617500002962,3.6073376836582476,2.805978097583413,0.3420651925670555,-0.06971630637050019,0.10690454464706795,0.0,0.6804501000078744,4.098360655737709,4.677299952890501
lstm_attention,456,fold_4,2025,10,39.32168670836251,31.239955171950346,4.0729590374376965,0.4031255546246746,0.5170940170940171,0.5199561403508772,0.040922379553556744,1.0,8.789315100002568,40.7121569388153,33.10137634675472,4.297444910123055,0.36016656308956707,0.5042735042735043,0.5072368421052632,0.014870296936986566,1.0,8.90149570000358,1.3904702304527845,1.8614211748043736,0.22448587268535825,-0.042958991535107516,-0.026052082616570178,0.0,0.11218060000101104,-1.2820512820512886,-1.271929824561402
lstm_attention,789,fold_1,2022,10,21.80607526518845,17.786218573671146,1.8114394539927998,0.04006010397266346,0.5125,0.5007729604384794,0.0015742170680148044,1.0,6.604903100000229,22.20557718858593,18.522514520482886,1.8905163186747393,0.004564417667977438,0.5041666666666667,0.4886866699458927,-0.023454629462495737,1.0,6.5016883999996935,0.39950192339748014,0.7362959468117403,0.07907686468193953,-0.035495686304686025,-0.025028846530510542,0.0,-0.10321470000053523,-0.8333333333333304,-1.2086290492586693
lstm_attention,789,fold_2,2023,10,17.722354899394315,14.003010977040597,1.5129112709657584,0.8413527237899827,0.5330578512396694,0.5365268640350878,0.07342450394355188,1.0,7.96950530000322,17.2540534183655,13.83954925914851,1.491022619802632,0.8496262472587153,0.5371900826446281,0.5346765350877193,0.06952480730220945,1.0,7.423100699998031,-0.4683014810288135,-0.16346171789208697,-0.021888651163126438,0.008273523468732558,-0.0038996966413424317,0.0,-0.5464046000051894,0.4132231404958664,-0.18503289473684736
lstm_attention,789,fold_3,2024,10,16.574208311497454,13.46072894312807,1.5708970703396212,0.8583436596450845,0.5122950819672131,0.5207281782084932,0.0454104127271385,1.0,8.394351299997652,16.17669004792364,12.970401055666255,1.509402007283552,0.8650571865817154,0.5245901639344263,0.5338851874284944,0.07585961681916416,1.0,8.451984499995888,-0.39751826357381503,-0.4903278874618149,-0.06149506305606933,0.006713526936630854,0.03044920409202566,0.0,0.057633199998235796,1.2295081967213184,1.3157009220001292
lstm_attention,789,fold_4,2025,10,20.261220933549666,15.84631849294544,2.010480948059821,0.8415289510910287,0.5256410256410257,0.5252192982456141,0.05045150605744391,1.0,9.52655539999978,20.545743589430415,16.432507021994542,2.081154960806113,0.8370469717288638,0.5042735042735043,0.5041666666666667,0.0083308977543442,1.0,9.168080800001917,0.28452265588074965,0.5861885290491031,0.07067401274629193,-0.0044819793621648785,-0.04212060830309971,0.0,-0.35847459999786224,-2.1367521367521403,-2.1052631578947434
lstm_attention,2025,fold_1,2022,10,22.586991955480897,17.91613875476651,1.8227230400072707,-0.029925527524451656,0.48333333333333334,0.48724615276509026,-0.02542919260101351,1.0,6.48136119999981,19.899659018765856,15.729831792284344,1.6002019241142034,0.20057026504719788,0.5041666666666667,0.5133511348464619,0.026921662126716418,1.0,6.662197099998593,-2.687332936715041,-2.186306962482167,-0.22252111589306733,0.23049579257164954,0.05235085472772993,0.0,0.18083589999878313,2.0833333333333313,2.6104982081371633
lstm_attention,2025,fold_2,2023,10,25.62428042251882,20.378916570801774,2.2116137044690407,0.6683399831387826,0.5495867768595041,0.5660635964912281,0.15947065652814804,1.0,7.416301500001282,28.035479254101823,22.56849331564862,2.4388875440449214,0.6029860831149413,0.5289256198347108,0.5450932017543859,0.10812414200570766,1.0,7.441864100001112,2.411198831583004,2.189576744846846,0.22727383957588065,-0.06535390002384134,-0.05134651452244038,0.0,0.025562599999830127,-2.066115702479332,-2.0970394736842146
