stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds,news_start_year
track_b_fusion,cnn,technical_vmd_news,20,2025,fold_1,2019,2021,2022,727,241,25.546333150536046,20.324643798111875,2.0670301783609184,-0.31748649244811755,0.5,0.49040826364977863,-0.01936947208074939,1.0,240,1,0,43,64,56,77,0.5875,3.1764813999980106,2019
track_b_fusion,cnn,technical_vmd_news,20,2025,fold_2,2019,2022,2023,968,243,19.62243378169277,16.00548761159305,1.7167795673726467,0.805510792819351,0.5537190082644629,0.5527001096491229,0.105313648261628,1.0,242,1,0,73,55,53,61,0.4793388429752066,3.549378200004867,2019
track_b_fusion,cnn,technical_vmd_news,20,2025,fold_3,2019,2023,2024,1211,244,28.34810958336652,22.792192911657136,2.6936699890595146,0.5856010582189983,0.5040983606557377,0.5165556228548355,0.04161229388863484,1.0,244,0,0,27,100,21,96,0.8032786885245902,3.9011780000000726,2019
track_b_fusion,cnn,technical_vmd_news,20,2025,fold_4,2019,2024,2025,1455,234,21.5317826194578,17.667999941827656,2.229253886065227,0.8210306415596534,0.5384615384615384,0.5368421052631579,0.07427290864904523,1.0,234,0,0,72,48,60,54,0.4358974358974359,4.16530849999981,2019
track_b_fusion,lstm,technical_vmd,5,42,fold_1,2019,2021,2022,727,241,23.541394887221646,18.814365346812636,1.9194248704471333,-0.11880246067586087,0.5041666666666667,0.5371021010470101,0.09220935323096642,1.0,240,1,0,90,17,102,31,0.2,4.4596882999976515,2019
track_b_fusion,lstm,technical_vmd,5,42,fold_2,2019,2022,2023,968,243,17.680745760523113,13.315041063994554,1.4223416064055086,0.8420968040606926,0.5206611570247934,0.5032209429824561,0.008063971040457649,1.0,242,1,0,103,25,91,23,0.19834710743801653,4.563891400001012,2019
track_b_fusion,lstm,technical_vmd,5,42,fold_3,2019,2023,2024,1211,244,13.89579982499326,10.915611608568273,1.2777941056536786,0.9004279312156688,0.48360655737704916,0.4783632815128878,-0.044704348494179376,1.0,244,0,0,77,50,76,41,0.3729508196721312,4.868809500003408,2019
track_b_fusion,lstm,technical_vmd,5,42,fold_4,2019,2024,2025,1455,234,14.653188793990914,11.717330768692952,1.4906572523491555,0.9171136532484068,0.5042735042735043,0.4975877192982456,-0.005651931272574853,1.0,234,0,0,91,29,87,27,0.23931623931623933,5.243459500001336,2019
track_b_fusion,lstm,technical_vmd,5,123,fold_1,2019,2021,2022,727,241,29.58738840698859,25.979943547199415,2.646928049357135,-0.7672675132487781,0.44583333333333336,0.5,0.0,1.0,240,1,0,107,0,133,0,0.0,4.772893000001204,2019
track_b_fusion,lstm,technical_vmd,5,123,fold_2,2019,2022,2023,968,243,10.940817913207265,8.844751292108986,0.9491162282314219,0.9395370487071271,0.5413223140495868,0.5457785087719298,0.09243214578410554,1.0,242,1,0,60,68,43,71,0.5743801652892562,4.506162999998196,2019
track_b_fusion,lstm,technical_vmd,5,123,fold_3,2019,2023,2024,1211,244,15.534701033074043,13.102393049194657,1.5284767885855486,0.8755553498424749,0.4672131147540984,0.484487515983579,-0.05784130389109728,1.0,244,0,0,8,119,11,106,0.9221311475409836,5.05185089999577,2019
track_b_fusion,lstm,technical_vmd,5,123,fold_4,2019,2024,2025,1455,234,14.433829487176462,11.528664823481414,1.47678967422826,0.919576707495362,0.49572649572649574,0.49890350877192985,-0.002262874362432296,1.0,234,0,0,45,75,43,71,0.6239316239316239,5.301183100003982,2019
track_b_fusion,lstm,technical_vmd,5,456,fold_1,2019,2021,2022,727,241,13.908342509658562,11.041324081351641,1.1242601467062325,0.6094831454609326,0.5125,0.4980324643384161,-0.0040588891212288,1.0,240,1,0,39,68,49,84,0.6333333333333333,4.219502300002205,2019
track_b_fusion,lstm,technical_vmd,5,456,fold_2,2019,2022,2023,968,243,16.729288033121033,13.665369184301737,1.470541343198208,0.8586340946731379,0.5206611570247934,0.4950657894736842,-0.02109957172992824,1.0,242,1,0,120,8,108,6,0.05785123966942149,4.5552542000004905,2019
track_b_fusion,lstm,technical_vmd,5,456,fold_3,2019,2023,2024,1211,244,10.889637519130233,8.660824204407271,1.0012963543186755,0.9388498848255826,0.5286885245901639,0.5236893465239922,0.048838482385137896,1.0,244,0,0,82,45,70,47,0.3770491803278688,4.839416499999061,2019
track_b_fusion,lstm,technical_vmd,5,456,fold_4,2019,2024,2025,1455,234,12.684041842248963,10.130766491634594,1.2817964342636232,0.9378939312025295,0.44871794871794873,0.44956140350877194,-0.10108059326648125,1.0,234,0,0,50,70,59,55,0.5341880341880342,5.358215300002485,2019
track_b_fusion,lstm,technical_vmd,5,789,fold_1,2019,2021,2022,727,241,15.20442487369992,11.819140033593332,1.2071945002694546,0.5333094334419314,0.5166666666666667,0.5365048134354578,0.07774253063252044,1.0,240,1,0,77,30,86,47,0.32083333333333336,4.561655000004976,2019
track_b_fusion,lstm,technical_vmd,5,789,fold_2,2019,2022,2023,968,243,17.248973331650863,13.852715256366235,1.4839934725584816,0.8497147828887248,0.5578512396694215,0.5407757675438596,0.10130079563036945,1.0,242,1,0,107,21,86,28,0.2024793388429752,4.534247099996719,2019
track_b_fusion,lstm,technical_vmd,5,789,fold_3,2019,2023,2024,1211,244,18.846360557614577,15.472264836826275,1.8191921059543699,0.8168421980656266,0.5081967213114754,0.5201561343293627,0.04952999549547755,1.0,244,0,0,29,98,22,95,0.7909836065573771,4.807943700005126,2019
track_b_fusion,lstm,technical_vmd,5,789,fold_4,2019,2024,2025,1455,234,17.289665320838683,13.247647154855928,1.7061515843597779,0.8846037007356508,0.45726495726495725,0.45789473684210524,-0.08429375202509805,1.0,234,0,0,52,68,59,55,0.5256410256410257,5.385031199999503,2019
track_b_fusion,lstm,technical_vmd,5,2025,fold_1,2019,2021,2022,727,241,35.202972804118914,31.65864748914711,3.2301198148862746,-1.5017718901772454,0.44583333333333336,0.5,0.0,1.0,240,1,0,107,0,133,0,0.0,4.196245999999519,2019
track_b_fusion,lstm,technical_vmd,5,2025,fold_2,2019,2022,2023,968,243,14.465676639820966,11.557268764025887,1.2369140310819926,0.8943018789184431,0.5454545454545454,0.5352933114035088,0.07538945241186955,1.0,242,1,0,91,37,73,41,0.32231404958677684,4.5677490000016405,2019
track_b_fusion,lstm,technical_vmd,5,2025,fold_3,2019,2023,2024,1211,244,19.072653217344662,16.127738145711955,1.9013378289190337,0.8124173543901008,0.5204918032786885,0.5360051147452722,0.10955229306176453,1.0,244,0,0,20,107,10,107,0.8770491803278688,4.860678299999563,2019
track_b_fusion,lstm,technical_vmd,5,2025,fold_4,2019,2024,2025,1455,234,18.80782783467676,14.419299246789803,1.878065122074584,0.8634486527650349,0.5470085470085471,0.5526315789473684,0.11692108443873354,1.0,234,0,0,40,80,26,88,0.717948717948718,5.291547699998773,2019
track_b_fusion,lstm,technical_vmd_news,5,42,fold_1,2019,2021,2022,727,241,14.977331986878418,11.789874104607662,1.1981530788933643,0.5471462784272656,0.525,0.5367156208277704,0.07463675983519243,1.0,240,1,0,69,38,76,57,0.3958333333333333,4.337326499997289,2019
track_b_fusion,lstm,technical_vmd_news,5,42,fold_2,2019,2022,2023,968,243,15.556514906952653,12.105045829300035,1.2933856694072037,0.8777597074615637,0.5826446280991735,0.5771655701754386,0.15719586123433882,1.0,242,1,0,86,42,59,55,0.40082644628099173,4.5804234000024735,2019
track_b_fusion,lstm,technical_vmd_news,5,42,fold_3,2019,2023,2024,1211,244,14.76807017007931,11.92197235174842,1.3830196281738492,0.8875348604860019,0.5081967213114754,0.5198196379298742,0.04802483539707046,1.0,244,0,0,30,97,23,94,0.7827868852459017,4.850041300000157,2019
track_b_fusion,lstm,technical_vmd_news,5,42,fold_4,2019,2024,2025,1455,234,15.914560121077855,12.752104277819809,1.6138247916129433,0.9022294661702309,0.5341880341880342,0.5289473684210526,0.0634622718962488,1.0,234,0,0,88,32,77,37,0.2948717948717949,5.286877400001686,2019
track_b_fusion,lstm,technical_vmd_news,5,123,fold_1,2019,2021,2022,727,241,16.496533176495983,13.370029531118751,1.3641934919581413,0.45061803571159886,0.5375,0.5096268709156068,0.022355436944611756,1.0,240,1,0,27,80,31,102,0.7583333333333333,4.235132800000429,2019
track_b_fusion,lstm,technical_vmd_news,5,123,fold_2,2019,2022,2023,968,243,14.076513055933598,11.214667282972817,1.2071316781376689,0.8999124781003042,0.5743801652892562,0.5621573464912281,0.1374460537766235,1.0,242,1,0,99,29,74,40,0.28512396694214875,4.501144800000475,2019
track_b_fusion,lstm,technical_vmd_news,5,123,fold_3,2019,2023,2024,1211,244,15.664710888159567,12.654815954776073,1.4769551055366765,0.8734636800995724,0.5,0.5143010969782623,0.03983897021333951,1.0,244,0,0,21,106,16,101,0.8483606557377049,4.896038200000476,2019
track_b_fusion,lstm,technical_vmd_news,5,123,fold_4,2019,2024,2025,1455,234,17.850274009889787,14.04192615304174,1.8065605942534178,0.8769990453171105,0.47435897435897434,0.4800438596491228,-0.04453993340830444,1.0,234,0,0,31,89,34,80,0.7222222222222222,5.245892599996296,2019
track_b_fusion,lstm,technical_vmd_news,5,456,fold_1,2019,2021,2022,727,241,15.392324870647068,12.398447355660146,1.2630181605267097,0.5217032055012087,0.5458333333333333,0.5253671562082777,0.05460715923922911,1.0,240,1,0,36,71,38,95,0.6916666666666667,4.127016999998887,2019
track_b_fusion,lstm,technical_vmd_news,5,456,fold_2,2019,2022,2023,968,243,13.947856126928462,11.338781035505711,1.2165117303694561,0.9017336829072309,0.5454545454545454,0.528577302631579,0.07046492980367498,1.0,242,1,0,105,23,87,27,0.2066115702479339,4.427223399994546,2019
track_b_fusion,lstm,technical_vmd_news,5,456,fold_3,2019,2023,2024,1211,244,10.538043612739918,8.493452459361222,0.9838051658364975,0.9427348483569529,0.5040983606557377,0.5004037956793862,0.0008203613831580878,1.0,244,0,0,75,52,69,48,0.4098360655737705,4.887860399998317,2019
track_b_fusion,lstm,technical_vmd_news,5,456,fold_4,2019,2024,2025,1455,234,16.888728682495415,13.574622785382802,1.7416302411692306,0.8898935842002321,0.5042735042735043,0.5067982456140351,0.01386251250385488,1.0,234,0,0,49,71,45,69,0.5982905982905983,5.350890299996536,2019
track_b_fusion,lstm,technical_vmd_news,5,789,fold_1,2019,2021,2022,727,241,19.354039858821437,16.210078117065876,1.6533164586826428,0.24380763088370971,0.5083333333333333,0.4750895931417328,-0.06240234962198528,1.0,240,1,0,18,89,29,104,0.8041666666666667,4.235102699996787,2019
track_b_fusion,lstm,technical_vmd_news,5,789,fold_2,2019,2022,2023,968,243,24.136238232683475,19.708972335543667,2.088262052601443,0.7057415593248789,0.5371900826446281,0.5193256578947368,0.04917164550352477,1.0,242,1,0,106,22,90,24,0.19008264462809918,4.561260599999514,2019
track_b_fusion,lstm,technical_vmd_news,5,789,fold_3,2019,2023,2024,1211,244,21.559253063243222,17.436355531328026,2.047322089804162,0.7603166575006199,0.48770491803278687,0.4974426273638872,-0.005808882093047912,1.0,244,0,0,33,94,31,86,0.7377049180327869,4.9648832000020775,2019
track_b_fusion,lstm,technical_vmd_news,5,789,fold_4,2019,2024,2025,1455,234,23.96421943647636,20.079924845337604,2.530551968866007,0.778310418553566,0.4829059829059829,0.4932017543859649,-0.022827836317663216,1.0,234,0,0,11,109,12,102,0.9017094017094017,5.34863580000092,2019
track_b_fusion,lstm,technical_vmd_news,5,2025,fold_1,2019,2021,2022,727,241,15.837552508868589,12.461722720074954,1.2712258884205783,0.49363326944525665,0.49166666666666664,0.501159440657719,0.0023413647570136626,1.0,240,1,0,63,44,78,55,0.4125,4.229167500001495,2019
