stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds,news_start_year
track_b_fusion,lstm_attention,technical_vmd,10,456,fold_3,2019,2023,2024,1211,244,16.935362759255025,13.787157197555558,1.6085074869721487,0.852102974552962,0.5040983606557377,0.5078067164681338,0.015860320074389696,1.0,244,0,0,53,74,47,70,0.5901639344262295,7.987167399995087,2019
track_b_fusion,lstm_attention,technical_vmd,10,456,fold_4,2019,2024,2025,1455,234,39.32168670836251,31.239955171950346,4.0729590374376965,0.4031255546246746,0.5170940170940171,0.5199561403508772,0.040922379553556744,1.0,234,0,0,49,71,42,72,0.6111111111111112,8.789315100002568,2019
track_b_fusion,lstm_attention,technical_vmd,10,789,fold_1,2019,2021,2022,727,241,21.80607526518845,17.786218573671146,1.8114394539927998,0.04006010397266346,0.5125,0.5007729604384794,0.0015742170680148044,1.0,240,1,0,42,65,52,81,0.6083333333333333,6.604903100000229,2019
track_b_fusion,lstm_attention,technical_vmd,10,789,fold_2,2019,2022,2023,968,243,17.722354899394315,14.003010977040597,1.5129112709657584,0.8413527237899827,0.5330578512396694,0.5365268640350878,0.07342450394355188,1.0,242,1,0,61,67,46,68,0.5578512396694215,7.96950530000322,2019
track_b_fusion,lstm_attention,technical_vmd,10,789,fold_3,2019,2023,2024,1211,244,16.574208311497454,13.46072894312807,1.5708970703396212,0.8583436596450845,0.5122950819672131,0.5207281782084932,0.0454104127271385,1.0,244,0,0,40,87,32,85,0.7049180327868853,8.394351299997652,2019
track_b_fusion,lstm_attention,technical_vmd,10,789,fold_4,2019,2024,2025,1455,234,20.261220933549666,15.84631849294544,2.010480948059821,0.8415289510910287,0.5256410256410257,0.5252192982456141,0.05045150605744391,1.0,234,0,0,65,55,56,58,0.4829059829059829,9.52655539999978,2019
track_b_fusion,lstm_attention,technical_vmd,10,2025,fold_1,2019,2021,2022,727,241,22.586991955480897,17.91613875476651,1.8227230400072707,-0.029925527524451656,0.48333333333333334,0.48724615276509026,-0.02542919260101351,1.0,240,1,0,56,51,73,60,0.4625,6.48136119999981,2019
track_b_fusion,lstm_attention,technical_vmd,10,2025,fold_2,2019,2022,2023,968,243,25.62428042251882,20.378916570801774,2.2116137044690407,0.6683399831387826,0.5495867768595041,0.5660635964912281,0.15947065652814804,1.0,242,1,0,36,92,17,97,0.78099173553719,7.416301500001282,2019
track_b_fusion,lstm_attention,technical_vmd,10,2025,fold_3,2019,2023,2024,1211,244,24.88330515639825,20.480679734002358,2.4061609653212965,0.6807090838478826,0.5409836065573771,0.5509792045225116,0.11638801981731052,1.0,244,0,0,39,88,24,93,0.7418032786885246,8.587104199999885,2019
track_b_fusion,lstm_attention,technical_vmd,10,2025,fold_4,2019,2024,2025,1455,234,22.917710086929695,18.274748620160373,2.34077580904309,0.7972498657371642,0.5128205128205128,0.5151315789473684,0.03075262076979011,1.0,234,0,0,51,69,45,69,0.5897435897435898,9.170029299995804,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,42,fold_1,2019,2021,2022,727,241,24.249566896627318,18.28720590365379,1.8630132894926346,-0.1871265034905707,0.45,0.45717096479516545,-0.08602151764163367,1.0,240,1,0,56,51,81,52,0.42916666666666664,6.555656100004853,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,42,fold_2,2019,2022,2023,968,243,27.110162297137705,21.301169866161562,2.3102410039920493,0.6287606559323901,0.5371900826446281,0.5505071271929824,0.11321703349751136,1.0,242,1,0,41,87,25,89,0.7272727272727273,7.430052399999113,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,42,fold_3,2019,2023,2024,1211,244,25.094351548054707,20.42114314932314,2.3924870038390793,0.6752700188005957,0.5532786885245902,0.5627902281445588,0.14123257556734894,1.0,244,0,0,42,85,24,93,0.7295081967213115,8.330519399998593,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,42,fold_4,2019,2024,2025,1455,234,22.829223384335155,17.926471776282177,2.2837084176622895,0.798812504910327,0.5128205128205128,0.5135964912280702,0.027232825675246652,1.0,234,0,0,58,62,52,62,0.5299145299145299,8.990910100001201,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,123,fold_1,2019,2021,2022,727,241,27.829472291891364,22.832308814876807,2.327183997216596,-0.5635039065788412,0.4583333333333333,0.46468976178764665,-0.07075983615851762,1.0,240,1,0,56,51,79,54,0.4375,6.62871240000095,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,123,fold_2,2019,2022,2023,968,243,22.543460738424248,18.18092112210061,1.9605055180897082,0.7432970048845711,0.5537190082644629,0.5603755482456141,0.12366696685114714,1.0,242,1,0,57,71,37,77,0.6115702479338843,7.285488900000928,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,123,fold_3,2019,2023,2024,1211,244,30.38878861288927,25.41653863688471,3.0090312480479917,0.5237914285038504,0.5368852459016393,0.5514166498418467,0.144859054101263,1.0,244,0,0,25,102,11,106,0.8524590163934426,8.192756200005533,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,123,fold_4,2019,2024,2025,1455,234,27.744734863763572,21.97611685736312,2.829565342101896,0.7028471732942677,0.5555555555555556,0.5607456140350877,0.1326224439348282,1.0,234,0,0,43,77,27,87,0.7008547008547008,8.865488300005381,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,456,fold_1,2019,2021,2022,727,241,46.779268529786265,41.65708520673621,4.231240243429668,-3.417696554743805,0.45416666666666666,0.5075187969924813,0.0822228616409857,1.0,240,1,0,107,0,131,2,0.008333333333333333,6.459235399997851,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,456,fold_2,2019,2022,2023,968,243,21.403240113139812,17.00147025100487,1.8389082897456561,0.7686077500746401,0.5661157024793388,0.575452302631579,0.15868003799643227,1.0,242,1,0,53,75,30,84,0.6570247933884298,7.400396699995326,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,456,fold_3,2019,2023,2024,1211,244,20.542700442913272,16.59313529513897,1.9505726795392042,0.7823866681824618,0.5450819672131147,0.5545797159970388,0.12276486472145764,1.0,244,0,0,41,86,25,92,0.7295081967213115,8.667617500002962,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,456,fold_4,2019,2024,2025,1455,234,40.7121569388153,33.10137634675472,4.297444910123055,0.36016656308956707,0.5042735042735043,0.5072368421052632,0.014870296936986566,1.0,234,0,0,47,73,43,71,0.6153846153846154,8.90149570000358,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,789,fold_1,2019,2021,2022,727,241,22.20557718858593,18.522514520482886,1.8905163186747393,0.004564417667977438,0.5041666666666667,0.4886866699458927,-0.023454629462495737,1.0,240,1,0,37,70,49,84,0.6416666666666667,6.5016883999996935,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,789,fold_2,2019,2022,2023,968,243,17.2540534183655,13.83954925914851,1.491022619802632,0.8496262472587153,0.5371900826446281,0.5346765350877193,0.06952480730220945,1.0,242,1,0,74,54,58,56,0.45454545454545453,7.423100699998031,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,789,fold_3,2019,2023,2024,1211,244,16.17669004792364,12.970401055666255,1.509402007283552,0.8650571865817154,0.5245901639344263,0.5338851874284944,0.07585961681916416,1.0,244,0,0,39,88,28,89,0.7254098360655737,8.451984499995888,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,789,fold_4,2019,2024,2025,1455,234,20.545743589430415,16.432507021994542,2.081154960806113,0.8370469717288638,0.5042735042735043,0.5041666666666667,0.0083308977543442,1.0,234,0,0,61,59,57,57,0.49572649572649574,9.168080800001917,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,2025,fold_1,2019,2021,2022,727,241,19.899659018765856,15.729831792284344,1.6002019241142034,0.20057026504719788,0.5041666666666667,0.5133511348464619,0.026921662126716418,1.0,240,1,0,64,43,76,57,0.4166666666666667,6.662197099998593,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,2025,fold_2,2019,2022,2023,968,243,28.035479254101823,22.56849331564862,2.4388875440449214,0.6029860831149413,0.5289256198347108,0.5450932017543859,0.10812414200570766,1.0,242,1,0,34,94,20,94,0.7768595041322314,7.441864100001112,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,2025,fold_3,2019,2023,2024,1211,244,26.88158969395083,21.81475892772927,2.565525899210211,0.6273678452468461,0.5368852459016393,0.5490611750454271,0.12144422436745564,1.0,244,0,0,32,95,18,99,0.7950819672131147,8.168598599993857,2019
track_b_fusion,lstm_attention,technical_vmd_news,10,2025,fold_4,2019,2024,2025,1455,234,21.59728584482274,17.464421388216508,2.2325258878005747,0.8199400767716798,0.5170940170940171,0.519078947368421,0.038604948085158804,1.0,234,0,0,53,67,46,68,0.5769230769230769,9.154749199995422,2019
track_b_fusion,lstm_cnn,technical_vmd,20,42,fold_1,2019,2021,2022,727,241,21.82303340519824,17.008895431475022,1.7312724104626163,0.038566472055569734,0.5083333333333333,0.511629541142576,0.023161634406227344,1.0,240,1,0,58,49,69,64,0.4708333333333333,7.104412699998647,2019
track_b_fusion,lstm_cnn,technical_vmd,20,42,fold_2,2019,2022,2023,968,243,20.20007878469941,16.35117509958675,1.756053242229718,0.793891506854336,0.5495867768595041,0.5487938596491229,0.0974775581556063,1.0,242,1,0,72,56,53,61,0.4834710743801653,7.1122164000043995,2019
track_b_fusion,lstm_cnn,technical_vmd,20,42,fold_3,2019,2023,2024,1211,244,24.333449616228755,20.87520055659969,2.462424138828542,0.6946641535861288,0.5204918032786885,0.5336496399488525,0.08745081727989187,1.0,244,0,0,27,100,17,100,0.819672131147541,8.122671999997692,2019
track_b_fusion,lstm_cnn,technical_vmd,20,42,fold_4,2019,2024,2025,1455,234,25.73074735760249,19.953344024812054,2.585509455983665,0.7444219753027921,0.5170940170940171,0.5199561403508772,0.040922379553556744,1.0,234,0,0,49,71,42,72,0.6111111111111112,8.776548599998932,2019
track_b_fusion,lstm_cnn,technical_vmd,20,123,fold_1,2019,2021,2022,727,241,30.575454500602852,23.38446164045096,2.3862312639800916,-0.8872736277522102,0.49166666666666664,0.4984189445576558,-0.0031683508727694456,1.0,240,1,0,60,47,75,58,0.4375,6.180743100005202,2019
track_b_fusion,lstm_cnn,technical_vmd,20,123,fold_2,2019,2022,2023,968,243,22.24995504129032,18.66077206528234,2.0169250540985386,0.7499378060733781,0.5330578512396694,0.5379660087719298,0.07686207535453872,1.0,242,1,0,58,70,43,71,0.5826446280991735,7.058747300005052,2019
track_b_fusion,lstm_cnn,technical_vmd,20,123,fold_3,2019,2023,2024,1211,244,25.333024081800662,20.628928453932023,2.438017787920405,0.6690636262292621,0.5245901639344263,0.539942122619288,0.11983544114511108,1.0,244,0,0,21,106,10,107,0.8729508196721312,7.827756400001817,2019
track_b_fusion,lstm_cnn,technical_vmd,20,123,fold_4,2019,2024,2025,1455,234,49.79907829349571,39.41412329721654,5.154982593955404,0.04267077430606436,0.5470085470085471,0.5517543859649122,0.11126135724469535,1.0,234,0,0,44,76,30,84,0.6837606837606838,8.786396700001205,2019
track_b_fusion,lstm_cnn,technical_vmd,20,456,fold_1,2019,2021,2022,727,241,30.82295754822697,25.36256713671306,2.584838346844721,-0.9179516048098848,0.5333333333333333,0.5086079685194294,0.019256292419882814,1.0,240,1,0,30,77,35,98,0.7291666666666666,6.080862999995588,2019
track_b_fusion,lstm_cnn,technical_vmd,20,456,fold_2,2019,2022,2023,968,243,18.930017004789313,15.476795459823835,1.665505979558625,0.8189945006995619,0.5330578512396694,0.5418037280701755,0.08742650780431874,1.0,242,1,0,50,78,35,79,0.6487603305785123,6.897906199999852,2019
track_b_fusion,lstm_cnn,technical_vmd,20,456,fold_3,2019,2023,2024,1211,244,24.230357254812656,18.849251008600472,2.2320261409762057,0.6972458765803375,0.5163934426229508,0.5303856248738139,0.08284832356911248,1.0,244,0,0,24,103,15,102,0.8401639344262295,7.6491005000061705,2019
track_b_fusion,lstm_cnn,technical_vmd,20,456,fold_4,2019,2024,2025,1455,234,25.316355362744876,20.22592305365536,2.618775404689994,0.7525878208858019,0.5598290598290598,0.5627192982456141,0.1286131928826069,1.0,234,0,0,54,66,37,77,0.6111111111111112,8.846314499998698,2019
track_b_fusion,lstm_cnn,technical_vmd,20,789,fold_1,2019,2021,2022,727,241,24.533440470776014,19.73448439936914,2.010139553246539,-0.21508298836406414,0.4791666666666667,0.4697842737685335,-0.060927972181516105,1.0,240,1,0,41,66,59,74,0.5833333333333334,6.056689000004553,2019
track_b_fusion,lstm_cnn,technical_vmd,20,789,fold_2,2019,2022,2023,968,243,20.702621046631705,16.512397298170214,1.7878371099689434,0.7835087107173648,0.5785123966942148,0.5794956140350878,0.1587737594578316,1.0,242,1,0,72,56,46,68,0.512396694214876,6.882521200001065,2019
track_b_fusion,lstm_cnn,technical_vmd,20,789,fold_3,2019,2023,2024,1211,244,30.928953421340076,25.831066823885074,3.0594977919361597,0.506711624900569,0.5204918032786885,0.5383605895416919,0.1548398154983318,1.0,244,0,0,13,114,3,114,0.9344262295081968,7.717862299999979,2019
track_b_fusion,lstm_cnn,technical_vmd,20,789,fold_4,2019,2024,2025,1455,234,71.17565442959526,53.692477747168795,7.060227515292803,-0.9556072831330604,0.5170940170940171,0.5267543859649123,0.08116935648838607,1.0,234,0,0,18,102,11,103,0.8760683760683761,8.734565999999177,2019
track_b_fusion,lstm_cnn,technical_vmd,20,2025,fold_1,2019,2021,2022,727,241,32.73306536009631,26.782346266493253,2.729931530859976,-1.1630292066058634,0.4708333333333333,0.46409247417609445,-0.07188327488837752,1.0,240,1,0,43,64,63,70,0.5583333333333333,6.200020600001153,2019
track_b_fusion,lstm_cnn,technical_vmd,20,2025,fold_2,2019,2022,2023,968,243,28.595107265170967,22.76649552129912,2.4874708019191663,0.58697796554295,0.5165289256198347,0.5309758771929824,0.07122079465212784,1.0,242,1,0,36,92,25,89,0.7479338842975206,7.140953800000716,2019
track_b_fusion,lstm_cnn,technical_vmd,20,2025,fold_3,2019,2023,2024,1211,244,25.03681806607483,20.659880211040605,2.4488055330307663,0.67675731999908,0.5204918032786885,0.5329766471498755,0.08288627644484176,1.0,244,0,0,29,98,19,98,0.8032786885245902,7.710861400002614,2019
track_b_fusion,lstm_cnn,technical_vmd,20,2025,fold_4,2019,2024,2025,1455,234,64.3005123987604,45.69543912867194,6.068313369392198,-0.5960539801144193,0.5213675213675214,0.5291666666666667,0.07336720967884225,1.0,234,0,0,27,93,19,95,0.8034188034188035,8.617463399998087,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,42,fold_1,2019,2021,2022,727,241,23.05263533953109,18.576415863571313,1.8936692849357575,-0.07282822057961824,0.4875,0.4718220785608882,-0.05841805226373162,1.0,240,1,0,35,72,51,82,0.6416666666666667,6.2222446000014315,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,42,fold_2,2019,2022,2023,968,243,19.62511529377934,16.170479153041484,1.7419488771486906,0.8054576331756302,0.5165289256198347,0.5185032894736843,0.03702561427548661,1.0,242,1,0,62,66,51,63,0.5330578512396694,6.924368599997251,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,42,fold_3,2019,2023,2024,1211,244,18.863904213962556,13.917426042165912,1.5892323289098416,0.8165010443346857,0.5450819672131147,0.542465845615452,0.08559966947102891,1.0,244,0,0,77,50,61,56,0.4344262295081967,7.892057700002624,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,42,fold_4,2019,2024,2025,1455,234,26.741477348706468,20.847964650176024,2.702485551398346,0.7239488880024869,0.49572649572649574,0.4984649122807018,-0.0031417249127204884,1.0,234,0,0,47,73,45,69,0.6068376068376068,8.773881699999038,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,123,fold_1,2019,2021,2022,727,241,37.9712510239609,27.594350980574685,2.8115898441739424,-1.9107093439501242,0.48333333333333334,0.5155646124657438,0.038385861611930056,1.0,240,1,0,87,20,104,29,0.20416666666666666,5.960853999997198,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,123,fold_2,2019,2022,2023,968,243,23.299738054871398,17.63939992565678,1.9084359148023187,0.7257846016008345,0.5454545454545454,0.5396107456140351,0.08083294078821084,1.0,242,1,0,82,46,64,50,0.39669421487603307,7.008987699999125,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,123,fold_3,2019,2023,2024,1211,244,42.74391319055988,36.28002790364083,4.2974260518997065,0.05785230444222578,0.5,0.5176660609731476,0.06933094547507432,1.0,244,0,0,11,116,6,111,0.930327868852459,7.975005899999815,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,123,fold_4,2019,2024,2025,1455,234,56.45244535764285,43.477414582860774,5.721223933340359,-0.23022408746793976,0.5726495726495726,0.5796052631578947,0.18887813866897496,1.0,234,0,0,37,83,17,97,0.7692307692307693,8.54310369999439,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,456,fold_1,2019,2021,2022,727,241,28.210340705969955,22.160939323931796,2.2574316895391187,-0.6065923358903869,0.4791666666666667,0.4725247698685967,-0.055002662390128396,1.0,240,1,0,44,63,62,71,0.5583333333333333,6.012077900006261,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,456,fold_2,2019,2022,2023,968,243,28.619006437451212,23.92633034852794,2.622860979619308,0.5862872872670153,0.49173553719008267,0.5128152412280702,0.03728070175438596,1.0,242,1,0,19,109,14,100,0.8636363636363636,6.989095299999462,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,456,fold_3,2019,2023,2024,1211,244,26.642392776413235,20.751253145034187,2.460808141270551,0.6339698286832011,0.5327868852459017,0.5457971599703884,0.11798601656510806,1.0,244,0,0,29,98,16,101,0.8155737704918032,8.655779599997913,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,456,fold_4,2019,2024,2025,1455,234,32.99780228151687,25.88905214129604,3.3606957219401172,0.5796715948237213,0.5598290598290598,0.5642543859649123,0.13670381457213698,1.0,234,0,0,47,73,30,84,0.6709401709401709,8.906625700001314,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,789,fold_1,2019,2021,2022,727,241,34.93044905745628,30.585029914111978,3.1127487941173526,-1.46318689873973,0.49166666666666664,0.45548450565666504,-0.11758189061611178,1.0,240,1,0,13,94,28,105,0.8291666666666667,5.959376799997699,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,789,fold_2,2019,2022,2023,968,243,22.56293229282053,18.186597437937067,1.954509842503069,0.7428533671451887,0.5330578512396694,0.5322094298245614,0.06434614091732438,1.0,242,1,0,70,58,55,59,0.4834710743801653,6.940003499999875,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,789,fold_3,2019,2023,2024,1211,244,33.62172465362323,28.226814962171122,3.345412306288567,0.4170780538032177,0.5081967213114754,0.5255400767211791,0.0952311272306786,1.0,244,0,0,13,114,6,111,0.9221311475409836,7.8256005000002915,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,789,fold_4,2019,2024,2025,1455,234,60.94711437515472,47.965329378203954,6.306407454710293,-0.4339202712104888,0.5128205128205128,0.5225877192982457,0.06957172963143703,1.0,234,0,0,17,103,11,103,0.8803418803418803,8.760265499993693,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,2025,fold_1,2019,2021,2022,727,241,41.03647509763672,30.829591469497615,3.1480036707072547,-2.3996102237443058,0.45,0.46539245309535515,-0.07193549049900255,1.0,240,1,0,65,42,90,43,0.3541666666666667,6.112785500001337,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,2025,fold_2,2019,2022,2023,968,243,23.509686467535253,18.724901565735237,2.017670211350419,0.7208205571817308,0.5578512396694215,0.5522889254385965,0.10651904273694539,1.0,242,1,0,83,45,62,52,0.40082644628099173,7.331442299997434,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,2025,fold_3,2019,2023,2024,1211,244,34.77364884386836,28.220015149995913,3.3342330984928346,0.3764504642854597,0.4959016393442623,0.5083451107073155,0.020975302610531384,1.0,244,0,0,26,101,22,95,0.8032786885245902,7.945347299995774,2019
track_b_fusion,lstm_cnn,technical_vmd_news,20,2025,fold_4,2019,2024,2025,1455,234,52.12476544525927,39.75871613396283,5.202438304073786,-0.048834429998717344,0.5299145299145299,0.5368421052631579,0.08741467574762476,1.0,234,0,0,32,88,22,92,0.7692307692307693,8.724120899998525,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,42,fold_1,2019,2021,2022,727,241,38.30271304936162,31.28614529843647,3.177525010548658,-1.9617479877699413,0.4625,0.4611411706837186,-0.07727099394412841,1.0,240,1,0,48,59,70,63,0.5083333333333333,8.535790600006294,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,42,fold_2,2019,2022,2023,968,243,31.24468104548337,25.82029712097634,2.7829487611976327,0.5068921085058624,0.5247933884297521,0.5320723684210527,0.06610118854018689,1.0,242,1,0,52,76,39,75,0.6239669421487604,9.343477500005974,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,42,fold_3,2019,2023,2024,1211,244,31.78587646626772,26.165616201509216,3.0742771523530656,0.47899869119897653,0.5491803278688525,0.5564977454741235,0.12064251633392196,1.0,244,0,0,48,79,31,86,0.6762295081967213,10.703081899999233,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,42,fold_4,2019,2024,2025,1455,234,55.82715100471327,42.3585981192064,5.57811328833696,-0.2031219179545105,0.5170940170940171,0.5217105263157895,0.046506558463715916,1.0,234,0,0,41,79,34,80,0.6794871794871795,12.472380999999586,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,123,fold_1,2019,2021,2022,727,241,36.857204945500634,29.660576796872977,3.0193495097873604,-1.7424190897465737,0.5,0.4876677675497154,-0.02516455561297054,1.0,240,1,0,40,67,53,80,0.6125,8.124937499997031,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,123,fold_2,2019,2022,2023,968,243,28.181840375558135,23.191921626785646,2.509271408721568,0.5988299865917844,0.512396694214876,0.5222724780701755,0.04726650006763925,1.0,242,1,0,45,83,35,79,0.6694214876033058,9.398021200002404,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,123,fold_3,2019,2023,2024,1211,244,32.67961940891337,26.982404365422294,3.1964282380508697,0.4492881621683895,0.5573770491803278,0.5667272360185746,0.1493839326240343,1.0,244,0,0,43,84,24,93,0.7254098360655737,11.038703000005626,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,123,fold_4,2019,2024,2025,1455,234,42.329798036679314,31.641684992906885,4.176753702141534,0.3083106310023318,0.5555555555555556,0.5622807017543859,0.1459225892192053,1.0,234,0,0,36,84,20,94,0.7606837606837606,12.295875499999966,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,456,fold_1,2019,2021,2022,727,241,39.26419038171519,30.504004200588124,3.102273698956218,-2.1123062288100485,0.49166666666666664,0.489283957557445,-0.021324467906031718,1.0,240,1,0,50,57,65,68,0.5208333333333334,8.062205499998527,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,456,fold_2,2019,2022,2023,968,243,26.308045984226606,21.6216782114486,2.342007251001823,0.6504036045074428,0.49586776859504134,0.5071271929824561,0.015443133427815661,1.0,242,1,0,40,88,34,80,0.6942148760330579,9.576970100002654,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,456,fold_3,2019,2023,2024,1211,244,27.13766840020681,22.10371414614017,2.586703513444061,0.6202345119869346,0.5450819672131147,0.5488592772057339,0.09926372736212861,1.0,244,0,0,58,69,42,75,0.5901639344262295,10.918620000004012,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,456,fold_4,2019,2024,2025,1455,234,59.63666513101099,45.39551587484331,5.993690537776397,-0.3729205563813549,0.5470085470085471,0.5524122807017544,0.11539781938909544,1.0,234,0,0,41,79,27,87,0.7094017094017094,12.545964600001753,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,789,fold_1,2019,2021,2022,727,241,35.368793146951944,29.697858344519275,3.020290358385872,-1.525396128876411,0.4791666666666667,0.4706977724685546,-0.05892623755325991,1.0,240,1,0,42,65,60,73,0.575,8.339155200003006,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,789,fold_2,2019,2022,2023,968,243,29.46174749539516,23.4133096237781,2.530986991215579,0.5615634338620574,0.5371900826446281,0.5442708333333333,0.09104698314659646,1.0,242,1,0,54,74,38,76,0.6198347107438017,9.818316400000185,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,789,fold_3,2019,2023,2024,1211,244,50.1691472755168,41.5282140584754,4.954525737426879,-0.2979078844513712,0.5409836065573771,0.5566996433138165,0.17505998420592386,1.0,244,0,0,22,105,7,110,0.8811475409836066,11.692714299999352,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,789,fold_4,2019,2024,2025,1455,234,78.13357048507712,59.35227511606663,7.838025033279103,-1.356644367197596,0.5341880341880342,0.5425438596491228,0.11187662301435296,1.0,234,0,0,26,94,15,99,0.8247863247863247,12.7167416999946,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,2025,fold_1,2019,2021,2022,727,241,35.74623412771525,30.18837097674484,3.0721560720079877,-1.579583672097629,0.4666666666666667,0.46398707047993815,-0.07166419542190987,1.0,240,1,0,47,60,68,65,0.5208333333333334,8.381010700002662,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,2025,fold_2,2019,2022,2023,968,243,29.480619663260182,24.60648688711255,2.655656939364143,0.5610015596166074,0.5330578512396694,0.5413240131578947,0.08597346329718249,1.0,242,1,0,51,77,36,78,0.640495867768595,9.731094200004009,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,2025,fold_3,2019,2023,2024,1211,244,38.65667710141477,31.090395643378848,3.706097436561712,0.2294169156971606,0.569672131147541,0.5825762164344842,0.21094452411762082,1.0,244,0,0,34,93,12,105,0.8114754098360656,10.951628400005575,2019
track_b_fusion,lstm_cnn_attention,technical_vmd,20,2025,fold_4,2019,2024,2025,1455,234,64.67507186776717,49.9182097055973,6.558879097128704,-0.6147026127019499,0.5427350427350427,0.55,0.12106884960726527,1.0,234,0,0,32,88,19,95,0.782051282051282,13.301655299997947,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,42,fold_1,2019,2021,2022,727,241,36.55978583102839,30.05585837391896,3.054421510158331,-1.6983377805800557,0.4875,0.4836975616611623,-0.03248525461604708,1.0,240,1,0,48,59,64,69,0.5333333333333333,8.391728900001908,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,42,fold_2,2019,2022,2023,968,243,33.829826650035976,28.25970540306204,3.0604854024502677,0.4219181868477607,0.49173553719008267,0.5037006578947368,0.00811407682690498,1.0,242,1,0,38,90,33,81,0.7066115702479339,9.65380209999421,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,42,fold_3,2019,2023,2024,1211,244,28.96895180517683,23.616569016370615,2.786730665977166,0.5672510783300027,0.5491803278688525,0.556834241873612,0.12218876071841703,1.0,244,0,0,47,80,30,87,0.6844262295081968,10.97354720000294,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,42,fold_4,2019,2024,2025,1455,234,73.48486049858509,56.048754824868624,7.391657470008539,-1.0845602697051602,0.5213675213675214,0.5278508771929824,0.06448245919092792,1.0,234,0,0,33,87,25,89,0.7521367521367521,12.651846599997953,2019
track_b_fusion,lstm_cnn_attention,technical_vmd_news,20,123,fold_1,2019,2021,2022,727,241,41.441646461041856,32.12573917634754,3.268659657807266,-2.4670733608381092,0.475,0.4742463635724826,-0.05120591128533774,1.0,240,1,0,50,57,69,64,0.5041666666666667,8.476942499997676,2019
