fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,runtime_seconds
fold_1,2012,2021,2022,2359,241,15.467102170020722,12.805680878231644,1.3052113239366687,0.5170446994612152,0.5352697095435685,6.76241129997652
fold_2,2012,2022,2023,2600,243,18.1687944333612,14.859200265652841,1.5810484928445574,0.8332591603806128,0.5390946502057613,6.986691800004337
fold_3,2012,2023,2024,2843,244,13.459713398142469,10.78151411211883,1.2586004335748622,0.9065795281025553,0.4918032786885246,7.4141347000258975
fold_4,2012,2024,2025,3087,234,15.482146676138141,11.887140971493514,1.503024670662075,0.9074703193612221,0.5384615384615384,7.864080500032287
