model,objective,threshold,threshold_role,strategy,cost_bps,rows,coverage,round_trip_units,position_change_units,gross_cumulative_return,net_cumulative_return,net_mean_daily_return,net_annualized_sharpe,maximum_drawdown,active_win_rate,trade_entries,break_even_cost_bps,deflated_sharpe_probability
lstm,direct,0.5,validation_selected_primary,long_flat,10.0,137,0.4233576642335766,58.0,14.0,0.1441665238354792,0.0798042803998708,0.000577577111485,1.5618763133507965,-0.0351891680795463,0.4655172413793103,58,23.642769702319143,0.3834263548994742
lstm,direct,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,27.0,0.1405572251113584,-0.0054093769615509,-9.996981501329473e-06,-0.0205177060081257,-0.103799801280111,0.4744525547445255,137,9.90003018498671,0.0756007888631403
lstm,multitask,0.5,validation_selected_primary,long_flat,10.0,137,0.9708029197080292,133.0,5.0,0.1228492792271316,-0.016939625110372,-9.843988697355958e-05,-0.2146043176201197,-0.1179224618510322,0.4210526315789473,133,8.985995149219729,0.0578566559967525
lstm,multitask,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,9.0,0.1010591680058088,-0.0398864421662543,-0.0002671404674696,-0.5462428095329415,-0.1385121147492891,0.4233576642335766,137,7.3285953253036995,0.03435485383611
cnn,direct,0.5,validation_selected_primary,long_flat,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
cnn,direct,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
cnn,multitask,0.5,validation_selected_primary,long_flat,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
cnn,multitask,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
lstm_cnn,direct,0.5,validation_selected_primary,long_flat,10.0,137,0.3430656934306569,47.0,2.0,0.1376426772702093,0.085522742969099,0.0006144479724331,1.7515033222690746,-0.0353924407264946,0.5106382978723404,47,27.91050472836931,0.4410957007434702
lstm_cnn,direct,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,3.0,0.127064945860476,-0.0171866495638908,-9.683920121104176e-05,-0.1984772824347268,-0.1106177832829528,0.5109489051094891,137,9.03160798788959,0.059279278853081
lstm_cnn,multitask,0.5,validation_selected_primary,long_flat,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
lstm_cnn,multitask,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
lstm_attention,direct,0.5,validation_selected_primary,long_flat,10.0,137,0.8540145985401459,117.0,9.0,0.1275630522251847,0.003121570085107,4.904383595961488e-05,0.1067311205213523,-0.0995998429331046,0.4188034188034188,117,10.574273976621138,0.0890443537159343
lstm_attention,direct,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,17.0,0.1103776466538044,-0.0317526125036564,-0.000205749663939,-0.4210422766358796,-0.1204323406683232,0.437956204379562,137,7.942503360609524,0.0435250804349007
lstm_attention,multitask,0.5,validation_selected_primary,long_flat,10.0,137,0.8905109489051095,122.0,9.0,0.1573490585187855,0.024509097550164,0.0002037412169439,0.4377142519867863,-0.088082479583239,0.4344262295081967,122,12.287913665681724,0.1330337609613331
lstm_attention,multitask,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,17.0,0.1700992443473203,0.0203780281402612,0.0001766377987594,0.3637702348918318,-0.0832502807278654,0.4598540145985401,137,11.766377987594888,0.1223244024305118
lstm_cnn_attention,direct,0.5,validation_selected_primary,long_flat,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
lstm_cnn_attention,direct,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
lstm_cnn_attention,multitask,0.5,validation_selected_primary,long_flat,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
lstm_cnn_attention,multitask,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.0024210717250001,1.1866532938569772e-05,0.0243637343641677,-0.1092948471647288,0.4160583941605839,137,10.118665329385705,0.0801910862485628
