model,objective,threshold,threshold_role,strategy,cost_bps,rows,coverage,round_trip_units,position_change_units,gross_cumulative_return,net_cumulative_return,net_mean_daily_return,net_annualized_sharpe,maximum_drawdown,active_win_rate,trade_entries,break_even_cost_bps,deflated_sharpe_probability
lstm_attention,direct,0.65,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,direct,0.65,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,direct,0.65,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,direct,0.65,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,direct,0.65,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,direct,0.65,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.5,validation_selected_primary,long_flat,5.0,137,0.8905109489051095,122.0,9.0,0.15734905851878556,0.08892183292544309,0.0006489966913964744,1.3936936559473603,-0.06112881591832775,0.47540983606557374,122,12.287913665681724,0.3402688623647758
lstm_attention,multitask,0.5,validation_selected_primary,long_flat,10.0,137,0.8905109489051095,122.0,9.0,0.15734905851878556,0.02450909755016406,0.00020374121694391952,0.4377142519867863,-0.088082479583239,0.4344262295081967,122,12.287913665681724,0.13303376096133318
lstm_attention,multitask,0.5,validation_selected_primary,long_flat,20.0,137,0.8905109489051095,122.0,9.0,0.15734905851878556,-0.09319416395912394,-0.0006867697319611896,-1.4747253818082962,-0.14820085510832748,0.39344262295081966,122,12.287913665681724,0.008062389404941653
lstm_attention,multitask,0.5,validation_selected_primary,long_short,5.0,137,1.0,137.0,17.0,0.17009924434732038,0.09269593429635026,0.0006766377987594882,1.39347689294169,-0.05190042995195587,0.49635036496350365,137,11.766377987594888,0.3410342543331698
lstm_attention,multitask,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,17.0,0.17009924434732038,0.02037802814026124,0.00017663779875948815,0.36377023489183186,-0.08325028072786544,0.45985401459854014,137,11.766377987594888,0.12232440243051185
lstm_attention,multitask,0.5,validation_selected_primary,long_short,20.0,137,1.0,137.0,17.0,0.17009924434732038,-0.11030733512316515,-0.0008233622012405116,-1.6956430812078838,-0.15241299120240692,0.38686131386861317,137,11.766377987594888,0.005307571297065428
lstm_attention,multitask,0.55,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.55,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.55,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.55,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.55,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.55,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.6,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.6,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.6,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.6,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.6,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.6,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.65,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.65,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.65,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.65,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.65,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_attention,multitask,0.65,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.5,validation_selected_primary,long_flat,5.0,137,1.0,137.0,1.0,0.1439806594586832,0.06829305637074734,0.0005118665329385699,1.050937144234305,-0.07882235450644781,0.45255474452554745,137,10.118665329385705,0.2531384338990459
lstm_cnn_attention,direct,0.5,validation_selected_primary,long_flat,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.002421071725000168,1.1866532938569772e-05,0.024363734364167732,-0.10929484716472881,0.41605839416058393,137,10.118665329385705,0.0801910862485628
lstm_cnn_attention,direct,0.5,validation_selected_primary,long_flat,20.0,137,1.0,137.0,1.0,0.1439806594586832,-0.13020612639032392,-0.0009881334670614299,-2.0287830853761055,-0.1775706007603638,0.3795620437956204,137,10.118665329385705,0.0028659005734180194
lstm_cnn_attention,direct,0.5,validation_selected_primary,long_short,5.0,137,1.0,137.0,1.0,0.1439806594586832,0.06829305637074734,0.0005118665329385699,1.050937144234305,-0.07882235450644781,0.45255474452554745,137,10.118665329385705,0.2531384338990459
lstm_cnn_attention,direct,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.002421071725000168,1.1866532938569772e-05,0.024363734364167732,-0.10929484716472881,0.41605839416058393,137,10.118665329385705,0.0801910862485628
lstm_cnn_attention,direct,0.5,validation_selected_primary,long_short,20.0,137,1.0,137.0,1.0,0.1439806594586832,-0.13020612639032392,-0.0009881334670614299,-2.0287830853761055,-0.1775706007603638,0.3795620437956204,137,10.118665329385705,0.0028659005734180194
lstm_cnn_attention,direct,0.55,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.55,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.55,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.55,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.55,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.55,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.6,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.6,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.6,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.6,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.6,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.6,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.65,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.65,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.65,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.65,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.65,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,direct,0.65,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.5,validation_selected_primary,long_flat,5.0,137,1.0,137.0,1.0,0.1439806594586832,0.06829305637074734,0.0005118665329385699,1.050937144234305,-0.07882235450644781,0.45255474452554745,137,10.118665329385705,0.2531384338990459
lstm_cnn_attention,multitask,0.5,validation_selected_primary,long_flat,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.002421071725000168,1.1866532938569772e-05,0.024363734364167732,-0.10929484716472881,0.41605839416058393,137,10.118665329385705,0.0801910862485628
lstm_cnn_attention,multitask,0.5,validation_selected_primary,long_flat,20.0,137,1.0,137.0,1.0,0.1439806594586832,-0.13020612639032392,-0.0009881334670614299,-2.0287830853761055,-0.1775706007603638,0.3795620437956204,137,10.118665329385705,0.0028659005734180194
lstm_cnn_attention,multitask,0.5,validation_selected_primary,long_short,5.0,137,1.0,137.0,1.0,0.1439806594586832,0.06829305637074734,0.0005118665329385699,1.050937144234305,-0.07882235450644781,0.45255474452554745,137,10.118665329385705,0.2531384338990459
lstm_cnn_attention,multitask,0.5,validation_selected_primary,long_short,10.0,137,1.0,137.0,1.0,0.1439806594586832,-0.002421071725000168,1.1866532938569772e-05,0.024363734364167732,-0.10929484716472881,0.41605839416058393,137,10.118665329385705,0.0801910862485628
lstm_cnn_attention,multitask,0.5,validation_selected_primary,long_short,20.0,137,1.0,137.0,1.0,0.1439806594586832,-0.13020612639032392,-0.0009881334670614299,-2.0287830853761055,-0.1775706007603638,0.3795620437956204,137,10.118665329385705,0.0028659005734180194
lstm_cnn_attention,multitask,0.55,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.55,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.55,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.55,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.55,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.55,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.6,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.6,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.6,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.6,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.6,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.6,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.65,registered_sensitivity,long_flat,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.65,registered_sensitivity,long_flat,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.65,registered_sensitivity,long_flat,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.65,registered_sensitivity,long_short,5.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.65,registered_sensitivity,long_short,10.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
lstm_cnn_attention,multitask,0.65,registered_sensitivity,long_short,20.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,
