fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy
fold_1,2012,2021,2022,2359,241,7.549196288473098,6.032758799192819,0.6130094191291787,0.8849489825543556,0.5020746887966805
fold_2,2012,2022,2023,2600,243,8.933644829470655,6.712012552645961,0.7273696909819795,0.9596868136130573,0.5061728395061729
fold_3,2012,2023,2024,2843,244,7.665231350445188,5.911271102154842,0.6847769338030972,0.9697015113025682,0.4959016393442623
fold_4,2012,2024,2025,3087,234,23.172003035892143,17.526795017861915,2.2851457638922947,0.7927255070177675,0.5341880341880342
