stage,model,feature_set,sequence_window,seed,fold,train_start_year,train_end_year,test_year,n_train,n_test,rmse,mae,mape,r2,direction_accuracy,balanced_accuracy,mcc,direction_coverage,n_direction_evaluated,n_actual_ties,n_predicted_abstentions,direction_tn,direction_fp,direction_fn,direction_tp,predicted_up_share,runtime_seconds
window_selection,lstm_attention,full_ta,1,42,fold_3,2012,2019,2020,1874,243,29.93788548547586,21.455455191189213,2.4664542537474614,0.8880500169452021,0.4834710743801653,0.4818206670311645,-0.036669488574864,1.0,242,1,0,68,56,69,49,0.4338842975206611,7.429244500002824
window_selection,lstm_attention,full_ta,1,42,fold_4,2012,2020,2021,2117,240,22.356150597629664,19.014724081397038,1.985642852583132,-0.0897589898085831,0.475,0.5039370078740157,0.0610152522096513,1.0,240,0,0,113,0,126,1,0.0041666666666666,8.722516599998926
window_selection,lstm_attention,full_ta,3,42,fold_1,2012,2017,2018,1385,245,33.206035360104096,29.030930404327258,2.528758390281545,0.4041221502891465,0.5265306122448979,0.5246568039450886,0.1246135640967984,1.0,245,0,0,121,2,114,8,0.0408163265306122,7.538454900000943
window_selection,lstm_attention,full_ta,3,42,fold_2,2012,2018,2019,1630,244,43.72320461409541,41.87887590590055,3.838863265469402,-2.1272512300847906,0.4795081967213114,0.5,0.0,1.0,244,0,0,0,127,0,117,1.0,7.583222599998407
window_selection,lstm_attention,full_ta,3,42,fold_3,2012,2019,2020,1874,243,34.199159523461546,25.84170678804393,2.9940179359563217,0.8539126360920951,0.4462809917355372,0.4490158556588299,-0.1045736321015592,1.0,242,1,0,42,82,52,66,0.6115702479338843,8.171306700001878
window_selection,lstm_attention,full_ta,3,42,fold_4,2012,2020,2021,2117,240,23.006358459663943,18.3885770164132,1.9191727876922056,-0.1540700533533445,0.4625,0.4823705665110445,-0.0482105350714317,1.0,240,0,0,93,20,109,18,0.1583333333333333,9.12033579999843
window_selection,lstm_attention,full_ta,5,42,fold_1,2012,2017,2018,1385,245,28.79852403523283,24.522399945531475,2.140656764027079,0.5518084646540066,0.5346938775510204,0.5330867652938824,0.1074256638234968,1.0,245,0,0,114,9,105,17,0.1061224489795918,7.716176599999017
window_selection,lstm_attention,full_ta,5,42,fold_2,2012,2018,2019,1630,244,43.05279242595858,40.3996770206703,3.703620403224903,-2.03208555889036,0.4795081967213114,0.5,0.0,1.0,244,0,0,0,127,0,117,1.0,9.347469600004844
window_selection,lstm_attention,full_ta,5,42,fold_3,2012,2019,2020,1874,243,42.24969606405303,31.6325329233893,3.6808436524310704,0.7770389686511883,0.4462809917355372,0.451271186440678,-0.1065557696621799,1.0,242,1,0,31,93,41,77,0.7024793388429752,12.736868899999536
window_selection,lstm_attention,full_ta,5,42,fold_4,2012,2020,2021,2117,240,25.94975423805454,20.330839653273408,2.119861297615958,-0.4682597912013262,0.4833333333333333,0.5005922932199847,0.0014668750289724,1.0,240,0,0,90,23,101,26,0.2041666666666666,14.1070647000015
