model,seed,fold,test_year,sequence_window,rmse_full_ta,mae_full_ta,mape_full_ta,r2_full_ta,direction_accuracy_full_ta,balanced_accuracy_full_ta,mcc_full_ta,direction_coverage_full_ta,runtime_seconds_full_ta,rmse_full_ta_vmd,mae_full_ta_vmd,mape_full_ta_vmd,r2_full_ta_vmd,direction_accuracy_full_ta_vmd,balanced_accuracy_full_ta_vmd,mcc_full_ta_vmd,direction_coverage_full_ta_vmd,runtime_seconds_full_ta_vmd,rmse_delta_vmd_minus_full_ta,mae_delta_vmd_minus_full_ta,mape_delta_vmd_minus_full_ta,r2_delta_vmd_minus_full_ta,runtime_seconds_delta_vmd_minus_full_ta,direction_accuracy_delta_pp,balanced_accuracy_delta_pp,mcc_delta_vmd_minus_full_ta,direction_coverage_delta_pp
lstm,789,fold_2,2023,5,12.845279374280835,10.507157865924611,1.1323900368938913,0.9166555144703576,0.5165289256198347,0.5290570175438596,0.0642526205085869,1.0,7.455945500005328,11.87331454411623,9.667547569255282,1.039807586336577,0.9287911933209536,0.5247933884297521,0.5267955043859649,0.0536185747470935,1.0,7.476360900000145,-0.9719648301646053,-0.8396102966693295,-0.09258245055731429,0.012135678850595966,0.020415399994817562,0.8264462809917439,-0.226151315789469,-0.010634045761493405,0.0
lstm,789,fold_3,2024,5,13.126996977828252,10.702459689290816,1.2460172675866232,0.911141044824598,0.4877049180327868,0.5018170805572381,0.0050069535217991,1.0,8.564503900001,10.926609447149792,8.717036016925443,1.0106781500880722,0.938433952597986,0.5204918032786885,0.5279292011575476,0.0598386732395547,1.0,8.17441620000318,-2.2003875306784604,-1.985423672365373,-0.23533911749855108,0.027292907773387998,-0.3900876999978209,3.2786885245901676,2.611212060030954,0.0548317197177556,0.0
lstm,789,fold_4,2025,5,13.771468535969108,10.787935668972562,1.3531652589805057,0.9267885149331008,0.5213675213675214,0.5168859649122807,0.036046540234402,1.0,8.458585300002596,14.453493306978457,11.667314552955144,1.489416324226442,0.9193574300877712,0.5170940170940171,0.5175438596491229,0.0350966998660479,1.0,8.122714399993129,0.682024771009349,0.8793788839825822,0.13625106524593633,-0.007431084845329616,-0.33587090000946773,-0.42735042735042583,0.06578947368421906,-0.0009498403683540976,0.0
lstm,2025,fold_1,2022,5,11.454246677758706,9.10484561682737,0.9259790299230792,0.7351365132993757,0.5708333333333333,0.5515775419858057,0.1102248778173639,1.0,6.990566799999215,10.85306395755348,8.503066194720285,0.8659985578294245,0.7622099090941674,0.55,0.5729744923055302,0.1589447766991238,1.0,7.197215399995912,-0.6011827202052249,-0.6017794221070858,-0.05998047209365476,0.027073395794791733,0.20664859999669716,-2.083333333333326,2.139695031972455,0.0487198988817599,0.0
lstm,2025,fold_2,2023,5,13.177707674799745,10.81583288757891,1.178797389544581,0.912285882135549,0.4876033057851239,0.5122669956140351,0.0466729610435389,1.0,7.2965397000007215,12.636924703234287,9.987611317124388,1.0779446648176043,0.9193373367370674,0.5289256198347108,0.5350191885964912,0.0714630324269476,1.0,7.41326019999542,-0.5407829715654575,-0.8282215704545219,-0.1008527247269766,0.007051454601518459,0.11672049999469891,4.132231404958686,2.275219298245612,0.024790071383408697,0.0
lstm,2025,fold_3,2024,5,12.651984380342698,10.389613456843351,1.2193943327454304,0.917455578908006,0.5122950819672131,0.5284675953967293,0.0921850829695376,1.0,7.836604400006763,12.653365792633153,10.172697202748958,1.1878510295746991,0.9174375526285754,0.5163934426229508,0.5283666464768827,0.0697058200378757,1.0,7.95495280000614,0.00138141229045452,-0.21691625409439297,-0.031543303170731285,-1.8026279430594094e-05,0.11834839999937685,0.4098360655737765,-0.010094891984657739,-0.0224792629316619,0.0
lstm,2025,fold_4,2025,5,14.989012312634696,11.821875127632904,1.4896045413843306,0.913270919760075,0.5470085470085471,0.5480263157894737,0.0963064038351565,1.0,8.26244339999539,17.492100820733526,13.529618669962282,1.729102772615153,0.8818856534163177,0.5598290598290598,0.5627192982456141,0.1286131928826069,1.0,8.598204599999008,2.5030885080988305,1.7077435423293785,0.23949823123082248,-0.03138526634375727,0.335761200003617,1.2820512820512775,1.4692982456140369,0.03230678904745039,0.0
cnn,42,fold_1,2022,20,19.90262197677663,15.627411259951929,1.5890704178249222,0.2003321852814135,0.4833333333333333,0.483592157965006,-0.0326236842704675,1.0,6.182995900002425,23.50314112204354,19.52815611328823,1.9870611382930417,-0.1151694020553966,0.5166666666666667,0.4807813927341718,-0.0507634523812258,1.0,5.975691100000404,3.6005191452669116,3.9007448533363007,0.39799072046811945,-0.3155015873368101,-0.20730480000202078,3.3333333333333437,-0.2810765230834178,-0.0181397681107583,0.0
cnn,42,fold_2,2023,20,19.78680544211801,16.409647475034614,1.75657730372101,0.8022387818197871,0.5619834710743802,0.5595531798245614,0.1194012994972727,1.0,6.265430200000992,18.105056779679032,14.692364034358365,1.5699353235635698,0.8344269900405147,0.5495867768595041,0.5435169956140351,0.088966363766439,1.0,6.361904899997171,-1.6817486624389772,-1.7172834406762494,-0.18664198015744016,0.03218820822072754,0.09647469999617897,-1.2396694214876103,-1.6036184210526327,-0.030434935730833695,0.0
cnn,42,fold_3,2024,20,25.960723364398675,21.91256082585604,2.580330138605834,0.6524606290805509,0.5122950819672131,0.5301500773941719,0.1216986620057064,1.0,6.672259099999792,24.458093162726588,19.933210614646093,2.359735266422467,0.6915280905755508,0.5368852459016393,0.5510801534423582,0.1407510267794647,1.0,6.746744600000966,-1.502630201672087,-1.9793502112099475,-0.22059487218336704,0.039067461494999844,0.07448550000117393,2.4590163934426257,2.093007604818631,0.019052364773758282,0.0
cnn,42,fold_4,2025,20,41.82559666563503,33.699690466130924,4.3897375806329295,0.3246902837946899,0.5470085470085471,0.5532894736842106,0.1220012347085775,1.0,7.288277100000414,24.25630557583366,19.12544245016373,2.46705356539782,0.7728733902846073,0.4871794871794871,0.4929824561403508,-0.0157377895072926,1.0,7.240170500001113,-17.56929108980137,-14.574248015967193,-1.9226840152351095,0.44818310648991744,-0.04810659999930067,-5.982905982905995,-6.0307017543859756,-0.1377390242158701,0.0
cnn,123,fold_1,2022,20,20.919663610005333,16.72566248798767,1.7081883643315012,0.1165165432084102,0.5208333333333334,0.4936757782306233,-0.0145192077026453,1.0,6.035772000002908,20.86540893957008,16.38384492832595,1.6662675240330624,0.1210931891784373,0.475,0.4779003583725669,-0.0440141028444622,1.0,6.048552200001723,-0.05425467043525245,-0.34181755966172034,-0.04192084029843879,0.004576645970027091,0.012780199998815078,-4.583333333333339,-1.5775419858056416,-0.0294948951418169,0.0
cnn,123,fold_2,2023,20,20.610703583541788,17.059189244435146,1.816805213912894,0.785426840270081,0.5247933884297521,0.5128837719298246,0.0282490082121877,1.0,6.286215899999661,20.949448192111007,17.006885844552457,1.8069576538732104,0.7783156994612794,0.5289256198347108,0.5153508771929824,0.0347472641152221,1.0,6.350642899997183,0.3387446085692183,-0.05230339988268895,-0.009847560039683678,-0.007111140808801597,0.06442699999752222,0.4132231404958664,0.24671052631578538,0.006498255903034402,0.0
cnn,123,fold_3,2024,20,26.5181925729478,23.36248516766755,2.745408163216598,0.637374557241097,0.5122950819672131,0.5304865737936604,0.1309801460870276,1.0,6.732587799997418,19.44768753994609,15.55018552209513,1.8301743545605047,0.8049677781740612,0.5245901639344263,0.5396056262197995,0.1157133518495904,1.0,6.816130699997302,-7.070505033001709,-7.81229964557242,-0.9152338086560932,0.16759322093296414,0.08354289999988396,1.2295081967213184,0.9119052426139085,-0.015266794237437195,0.0
cnn,123,fold_4,2025,20,25.95319707968129,19.798689973191344,2.5597539818802515,0.7399837818701462,0.5299145299145299,0.5342105263157895,0.0725476250110011,1.0,7.021285900002113,29.172591467136694,22.307324020067863,2.8918983946207506,0.6714747696964265,0.5641025641025641,0.5666666666666667,0.1359420581023188,1.0,7.276226200003293,3.219394387455406,2.5086340468765194,0.3321444127404991,-0.06850901217371974,0.25494030000118073,3.4188034188034178,3.2456140350877183,0.0633944330913177,0.0
cnn,456,fold_1,2022,20,31.26124869113917,27.28702639785546,2.7758144584210656,-0.9728845464046876,0.5083333333333333,0.4650411074415009,-0.1137669557545522,1.0,5.905675100002554,18.039757147809905,14.448801536896408,1.4680432593691284,0.3430226428951338,0.4791666666666667,0.498102733469187,-0.0040269036808461,1.0,6.3064105000012205,-13.221491543329265,-12.838224860959052,-1.3077711990519372,1.3159071892998213,0.40073539999866625,-2.9166666666666616,3.306162602768609,0.1097400520737061,0.0
cnn,456,fold_2,2023,20,27.717518696837672,22.577451674320063,2.397907639825934,0.6119403747780305,0.5537190082644629,0.536389802631579,0.0911057153719789,1.0,6.450233299998217,23.41937810825975,19.02463802198325,2.095105059336963,0.722961275923619,0.512396694214876,0.5256304824561404,0.0574534199838117,1.0,6.358963499995298,-4.2981405885779225,-3.5528136523368126,-0.3028025804889709,0.11102090114558849,-0.09126980000291951,-4.132231404958686,-1.075932017543857,-0.0336522953881672,0.0
cnn,456,fold_3,2024,20,31.30021879385837,26.79475729358004,3.1577776851556445,0.4947978634266109,0.5081967213114754,0.5265495659196446,0.1181148616947922,1.0,6.708936999995785,26.92289650835353,23.81070189057807,2.770990350025838,0.626221776620906,0.4795081967213114,0.4989905108015344,-0.0065127192892501,1.0,6.586049400000775,-4.377322285504839,-2.984055403001971,-0.38678733512980656,0.13142391319429503,-0.12288759999501053,-2.868852459016402,-2.755905511811024,-0.1246275809840423,0.0
cnn,456,fold_4,2025,20,54.286233651845855,43.35412694451137,5.662471184661859,-0.1376223905993248,0.5598290598290598,0.5649122807017544,0.1411487174212902,1.0,6.96499230000336,24.328513065383586,19.73064348942195,2.516470068631312,0.7715191318784572,0.5427350427350427,0.5442982456140351,0.0892083097882237,1.0,7.066331199996057,-29.95772058646227,-23.62348345508942,-3.146001116030547,0.909141522477782,0.1013388999926974,-1.7094017094017144,-2.0614035087719307,-0.05194040763306651,0.0
cnn,789,fold_1,2022,20,24.32652077668616,20.103263938080737,2.044979714137748,-0.1946729428067581,0.5,0.4684842948492727,-0.0765876499397343,1.0,5.8618306999997,17.939757709026022,14.230606978503491,1.448142030205655,0.3502860752121016,0.475,0.4760733609725247,-0.0475865167094616,1.0,5.922837300000538,-6.386763067660137,-5.872656959577245,-0.5968376839320932,0.5449590180188597,0.06100660000083735,-2.500000000000002,0.7589066123251997,0.029001133230272695,0.0
cnn,789,fold_2,2023,20,17.81313573737029,14.585565628043906,1.5634740583555355,0.8397232541806605,0.5165289256198347,0.510827850877193,0.022057678574623,1.0,6.360178100003395,16.984368148149546,14.04219317650108,1.5050417125194495,0.8542902706857084,0.5289256198347108,0.5239857456140351,0.0486291252348019,1.0,6.282117599999765,-0.8287675892207425,-0.543372451542826,-0.05843234583608603,0.01456701650504788,-0.0780605000036303,1.2396694214876103,1.3157894736842146,0.026571446660178903,0.0
cnn,789,fold_3,2024,20,23.15004915242028,19.308180740348657,2.273266048597515,0.7236405836667109,0.5122950819672131,0.5294770845951948,0.107366873768233,1.0,6.8999895000015385,22.36927881652032,18.721641511448123,2.200875711452724,0.7419675076384509,0.5081967213114754,0.524867083922202,0.0850334093615905,1.0,6.661527299998852,-0.7807703358999589,-0.5865392289005342,-0.0723903371447907,0.01832692397173996,-0.2384622000026866,-0.4098360655737654,-0.46100006729927756,-0.02233346440664251,0.0
cnn,789,fold_4,2025,20,34.693266871743525,27.819926350422428,3.6124803832813743,0.5353680164182484,0.5384615384615384,0.5458333333333334,0.1117790911458458,1.0,7.4496074999988195,24.31508537129041,19.339823705966676,2.494454432278196,0.7717712742546651,0.5256410256410257,0.5300438596491228,0.0639195310456749,1.0,7.182289500000479,-10.378181500453113,-8.480102644455751,-1.1180259510031783,0.2364032578364167,-0.2673179999983404,-1.2820512820512775,-1.5789473684210575,-0.04785956010017091,0.0
